xi_scale	sliver_width	gaussian_width	h_sigma	neval	re	re_error	re_relative_error_percent	im	im_error	im_relative_error_percent	re_max_weight_impact	im_max_weight_impact	max_re_plus	max_re_minus	max_im_plus	max_im_minus	f128_percent	arb_percent	nan_or_unstable_percent	workspace
4.0	30.0	1.0	1.0	81920	0.00904527952218285	0.009285267341099707	102.65318300366843	0.0027017558565915895	0.0023609704868351104	87.38652240079168	1.0025770198051627	0.4026081583072454	742.8988425547569	-73.36142376299647	89.10839395271918	-62.98723405864441	0.001220703125	0.111083984375	0.0	examples/cli/qq_hhh_2L/workspaces/xi_t4_sliver30_hsigma1_81920/xi_t4_81920
