mode	label	channel	graph	scale	mean_radius	re	im	abs	jacobian
selected_channel	GL14_bins128_im_minus	3	7	0.0625	65975.03879253322	-0.004769470203188135	-0.002092704694256377	0.005208383526245177	4.1722391816774216e+54
selected_channel	GL14_bins128_im_minus	4	7	16.0	256.718901532201	-3.6319867182155866e-05	2.0181076763757625e-05	4.155007354354648e-05	2.200284184738489e+35
selected_channel	GL14_bins128_im_minus	4	7	8.0	514.437803064402	-7.158265454435655e-05	4.039131174828945e-05	8.219205859670503e-05	5.711397540247004e+37
selected_channel	GL14_bins128_im_minus	4	7	4.0	1029.875606128804	-0.00014212111039405397	8.080714366450083e-05	0.00016348762793206754	1.4722547057608434e+40
selected_channel	GL14_bins128_im_minus	4	7	2.0	2060.751212257608	-0.00028320442072859124	0.00016163653017151346	0.0003260845163544315	3.781990428451858e+42
selected_channel	GL14_bins128_im_minus	4	7	1.0	4122.502424515216	-0.0005653742301236756	0.0003232941747805141	0.0006512811555196055	9.698586648779306e+44
selected_channel	GL14_bins128_im_minus	4	7	0.5	8246.00484902501	-0.001129715440637222	0.0006466089023368191	0.001301675861877825	2.484976418593825e+47
selected_channel	GL14_bins128_im_minus	4	7	0.25	16493.00969805002	-0.0022583986567107804	0.0012932380771829117	0.0026024659876564787	6.36427770691768e+49
selected_channel	GL14_bins128_im_minus	4	7	0.125	32987.01939610004	-0.004515765486093814	0.002586496287170568	0.005204046595577641	1.629605639108542e+52
selected_channel	GL14_bins128_im_minus	4	7	0.0625	65975.03879253322	-0.009030499343817893	0.005173012636838369	0.010407207989637991	4.1722391816774216e+54
selected_channel	GL14_bins128_im_minus	5	7	16.0	256.718901532201	-1.8535346698960737e-05	-8.255867118120836e-06	2.029084569757366e-05	2.200284184738489e+35
selected_channel	GL14_bins128_im_minus	5	7	8.0	514.437803064402	-3.716757659556834e-05	-1.642996429670211e-05	4.063708253280919e-05	5.711397540247004e+37
selected_channel	GL14_bins128_im_minus	5	7	4.0	1029.875606128804	-7.443024016527369e-05	-3.2778486439434553e-05	8.13282842824101e-05	1.4722547057608434e+40
selected_channel	GL14_bins128_im_minus	5	7	2.0	2060.751212257608	-0.00014895467786784782	-6.547569478123816e-05	0.00016271005705180048	3.781990428451858e+42
selected_channel	GL14_bins128_im_minus	5	7	1.0	4122.502424515216	-0.0002980031107289311	-0.0001308701935222029	0.00032547328854555546	9.698586648779306e+44
selected_channel	GL14_bins128_im_minus	5	7	0.5	8246.00484902501	-0.0005960997557057626	-0.0002616592320395764	0.0006509995948263031	2.484976418593825e+47
selected_channel	GL14_bins128_im_minus	5	7	0.25	16493.00969805002	-0.0011922929351326236	-0.0005232373296168607	0.0013020521288611105	6.36427770691768e+49
selected_channel	GL14_bins128_im_minus	5	7	0.125	32987.01939610004	-0.002384679239477157	-0.0010463935349808399	0.0026041571583226408	1.629605639108542e+52
selected_channel	GL14_bins128_im_minus	5	7	0.0625	65975.03879253322	-0.004769451819916408	-0.0020927059509769563	0.005208367197093376	4.1722391816774216e+54
selected_channel	GL14_bins128_im_minus	6	7	16.0	256.718901532201	-3.6129829916215624e-05	2.0257394060551435e-05	4.1421330542356244e-05	2.200284184738489e+35
selected_channel	GL14_bins128_im_minus	6	7	8.0	514.437803064402	-7.139465663693501e-05	4.04653594252975e-05	8.206486647600398e-05	5.711397540247004e+37
selected_channel	GL14_bins128_im_minus	6	7	4.0	1029.875606128804	-0.00014193412179610692	8.08800717792317e-05	0.00016336119778284495	1.4722547057608434e+40
selected_channel	GL14_bins128_im_minus	6	7	2.0	2060.751212257608	-0.0002830179342361094	0.00016170890229204822	0.0003259584638873087	3.781990428451858e+42
selected_channel	GL14_bins128_im_minus	6	7	1.0	4122.502424515216	-0.0005651879940541572	0.0003233662698502107	0.0006511552910787114	9.698586648779306e+44
selected_channel	GL14_bins128_im_minus	6	7	0.5	8246.00484902501	-0.001129529329600655	0.0006466808591162422	0.0013015500912279274	2.484976418593825e+47
selected_channel	GL14_bins128_im_minus	6	7	0.25	16493.00969805002	-0.0022582126081049426	0.0012933099648858918	0.0026023402638158744	6.36427770691768e+49
selected_channel	GL14_bins128_im_minus	6	7	0.125	32987.01939610004	-0.004515579468846925	0.00258656814024981	0.005203920895212305	1.629605639108542e+52
selected_channel	GL14_bins128_im_minus	6	7	0.0625	65975.03879253322	-0.009030313343657318	0.005173084472984354	0.010407082302416331	4.1722391816774216e+54
selected_channel	GL14_bins128_im_minus	7	7	16.0	256.718901532201	-3.6021992737298724e-05	2.0203059092302892e-05	4.130069681558756e-05	2.200284184738489e+35
selected_channel	GL14_bins128_im_minus	7	7	8.0	514.437803064402	-7.128725492814405e-05	4.041210476406712e-05	8.194517024603789e-05	5.711397540247004e+37
selected_channel	GL14_bins128_im_minus	7	7	4.0	1029.875606128804	-0.00014182694086187081	8.082734981386134e-05	0.0001632419726423597	1.4722547057608434e+40
selected_channel	GL14_bins128_im_minus	7	7	2.0	2060.751212257608	-0.00028291086442358337	0.0001616564448257018	0.00032583947483781693	3.781990428451858e+42
selected_channel	GL14_bins128_im_minus	7	7	1.0	4122.502424515216	-0.0005650809799581365	0.0003233139441659463	0.0006510364201813817	9.698586648779306e+44
selected_channel	GL14_bins128_im_minus	7	7	0.5	8246.00484902501	-0.0011294223434644742	0.0006466285992188182	0.0013014312794936487	2.484976418593825e+47
selected_channel	GL14_bins128_im_minus	7	7	0.25	16493.00969805002	-0.0022581056363228705	0.0012932577379553894	0.002602221482036955	6.36427770691768e+49
selected_channel	GL14_bins128_im_minus	7	7	0.125	32987.01939610004	-0.004515472504084441	0.0025865159297174347	0.005203802128235149	1.629605639108542e+52
selected_channel	GL14_bins128_im_minus	7	7	0.0625	65975.03879253322	-0.009030206381163022	0.005173032271112392	0.010406963541992813	4.1722391816774216e+54
selected_channel	GL14_bins128_im_minus	8	7	16.0	256.718901532201	4.882104084934036e-05	-0.000124190968870148	0.00013344246242676664	2.200284184738489e+35
selected_channel	GL14_bins128_im_minus	8	7	8.0	514.437803064402	9.712765799638078e-05	-0.0002467716144940056	0.00026519806120678944	5.711397540247004e+37
selected_channel	GL14_bins128_im_minus	8	7	4.0	1029.875606128804	0.0001937417416370933	-0.0004919461203917636	0.0005287219002661813	1.4722547057608434e+40
selected_channel	GL14_bins128_im_minus	8	7	2.0	2060.751212257608	0.00038697034113146074	-0.0009823016756300546	0.001055775841199737	3.781990428451858e+42
selected_channel	GL14_bins128_im_minus	8	7	1.0	4122.502424515216	0.0007734277581107132	-0.0019630160420266093	0.0021098868401575425	9.698586648779306e+44
selected_channel	GL14_bins128_im_minus	8	7	0.5	8246.00484902501	0.0015463427014703042	-0.003924446398848449	0.004218110393034426	2.484976418593825e+47
selected_channel	GL14_bins128_im_minus	8	7	0.25	16493.00969805002	0.0030921726436162335	-0.007847307923601367	0.008434558275674275	6.36427770691768e+49
selected_channel	GL14_bins128_im_minus	8	7	0.125	32987.01939610004	0.006183832551953831	-0.015693031377860354	0.016867454427302107	1.629605639108542e+52
selected_channel	GL14_bins128_im_minus	8	7	0.0625	65975.03879253322	0.012367152391441419	-0.03138447848872766	0.033733246927660915	4.1722391816774216e+54
selected_channel	GL14_bins128_im_minus	9	7	16.0	256.718901532201	4.831082907151369e-05	-0.0001241114455000256	0.00013318253305025715	2.200284184738489e+35
selected_channel	GL14_bins128_im_minus	9	7	8.0	514.437803064402	9.662104253585798e-05	-0.00024669277032827335	0.0002649395191226751	5.711397540247004e+37
selected_channel	GL14_bins128_im_minus	9	7	4.0	1029.875606128804	0.00019323691033894754	-0.0004918676121637225	0.0005284640493098699	1.4722547057608434e+40
selected_channel	GL14_bins128_im_minus	9	7	2.0	2060.751212257608	0.0003864663984511389	-0.0009822233344645558	0.001055518335178724	3.781990428451858e+42
selected_channel	GL14_bins128_im_minus	9	7	1.0	4122.502424515216	0.0007729242588447856	-0.001962937784165757	0.002109629506433851	9.698586648779306e+44
selected_channel	GL14_bins128_im_minus	9	7	0.5	8246.00484902501	0.0015458394239618977	-0.00392436818258431	0.004217853145517863	2.484976418593825e+47
selected_channel	GL14_bins128_im_minus	9	7	0.25	16493.00969805002	0.0030916694754817703	-0.007847229728045661	0.008434301070648907	6.36427770691768e+49
selected_channel	GL14_bins128_im_minus	9	7	0.125	32987.01939610004	0.006183329443230586	-0.015692953192926604	0.016867197245509034	1.629605639108542e+52
selected_channel	GL14_bins128_im_minus	9	7	0.0625	65975.03879253322	0.012366649305746132	-0.0313844003100396	0.033732989755906974	4.1722391816774216e+54
selected_channel	GL14_bins128_im_minus	10	7	16.0	256.718901532201	-2.9914100042781383e-05	-7.19347912359973e-05	7.790678771157266e-05	2.200284184738489e+35
selected_channel	GL14_bins128_im_minus	10	7	8.0	514.437803064402	-5.95030659582661e-05	-0.000142619659343675	0.00015453472777903247	5.711397540247004e+37
selected_channel	GL14_bins128_im_minus	10	7	4.0	1029.875606128804	-0.00011868454753112968	-0.0002840007180237999	0.00030780258228400696	1.4722547057608434e+40
selected_channel	GL14_bins128_im_minus	10	7	2.0	2060.751212257608	-0.00023704926231144142	-0.000566768441718746	0.0006143442188958029	3.781990428451858e+42
selected_channel	GL14_bins128_im_minus	10	7	1.0	4122.502424515216	-0.00047377956197248284	-0.001132306678688762	0.001227430441184352	9.698586648779306e+44
selected_channel	GL14_bins128_im_minus	10	7	0.5	8246.00484902501	-0.0009472405949378912	-0.0022633845440205467	0.0024536043566168913	2.484976418593825e+47
selected_channel	GL14_bins128_im_minus	10	7	0.25	16493.00969805002	-0.0018941628775709215	-0.0045255409696019	0.004905952922146019	6.36427770691768e+49
selected_channel	GL14_bins128_im_minus	10	7	0.125	32987.01939610004	-0.003788007549096589	-0.009049854167869282	0.009810650419402057	1.629605639108542e+52
selected_channel	GL14_bins128_im_minus	10	7	0.0625	65975.03879253322	-0.007575696951084396	-0.018098480736370617	0.019620045597792266	4.1722391816774216e+54
selected_channel	GL14_bins128_im_minus	11	7	16.0	256.718901532201	4.8244368860041457e-05	-0.0001239838948856676	0.0001330395629793033	2.200284184738489e+35
selected_channel	GL14_bins128_im_minus	11	7	8.0	514.437803064402	9.655475039813202e-05	-0.0002465660092772902	0.0002647973125909217	5.711397540247004e+37
selected_channel	GL14_bins128_im_minus	11	7	4.0	1029.875606128804	0.00019317070343197036	-0.0004917412435395483	0.0005283222229494266	1.4722547057608434e+40
selected_channel	GL14_bins128_im_minus	11	7	2.0	2060.751212257608	0.0003864002344497463	-0.0009820971614708826	0.0010553766985072126	3.781990428451858e+42
selected_channel	GL14_bins128_im_minus	11	7	1.0	4122.502424515216	0.0007728581164082964	-0.0019628117088455075	0.0021094879645257997	9.698586648779306e+44
selected_channel	GL14_bins128_im_minus	11	7	0.5	8246.00484902501	0.0015457732921608488	-0.003924242156072465	0.004217711650913805	2.484976418593825e+47
selected_channel	GL14_bins128_im_minus	11	7	0.25	16493.00969805002	0.0030916033492081247	-0.007847103725859783	0.008434159599701525	6.36427770691768e+49
selected_channel	GL14_bins128_im_minus	11	7	0.125	32987.01939610004	0.006183263318358382	-0.01569282720349451	0.01686705578644043	1.629605639108542e+52
selected_channel	GL14_bins128_im_minus	11	7	0.0625	65975.03879253322	0.01236658318027158	-0.031384274326056914	0.03373284830143715	4.1722391816774216e+54
selected_channel	GL14_bins128_im_minus	12	7	16.0	256.718901532201	-2.9715905388245095e-05	-7.207764690950034e-05	7.796295413241945e-05	2.200284184738489e+35
selected_channel	GL14_bins128_im_minus	12	7	8.0	514.437803064402	-5.930740349005359e-05	-0.00014276149612047807	0.00015459046828083966	5.711397540247004e+37
selected_channel	GL14_bins128_im_minus	12	7	4.0	1029.875606128804	-0.00011849013845000022	-0.0002841420491477407	0.00030785811180441115	1.4722547057608434e+40
selected_channel	GL14_bins128_im_minus	12	7	2.0	2060.751212257608	-0.00023685547678531369	-0.0005669095209562148	0.0006143996434194955	3.781990428451858e+42
selected_channel	GL14_bins128_im_minus	12	7	1.0	4122.502424515216	-0.00047358608742778714	-0.0011324476322169244	0.0012274858133269314	9.698586648779306e+44
selected_channel	GL14_bins128_im_minus	12	7	0.5	8246.00484902501	-0.0009470472756334686	-0.0022635254347567234	0.002453659702582122	2.484976418593825e+47
selected_channel	GL14_bins128_im_minus	12	7	0.25	16493.00969805002	-0.0018939696357116124	-0.004525681828959234	0.004906008254983819	6.36427770691768e+49
selected_channel	GL14_bins128_im_minus	12	7	0.125	32987.01939610004	-0.003787814346372434	-0.009049995011914934	0.009810705746187174	1.629605639108542e+52
selected_channel	GL14_bins128_im_minus	12	7	0.0625	65975.03879253322	-0.007575503769839069	-0.01809862157479644	0.019620100924167876	4.1722391816774216e+54
selected_channel	GL14_bins128_im_minus	13	7	16.0	256.718901532201	4.8753920636444154e-05	-0.0001240632290241425	0.0001332990231521654	2.200284184738489e+35
selected_channel	GL14_bins128_im_minus	13	7	8.0	514.437803064402	9.706103841152845e-05	-0.00024664475960753537	0.0002650556217464235	5.711397540247004e+37
selected_channel	GL14_bins128_im_minus	13	7	4.0	1029.875606128804	0.00019367537163782222	-0.0004918197050436308	0.0005285799578571369	1.4722547057608434e+40
selected_channel	GL14_bins128_im_minus	13	7	2.0	2060.751212257608	0.00038690409574981696	-0.000982175479322402	0.0010556341466105448	3.781990428451858e+42
selected_channel	GL14_bins128_im_minus	13	7	1.0	4122.502424515216	0.0007733615749525662	-0.0019628899550587753	0.002109745269288156	9.698586648779306e+44
selected_channel	GL14_bins128_im_minus	13	7	0.5	8246.00484902501	0.0015462765495545458	-0.00392432036650169	0.004217968884029643	2.484976418593825e+47
selected_channel	GL14_bins128_im_minus	13	7	0.25	16493.00969805002	0.003092106507011446	-0.007847181918606267	0.008434416797526885	6.36427770691768e+49
selected_channel	GL14_bins128_im_minus	13	7	0.125	32987.01939610004	0.006183766425075119	-0.015692905386872076	0.016867312965650604	1.629605639108542e+52
selected_channel	GL14_bins128_im_minus	13	7	0.0625	65975.03879253322	0.012367086260929019	-0.03138435250506635	0.033733105471443384	4.1722391816774216e+54
selected_channel	GL18_re_plus_80M	0	10	16.0	2056.2006895537943	0.0010003147656956369	0.002056673158641049	0.0022870360976476227	3.3195220803022064e+43
selected_channel	GL18_re_plus_80M	0	10	8.0	4113.401379107589	0.0019991285404466048	0.004112724968807133	0.004572857048965975	8.506464555648617e+45
selected_channel	GL18_re_plus_80M	0	10	4.0	8227.802758215177	0.003996757187633631	0.008224827017489438	0.009144498208459844	2.1787419990607044e+48
selected_channel	GL18_re_plus_80M	0	10	2.0	16456.605516430354	0.00799201503045905	0.016449030330642028	0.018287780156855143	5.578971358086577e+50
selected_channel	GL18_re_plus_80M	0	10	1.0	32914.21103286071	0.015982530990419786	0.03289743656485029	0.03657434386831946	1.4283948480430382e+53
selected_channel	GL18_re_plus_80M	0	10	0.5	65829.42206563668	0.03196356304768209	0.06579424883562061	0.07314747119721031	3.65691889768933e+55
selected_channel	GL18_re_plus_80M	0	10	0.25	131659.84413192148	0.06392562723615519	0.13158787328662624	0.1462937258177297	9.362004339589753e+57
selected_channel	GL18_re_plus_80M	0	10	0.125	263320.68826519884	0.1278497556653864	0.26317512215913935	0.29258623506101056	2.3967104827345258e+60
selected_channel	GL18_re_plus_80M	0	10	0.0625	526642.3765146042	0.25569801246788665	0.5263496195742193	0.5851712532293029	6.135626670534234e+62
selected_channel	GL18_re_plus_80M	1	10	16.0	2056.2006895537943	0.0010003358563236448	0.0020571353000150127	0.0022874609216366115	3.3195220803022064e+43
selected_channel	GL18_re_plus_80M	1	10	8.0	4113.401379107589	0.001999149583673428	0.004113186822554761	0.004573281633044238	8.506464555648617e+45
selected_channel	GL18_re_plus_80M	1	10	4.0	8227.802758215177	0.0039967782071535125	0.008225288727529536	0.009144922672631065	2.1787419990607044e+48
selected_channel	GL18_re_plus_80M	1	10	2.0	16456.605516430354	0.007992036038184646	0.016449491968745573	0.018288204561013287	5.578971358086577e+50
selected_channel	GL18_re_plus_80M	1	10	1.0	32914.21103286071	0.015982551991990137	0.03289789816771945	0.03657476824301566	1.4283948480430382e+53
selected_channel	GL18_re_plus_80M	1	10	0.5	65829.42206563668	0.031963584048516396	0.06579471041983426	0.07314789555726411	3.65691889768933e+55
selected_channel	GL18_re_plus_80M	1	10	0.25	131659.84413192148	0.06392564823059242	0.1315883348583151	0.14629415016495192	9.362004339589753e+57
selected_channel	GL18_re_plus_80M	1	10	0.125	263320.68826519884	0.12784977659372956	0.26317558364791344	0.29258665930538674	2.3967104827345258e+60
selected_channel	GL18_re_plus_80M	1	10	0.0625	526642.3765146042	0.2556980335466216	0.526350081529179	0.5851716779590265	6.135626670534234e+62
selected_channel	GL18_re_plus_80M	2	10	16.0	2056.2006895537943	0.001001063295476849	0.0020563434734344782	0.002287067161735209	3.3195220803022064e+43
selected_channel	GL18_re_plus_80M	2	10	8.0	4113.401379107589	0.0019998768656078925	0.004112395564426296	0.004572888010426969	8.506464555648617e+45
selected_channel	GL18_re_plus_80M	2	10	4.0	8227.802758215177	0.003997505410351393	0.008224497753659459	0.009144529118863263	2.1787419990607044e+48
selected_channel	GL18_re_plus_80M	2	10	2.0	16456.605516430354	0.007992763201971818	0.01644870113687796	0.018287811041596123	5.578971358086577e+50
selected_channel	GL18_re_plus_80M	2	10	1.0	32914.21103286071	0.015983279135878083	0.032897107407120756	0.036574374740944444	1.4283948480430382e+53
selected_channel	GL18_re_plus_80M	2	10	0.5	65829.42206563668	0.03196431118082126	0.0657939196933688	0.07314750206180548	3.65691889768933e+55
selected_channel	GL18_re_plus_80M	2	10	0.25	131659.84413192148	0.06392637535581201	0.1315875441277108	0.14629375665316138	9.362004339589753e+57
selected_channel	GL18_re_plus_80M	2	10	0.125	263320.68826519884	0.1278505037031802	0.26317479284469536	0.29258626571663476	2.3967104827345258e+60
selected_channel	GL18_re_plus_80M	2	10	0.0625	526642.3765146042	0.2556987605818283	0.5263492904705701	0.5851712841057357	6.135626670534234e+62
selected_channel	GL18_re_plus_80M	3	10	16.0	2056.2006895537943	0.001001084533689329	0.0020568055881089948	0.0022874919608314188	3.3195220803022064e+43
selected_channel	GL18_re_plus_80M	3	10	8.0	4113.401379107589	0.001999897982590808	0.004112857404861712	0.004573312582089333	8.506464555648617e+45
selected_channel	GL18_re_plus_80M	3	10	4.0	8227.802758215177	0.0039975264668003566	0.008224959457002448	0.009144953576815103	2.1787419990607044e+48
selected_channel	GL18_re_plus_80M	3	10	2.0	16456.605516430354	0.007992784228130875	0.016449162771930648	0.018288235442899536	5.578971358086577e+50
selected_channel	GL18_re_plus_80M	3	10	1.0	32914.21103286071	0.01598330014716314	0.032897569007858354	0.036574799113885885	1.4283948480430382e+53
selected_channel	GL18_re_plus_80M	3	10	0.5	65829.42206563668	0.03196433218545997	0.0657943812700661	0.07314792641471976	3.65691889768933e+55
selected_channel	GL18_re_plus_80M	3	10	0.25	131659.84413192148	0.06392639635419448	0.1315880057182085	0.1462941810180051	9.362004339589753e+57
selected_channel	GL18_re_plus_80M	3	10	0.125	263320.68826519884	0.1278505246898707	0.2631752544211709	0.2925866900648819	2.3967104827345258e+60
selected_channel	GL18_re_plus_80M	3	10	0.0625	526642.3765146042	0.25569878158939074	0.5263497523748045	0.585171708758478	6.135626670534234e+62
selected_channel	GL18_re_plus_80M	4	10	16.0	2056.2006895537943	0.0019197882245349616	-0.0004372303579849584	0.001968948250464383	3.3195220803022064e+43
selected_channel	GL18_re_plus_80M	4	10	8.0	4113.401379107589	0.0038340917767068854	-0.0008765096469631545	0.003933005074167949	8.506464555648617e+45
selected_channel	GL18_re_plus_80M	4	10	4.0	8227.802758215177	0.007662704782173137	-0.0017550649915162918	0.007861125727476005	2.1787419990607044e+48
selected_channel	GL18_re_plus_80M	4	10	2.0	16456.605516430354	0.015319933740955253	-0.0035121740653303577	0.01571737053366238	5.578971358086577e+50
selected_channel	GL18_re_plus_80M	4	10	1.0	32914.21103286071	0.03063439313230541	-0.00702639140616375	0.03142986189561215	1.4283948480430382e+53
selected_channel	GL18_re_plus_80M	4	10	0.5	65829.42206563668	0.06126331264641641	-0.014054825687896113	0.06285484548966538	3.65691889768933e+55
selected_channel	GL18_re_plus_80M	4	10	0.25	131659.84413192148	0.12252115204532087	-0.02811169404712793	0.1257048131167298	9.362004339589753e+57
selected_channel	GL18_re_plus_80M	4	10	0.125	263320.68826519884	0.24503683108255117	-0.0562254306086438	0.2514047486307809	2.3967104827345258e+60
selected_channel	GL18_re_plus_80M	4	10	0.0625	526642.3765146042	0.4900681891108145	-0.11245290384455342	0.5028046196699325	6.135626670534234e+62
selected_channel	GL18_re_plus_80M	5	10	16.0	2056.2006895537943	0.0010003358563236448	0.0020571353000150127	0.0022874609216366115	3.3195220803022064e+43
selected_channel	GL18_re_plus_80M	5	10	8.0	4113.401379107589	0.001999149583673428	0.004113186822554761	0.004573281633044238	8.506464555648617e+45
selected_channel	GL18_re_plus_80M	5	10	4.0	8227.802758215177	0.0039967782071535125	0.008225288727529536	0.009144922672631065	2.1787419990607044e+48
selected_channel	GL18_re_plus_80M	5	10	2.0	16456.605516430354	0.007992036038184646	0.016449491968745573	0.018288204561013287	5.578971358086577e+50
selected_channel	GL18_re_plus_80M	5	10	1.0	32914.21103286071	0.015982551991990137	0.03289789816771945	0.03657476824301566	1.4283948480430382e+53
selected_channel	GL18_re_plus_80M	5	10	0.5	65829.42206563668	0.031963584048516396	0.06579471041983426	0.07314789555726411	3.65691889768933e+55
selected_channel	GL18_re_plus_80M	5	10	0.25	131659.84413192148	0.06392564823059242	0.1315883348583151	0.14629415016495192	9.362004339589753e+57
selected_channel	GL18_re_plus_80M	5	10	0.125	263320.68826519884	0.12784977659372956	0.26317558364791344	0.29258665930538674	2.3967104827345258e+60
selected_channel	GL18_re_plus_80M	5	10	0.0625	526642.3765146042	0.2556980335466216	0.526350081529179	0.5851716779590265	6.135626670534234e+62
selected_channel	GL18_re_plus_80M	6	10	16.0	2056.2006895537943	0.0019196259292231092	-0.00043665669830656167	0.0019686626883043405	3.3195220803022064e+43
selected_channel	GL18_re_plus_80M	6	10	8.0	4113.401379107589	0.003833930195393915	-0.0008759365768510821	0.003932719876856069	8.506464555648617e+45
selected_channel	GL18_re_plus_80M	6	10	4.0	8227.802758215177	0.007662543557283363	-0.0017544922160351113	0.007860840712251621	2.1787419990607044e+48
selected_channel	GL18_re_plus_80M	6	10	2.0	16456.605516430354	0.01531977269440625	-0.003511601436504198	0.015717085609524867	5.578971358086577e+50
selected_channel	GL18_re_plus_80M	6	10	1.0	32914.21103286071	0.030634232173946986	-0.007025818852741105	0.031429577016543205	1.4283948480430382e+53
selected_channel	GL18_re_plus_80M	6	10	0.5	65829.42206563668	0.06126315174150735	-0.014054253163818505	0.06285456064038358	3.65691889768933e+55
selected_channel	GL18_re_plus_80M	6	10	0.25	131659.84413192148	0.12252099115925205	-0.028111121563438382	0.12570452828040815	9.362004339589753e+57
selected_channel	GL18_re_plus_80M	6	10	0.125	263320.68826519884	0.24503667024430287	-0.056224858108552885	0.25140446383018367	2.3967104827345258e+60
selected_channel	GL18_re_plus_80M	6	10	0.0625	526642.3765146042	0.4900680281302816	-0.1124523315038239	0.5028043347626872	6.135626670534234e+62
selected_channel	GL18_re_plus_80M	7	10	16.0	2056.2006895537943	0.0019194399006595057	-0.000436253626755727	0.001968391922128644	3.3195220803022064e+43
selected_channel	GL18_re_plus_80M	7	10	8.0	4113.401379107589	0.003833744479305755	-0.0008755339824342767	0.0039324491715729245	8.506464555648617e+45
selected_channel	GL18_re_plus_80M	7	10	4.0	8227.802758215177	0.007662357997182574	-0.0017540898600189756	0.007860570037472418	2.1787419990607044e+48
selected_channel	GL18_re_plus_80M	7	10	2.0	16456.605516430354	0.015319587212847737	-0.0035111991991412916	0.01571681495049485	5.578971358086577e+50
selected_channel	GL18_re_plus_80M	7	10	1.0	32914.21103286071	0.030634046731762003	-0.007025416674510153	0.03142930636546508	1.4283948480430382e+53
selected_channel	GL18_re_plus_80M	7	10	0.5	65829.42206563668	0.061262966319562594	-0.014053851012284336	0.0628542899931846	3.65691889768933e+55
selected_channel	GL18_re_plus_80M	7	10	0.25	131659.84413192148	0.12252080575484384	-0.028110719395579655	0.12570425763574275	9.362004339589753e+57
selected_channel	GL18_re_plus_80M	7	10	0.125	263320.68826519884	0.24503648475635922	-0.05622445602800452	0.25140419311817075	2.3967104827345258e+60
selected_channel	GL18_re_plus_80M	7	10	0.0625	526642.3765146042	0.49006784258787184	-0.11245192952958846	0.5028040640186381	6.135626670534234e+62
selected_channel	GL18_re_plus_80M	8	10	16.0	2056.2006895537943	0.002222725272208267	0.002239925743853618	0.003155594234639729	3.3195220803022064e+43
selected_channel	GL18_re_plus_80M	8	10	8.0	4113.401379107589	0.0044415847699313775	0.004478079222702388	0.006307207685916581	8.506464555648617e+45
selected_channel	GL18_re_plus_80M	8	10	4.0	8227.802758215177	0.008879306917543137	0.008954385310381929	0.0126104364564718	2.1787419990607044e+48
selected_channel	GL18_re_plus_80M	8	10	2.0	16456.605516430354	0.017754752787837707	0.01790699705176299	0.02521689493115834	5.578971358086577e+50
selected_channel	GL18_re_plus_80M	8	10	1.0	32914.21103286071	0.03550564531521672	0.03581222031832829	0.05042981234724612	1.4283948480430382e+53
selected_channel	GL18_re_plus_80M	8	10	0.5	65829.42206563668	0.07100743076393752	0.07162266673894348	0.10085564741001438	3.65691889768933e+55
selected_channel	GL18_re_plus_80M	8	10	0.25	131659.84413192148	0.14201100186331264	0.14324355956201767	0.2017073176813848	9.362004339589753e+57
selected_channel	GL18_re_plus_80M	8	10	0.125	263320.68826519884	0.2840181441706213	0.28648534512368773	0.4034106582488399	2.3967104827345258e+60
selected_channel	GL18_re_plus_80M	8	10	0.0625	526642.3765146042	0.5680324289509808	0.572968916335956	0.8068173395677307	6.135626670534234e+62
selected_channel	GL18_re_plus_80M	9	10	16.0	2056.2006895537943	0.0022227342530054582	0.002238940903002363	0.003154901571621652	3.3195220803022064e+43
selected_channel	GL18_re_plus_80M	9	10	8.0	4113.401379107589	0.0044415942903889985	0.004477095147794168	0.006306515741898868	8.506464555648617e+45
selected_channel	GL18_re_plus_80M	9	10	4.0	8227.802758215177	0.00887931670739102	0.00895340161849586	0.012609744871813926	2.1787419990607044e+48
selected_channel	GL18_re_plus_80M	9	10	2.0	16456.605516430354	0.017754762711939598	0.01790601355155163	0.025216203526019363	5.578971358086577e+50
selected_channel	GL18_re_plus_80M	9	10	1.0	32914.21103286071	0.035505655306703916	0.035811236914096455	0.05042912103215776	1.4283948480430382e+53
selected_channel	GL18_re_plus_80M	9	10	0.5	65829.42206563668	0.07100744078635335	0.07162168337413038	0.10085495613192076	3.65691889768933e+55
selected_channel	GL18_re_plus_80M	9	10	0.25	131659.84413192148	0.1420110119064629	0.14324257622786943	0.2017066264332794	9.362004339589753e+57
selected_channel	GL18_re_plus_80M	9	10	0.125	263320.68826519884	0.2840181542448081	0.28648436170398534	0.4034099669586356	2.3967104827345258e+60
selected_channel	GL18_re_plus_80M	9	10	0.0625	526642.3765146042	0.5680324389600336	0.5729679333891186	0.8068166485658819	6.135626670534234e+62
selected_channel	GL18_re_plus_80M	10	10	16.0	2056.2006895537943	-0.002183262741605587	-0.0005714264680303623	0.00225680402499836	3.3195220803022064e+43
selected_channel	GL18_re_plus_80M	10	10	8.0	4113.401379107589	-0.0043644052673736155	-0.0011431355002451827	0.004511628542976401	8.506464555648617e+45
selected_channel	GL18_re_plus_80M	10	10	4.0	8227.802758215177	-0.00872669119021183	-0.002286552589443401	0.009021278283791666	2.1787419990607044e+48
selected_channel	GL18_re_plus_80M	10	10	2.0	16456.605516430354	-0.017451263471385467	-0.0045733862806075255	0.01804057811765914	5.578971358086577e+50
