mode	label	graph	scale	x0	x3	mean_radius	re	im	abs	jacobian
ose	GL03_im_plus_80M	2	4.0	0.9994052271688938	0.9998792990034353	4982.124963145174	-0.019745965379912495	0.07373287296532574	0.0763311188474633	4.327905131343892e+45
ose	GL03_im_plus_80M	2	2.0	0.9997026135844469	0.9999396495017177	9965.249926290348	-0.03947407656298848	0.14741404237652941	0.15260767546322787	1.108737008418676e+48
ose	GL03_im_plus_80M	2	1.0	0.9998513067922234	0.9999698247508588	19931.499852580695	-0.07893030734430305	0.2947764026607435	0.305160811676524	2.8393825078864354e+50
ose	GL03_im_plus_80M	2	0.5	0.9999256533961117	0.9999849123754294	39863.99970516139	-0.1578427730598395	0.5895011339422811	0.6102670955626358	7.270119624486611e+52
ose	GL03_im_plus_80M	2	0.25	0.9999628266980558	0.9999924561877147	79728.9994103027	-0.315667706840408	1.1789506019261444	1.2204796691972792	1.8613170899053922e+55
ose	GL03_im_plus_80M	2	0.125	0.9999814133490279	0.9999962280938574	159458.9988206054	-0.6313175742925756	2.3578495400595503	2.4409048185395705	4.7651848358501165e+57
ose	GL03_im_plus_80M	2	0.0625	0.999990706674514	0.9999981140469287	318918.9976490143	-1.2626173115038037	4.715647419080168	4.881755120485514	1.2199145936755452e+60
ose	GL17_im_minus_80M	9	8.0	0.9979407690582649	0.9999509714757515	10439.954106128009	-0.002246227829476776	-0.007542589834530977	0.007869955582713665	1.1033128955982648e+45
ose	GL17_im_minus_80M	9	4.0	0.9989703845291324	0.9999754857378758	20880.908212256018	-0.0044889636498947295	-0.01506805889022719	0.01572250595068836	2.83045105432553e+47
ose	GL17_im_minus_80M	9	2.0	0.9994851922645662	0.9999877428689379	41762.816424512035	-0.008974440362870746	-0.03011902635945384	0.03142763638373396	7.253602677685958e+49
ose	GL17_im_minus_80M	9	1.0	0.9997425961322831	0.9999938714344689	83526.63284902407	-0.017945396319311798	-0.06022097595402135	0.0628379120747339	1.857901631606305e+52
ose	GL17_im_minus_80M	9	0.5	0.9998712980661415	0.9999969357172345	167054.26569804648	-0.03588730948577292	-0.1204248824540985	0.1256584708494063	4.757481999054273e+54
ose	GL17_im_minus_80M	9	0.25	0.9999356490330708	0.9999984678586172	334109.53139609296	-0.07177113644579898	-0.24083269915176805	0.25129959213545794	1.2180758975770477e+57
ose	GL17_im_minus_80M	9	0.125	0.9999678245165354	0.9999992339293087	668220.0628395075	-0.14353879085623344	-0.4816483346183057	0.5025818368395907	3.118479756784975e+59
ose	GL17_im_minus_80M	9	0.0625	0.9999839122582677	0.9999996169646543	1336441.1256789076	-0.6587587514210538	-1.0631495800429005	1.250699852930039	7.983571170372072e+61
inverse_jacobian	GL18_re_plus_80M	10	8.0	0.9997905911427463	0.9997104349591455	4113.401379107589	0.030537192010173395	0.03356009324177172	0.0453740008624169	8.506464555648617e+45
inverse_jacobian	GL18_re_plus_80M	10	4.0	0.9998952955713731	0.9998552174795727	8227.802758215177	0.06103749166300265	0.06710332766917625	0.09071070484120357	2.1787419990607044e+48
inverse_jacobian	GL18_re_plus_80M	10	2.0	0.9999476477856866	0.9999276087397864	16456.605516430354	0.12203810700073445	0.13418979662055505	0.18138412575908797	5.578971358086577e+50
inverse_jacobian	GL18_re_plus_80M	10	1.0	0.9999738238928433	0.9999638043698932	32914.21103286071	0.24403934568704094	0.2683627345697078	0.36273097406906196	1.4283948480430382e+53
inverse_jacobian	GL18_re_plus_80M	10	0.5	0.9999869119464216	0.9999819021849465	65829.42206563668	0.4880418270722866	0.5367086104556086	0.7254246739043592	3.65691889768933e+55
inverse_jacobian	GL18_re_plus_80M	10	0.25	0.9999934559732109	0.9999909510924733	131659.84413192148	0.976046791817718	1.0734003623103947	1.4508120752274385	9.362004339589753e+57
inverse_jacobian	GL18_re_plus_80M	10	0.125	0.9999967279866054	0.9999954755462367	263320.68826519884	1.9520567225320429	2.1467838659150495	2.9015868787502654	2.3967104827345258e+60
inverse_jacobian	GL18_re_plus_80M	10	0.0625	0.9999983639933027	0.9999977377731183	526642.3765146042	3.904076583739414	4.293550873069839	5.803136485672312	6.135626670534234e+62
inverse_jacobian	GL01_re_minus_80M	1	8.0	0.9979494808224381	0.9985627136731656	590.718480857701	-0.0024185217984370763	-0.0007045243762965944	0.002519047892818121	1.515257849710959e+39
inverse_jacobian	GL01_re_minus_80M	1	4.0	0.998974740411219	0.9992813568365828	1182.436961715402	-0.0048593815023160085	-0.0014194762635318756	0.005062460019376094	3.892631456481268e+41
inverse_jacobian	GL01_re_minus_80M	1	2.0	0.9994873702056095	0.9996406784182914	2365.873923430804	-0.009740892855554878	-0.00284924692120711	0.010149049297417383	9.982541664342994e+43
inverse_jacobian	GL01_re_minus_80M	1	1.0	0.9997436851028048	0.9998203392091457	4732.747846861608	-0.019503811950047523	-0.0057087220545913985	0.02032211081751585	2.5577606883816567e+46
inverse_jacobian	GL01_re_minus_80M	1	0.5	0.9998718425514024	0.9999101696045729	9466.495693726656	-0.039029598440506366	-0.011427639323880686	0.0406681754562936	6.550723177077925e+48
inverse_jacobian	GL01_re_minus_80M	1	0.25	0.9999359212757012	0.9999550848022865	18933.991387453312	-0.07808114558379256	-0.0228654573870565	0.08136027554769407	1.6773507663689266e+51
inverse_jacobian	GL01_re_minus_80M	1	0.125	0.9999679606378507	0.9999775424011432	37868.98277493366	-0.15618422697350715	-0.04574108527523248	0.16274446115757085	4.294486029023487e+53
inverse_jacobian	GL01_re_minus_80M	1	0.0625	0.9999839803189253	0.9999887712005716	75738.96554986732	-0.31239038326608926	-0.0914923369571246	0.3255128250607189	1.0994483396529898e+56
inverse_jacobian	GL03_im_plus_80M	2	8.0	0.9988104543377876	0.9997585980068706	2490.562481572587	-0.010178844734173575	0.036490349912285704	0.037883433276875295	1.688168662037282e+43
inverse_jacobian	GL03_im_plus_80M	2	4.0	0.9994052271688938	0.9998792990034353	4982.124963145174	-0.020339994736179614	0.0729289147925425	0.07571223149984248	4.327905131343892e+45
inverse_jacobian	GL03_im_plus_80M	2	2.0	0.9997026135844469	0.9999396495017177	9965.249926290348	-0.04066231156783521	0.14580608788324037	0.1513698743008493	1.108737008418676e+48
inverse_jacobian	GL03_im_plus_80M	2	1.0	0.9998513067922234	0.9999698247508588	19931.499852580695	-0.08130695364855876	0.2915604557140668	0.30268518306617387	2.8393825078864354e+50
inverse_jacobian	GL03_im_plus_80M	2	0.5	0.9999256533961117	0.9999849123754294	39863.99970516139	-0.16259624196545816	0.5830692021830884	0.6053158121474386	7.270119624486611e+52
inverse_jacobian	GL03_im_plus_80M	2	0.25	0.9999628266980558	0.9999924561877147	79728.9994103027	-0.32517482094002015	1.1660867005846873	1.210577076213595	1.8613170899053922e+55
inverse_jacobian	GL03_im_plus_80M	2	0.125	0.9999814133490279	0.9999962280938574	159458.9988206054	-0.650331978801816	2.3321216995863723	2.421099606446194	4.7651848358501165e+57
inverse_jacobian	GL03_im_plus_80M	2	0.0625	0.999990706674514	0.9999981140469287	318918.9976490143	-1.3006462969902164	4.664191700324596	4.842144670210836	1.2199145936755452e+60
inverse_jacobian	GL17_im_minus_80M	9	8.0	0.9979407690582649	0.9999509714757515	10439.954106128009	-0.002244673470404561	-0.007543135104917576	0.0078700347013071	1.1033128955982648e+45
inverse_jacobian	GL17_im_minus_80M	9	4.0	0.9989703845291324	0.9999754857378758	20880.908212256018	-0.004485845286214174	-0.015069150775943306	0.015722662403039846	2.83045105432553e+47
inverse_jacobian	GL17_im_minus_80M	9	2.0	0.9994851922645662	0.9999877428689379	41762.816424512035	-0.008968193994277004	-0.030121211560101595	0.03142794758439348	7.253602677685958e+49
inverse_jacobian	GL17_im_minus_80M	9	1.0	0.9997425961322831	0.9999938714344689	83526.63284902407	-0.01793289394289468	-0.060225347826733375	0.06283853281242431	1.857901631606305e+52
inverse_jacobian	GL17_im_minus_80M	9	0.5	0.9998712980661415	0.9999969357172345	167054.26569804648	-0.03586229509470082	-0.12043362769208445	0.12565971068140738	4.757481999054273e+54
inverse_jacobian	GL17_im_minus_80M	9	0.25	0.9999356490330708	0.9999984678586172	334109.53139609296	-0.07172109802588122	-0.240850191130819	0.2513020701661451	1.2180758975770477e+57
inverse_jacobian	GL17_im_minus_80M	9	0.125	0.9999678245165354	0.9999992339293087	668220.0628395075	-0.14343870437899534	-0.481683320083973	0.5025867912719594	3.118479756784975e+59
inverse_jacobian	GL17_im_minus_80M	9	0.0625	0.9999839122582677	0.9999996169646543	1336441.1256789076	-0.6734163338089034	-1.0658187771020498	1.2607375715286402	7.983571170372072e+61
inverse_jacobian_log	GL18_re_plus_80M	10	8.0	0.9997905911427463	0.9997104349591455	4113.401379107589	0.24349755744573995	0.24557901900307244	0.34583249566307794	9.042896540228066e+27
inverse_jacobian_log	GL18_re_plus_80M	10	4.0	0.9998952955713731	0.9998552174795727	8227.802758215177	0.7694068545800968	0.7866026388190918	1.1003320495523143	4.984287057859078e+28
inverse_jacobian_log	GL18_re_plus_80M	10	2.0	0.9999476477856866	0.9999276087397864	16456.605516430354	2.4798541256664683	2.562710453573048	3.56611291933354	2.6826189027902008e+29
inverse_jacobian_log	GL18_re_plus_80M	10	1.0	0.9999738238928433	0.9999638043698932	32914.21103286071	8.127690251629238	8.472244341398394	11.74045454855927	1.4145091914035252e+30
inverse_jacobian_log	GL18_re_plus_80M	10	0.5	0.9999869119464216	0.9999819021849465	65829.42206563668	27.021817695302218	28.3668948998949	39.177281143793415	7.3264914706701e+30
inverse_jacobian_log	GL18_re_plus_80M	10	0.25	0.9999934559732109	0.9999909510924733	131659.84413192148	90.951587789374	96.03820781483716	132.27066447891633	3.735702028477562e+31
inverse_jacobian_log	GL18_re_plus_80M	10	0.125	0.9999967279866054	0.9999954755462367	263320.68826519884	309.4241671712213	328.3331615395087	451.160703293331	1.8785153279677124e+32
inverse_jacobian_log	GL18_re_plus_80M	10	0.0625	0.9999983639933027	0.9999977377731183	526642.3765146042	1062.59783608202	1132.2327407154087	1552.7604903506906	9.329903621831946e+32
inverse_jacobian_log	GL01_re_minus_80M	1	8.0	0.9979494808224381	0.9985627136731656	590.718480857701	-0.0007114539984074452	-0.0007547443400027291	0.0010372105912571932	6.410518032017214e+25
inverse_jacobian_log	GL01_re_minus_80M	1	4.0	0.998974740411219	0.9992813568365828	1182.436961715402	-0.0026297404185743325	-0.0016648733136278764	0.0031124488460878793	3.8778074615797e+26
inverse_jacobian_log	GL01_re_minus_80M	1	2.0	0.9994873702056095	0.9996406784182914	2365.873923430804	-0.0089859419027534	-0.0040627324880323475	0.009861690886910465	2.2564360740404504e+27
inverse_jacobian_log	GL01_re_minus_80M	1	1.0	0.9997436851028048	0.9998203392091457	4732.747846861608	-0.030027832059513104	-0.010880401441183107	0.03193828163373262	1.2714485666439557e+28
inverse_jacobian_log	GL01_re_minus_80M	1	0.5	0.9998718425514024	0.9999101696045729	9466.495693726656	-0.10004256541994389	-0.03148253618426207	0.10487928766156415	6.973025029387397e+28
inverse_jacobian_log	GL01_re_minus_80M	1	0.25	0.9999359212757012	0.9999550848022865	18933.991387453312	-0.33476009311277966	-0.0966324999427309	0.34842812743241436	3.736907361979237e+29
inverse_jacobian_log	GL01_re_minus_80M	1	0.125	0.9999679606378507	0.9999775424011432	37868.98277493366	-1.1280732014801726	-0.30947292964198725	1.1697532398240753	1.9630948127622712e+30
inverse_jacobian_log	GL01_re_minus_80M	1	0.0625	0.9999839803189253	0.9999887712005716	75738.96554986732	-3.831035092716297	-1.0210533334996756	3.9647673060943394	1.013478753836074e+31
inverse_jacobian_log	GL03_im_plus_80M	2	8.0	0.9988104543377876	0.9997585980068706	2490.562481572587	0.005665053488015741	0.039726263579152266	0.04012815531497005	1.2612054786699622e+27
inverse_jacobian_log	GL03_im_plus_80M	2	4.0	0.9994052271688938	0.9998792990034353	4982.124963145174	0.009386563964160217	0.10752503788619742	0.10793396757036898	7.20070763324075e+27
inverse_jacobian_log	GL03_im_plus_80M	2	2.0	0.9997026135844469	0.9999396495017177	9965.249926290348	0.01116710632985626	0.3020310648656371	0.3022374371378453	3.992313234819164e+28
inverse_jacobian_log	GL03_im_plus_80M	2	1.0	0.9998513067922234	0.9999698247508588	19931.499852580695	-0.006867876835382398	0.8772126589405542	0.8772395435328842	2.1591845891115562e+29
inverse_jacobian_log	GL03_im_plus_80M	2	0.5	0.9999256533961117	0.9999849123754294	39863.99970516139	-0.1227146855808758	2.625003129238027	2.6278699211655523	1.1431557513876403e+30
inverse_jacobian_log	GL03_im_plus_80M	2	0.25	0.9999628266980558	0.9999924561877147	79728.9994103027	-0.6427671253755173	8.065955842036896	8.091526013253164	5.941534944409814e+30
inverse_jacobian_log	GL03_im_plus_80M	2	0.125	0.9999814133490279	0.9999962280938574	159458.9988206054	-2.7101706127856326	25.368934872462667	25.51328832811755	3.03855075802252e+31
inverse_jacobian_log	GL03_im_plus_80M	2	0.0625	0.999990706674514	0.9999981140469287	318918.9976490143	-10.470436410518962	81.43277607650386	82.10314889304027	1.531899015095937e+32
inverse_jacobian_log	GL17_im_minus_80M	9	8.0	0.9979407690582649	0.9999509714757515	10439.954106128009	0.02267538821934564	-0.018158720948997654	0.029050170006414855	4.2956373461950413e+27
inverse_jacobian_log	GL17_im_minus_80M	9	4.0	0.9989703845291324	0.9999754857378758	20880.908212256018	0.07007176458982697	-0.03826993515159387	0.07984134348343175	2.4321614507615663e+28
inverse_jacobian_log	GL17_im_minus_80M	9	2.0	0.9994851922645662	0.9999877428689379	41762.816424512035	0.2189334035020088	-0.07416140266446775	0.23115308523602865	1.337769992228964e+29
inverse_jacobian_log	GL17_im_minus_80M	9	1.0	0.9997425961322831	0.9999938714344689	83526.63284902407	0.6917619638645961	-0.11371704092756375	0.701046489219598	7.181114280601374e+29
inverse_jacobian_log	GL17_im_minus_80M	9	0.5	0.9998712980661415	0.9999969357172345	167054.26569804648	2.209878798850256	-0.03155463703932761	2.2101040701122048	3.7754582124604566e+30
inverse_jacobian_log	GL17_im_minus_80M	9	0.25	0.9999356490330708	0.9999984678586172	334109.53139609296	7.13414013558725	0.8370760205177002	7.183080936361682	1.9495681335026141e+31
inverse_jacobian_log	GL17_im_minus_80M	9	0.125	0.9999678245165354	0.9999992339293087	668220.0628395075	23.261067516745136	5.451038930067487	23.891234531427777	9.910240092406742e+31
inverse_jacobian_log	GL17_im_minus_80M	9	0.0625	0.9999839122582677	0.9999996169646543	1336441.1256789076	76.55522224807311	25.987643822317605	80.84590085395493	4.968372800113051e+32
