# edge endpoints, then k1,k2,k3,k4 coefficients; final row is auxiliary
5,1,1,0,0,0
2,6,0,1,0,0
6,5,0,0,1,0
4,3,0,0,0,1
3,5,1,0,-1,0
6,4,0,1,-1,0
3,2,-1,0,1,1
1,4,0,-1,1,1
2,1,-1,-1,1,1
0,0,0,0,1,1
