# edge endpoints, then k1,k2,k3,k4 coefficients; final two rows are auxiliary
1,2,1,0,0,0
2,5,0,1,0,0
3,4,0,0,1,0
4,5,0,0,0,1
2,3,1,-1,0,0
4,1,0,0,1,-1
5,3,-1,1,1,0
1,5,-1,0,1,-1
0,0,1,0,-1,0
0,0,0,1,0,-1
