path	radius	relative_radius	raw_abs_weight	bad_channel_probability_ose_alpha1	bad_channel_probability_ose_alpha3	bad_channel_probability_ose_alpha4	bad_channel_probability_jacobian_linear	bad_channel_probability_jacobian_log	bad_channel_weighted_abs_ose_alpha1	bad_channel_weighted_abs_ose_alpha3	bad_channel_weighted_abs_ose_alpha4	bad_channel_weighted_abs_jacobian_linear	bad_channel_weighted_abs_jacobian_log
fixed relative q	72716.87722192031	0.2	342830.47526228835	2.7503855713632054e-06	2.0805795548256084e-17	5.722411726504245e-23	1.1918151899605235e-17	0.0	0.9429159925849883	7.1328607760186366e-12	1.9618171318439423e-17	4.085905679989808e-12	0.0
fixed relative q	78177.49689997525	0.2	368575.0741878823	2.5582743917535054e-06	1.6743440527784596e-17	4.2834424714290816e-23	8.922750348737601e-18	0.0	0.9429161737335077	6.1712148346886024e-12	1.5787701266864997e-17	3.288703371745914e-12	0.0
fixed relative q	84048.17774137396	0.2	396252.9445751399	2.3795819189175314e-06	1.3474264901612167e-17	3.206319342757681e-23	6.68010464451882e-18	0.0	0.9429163422288336	5.339217143249279e-12	1.2705134808159584e-17	2.6470111354606507e-12	0.0
fixed relative q	90359.71298344072	0.2	426009.26400303154	2.2133708785722134e-06	1.0843399499153195e-17	2.4000517798197333e-23	5.001069124181315e-18	0.0	0.9429164989462919	4.619388639925093e-12	1.0224442922901705e-17	2.1305017768207676e-12	0.0
fixed relative q	97145.20825869757	0.2	458000.11205257976	2.0587694629575585e-06	8.726213530719984e-18	1.7965298930702152e-23	3.744017417654291e-18	0.0	0.9429166447249913	3.99660677486449e-12	8.228108923319677e-18	1.7147603968124755e-12	0.0
fixed relative q	104440.25524245699	0.2	492393.28898457054	1.9149667581083556e-06	7.022410507830769e-18	1.34477084362015e-23	2.802906398716308e-18	0.0	0.9429167803210937	3.4577878065506003e-12	6.621561386206812e-18	1.3801323003798211e-12	0.0
fixed relative q	112283.11834035286	0.2	529369.1958952672	1.7812084907041132e-06	5.651276944661146e-18	1.0066120407009988e-23	2.098337579872765e-18	0.0	0.9429169064458589	2.9916119319767332e-12	5.328694065643817e-18	1.1107952773740665e-12	0.0
fixed relative q	120714.93539503071	0.2	569121.7809667534	1.6567930718784864e-06	4.547858754421041e-18	7.534873359932732e-24	1.570863425965484e-18	0.0	0.9429170237608624	2.5882854739013433e-12	4.288260545963862e-18	8.940125906410119e-13	0.0
fixed relative q	129779.9334647565	0.2	611859.5567752366	1.541067917368234e-06	3.659884208941258e-18	5.64013882751894e-24	1.1759749249425382e-18	0.0	0.9429171328814646	2.2393351299314857e-12	3.4509728431565413e-18	7.195314963541336e-13	0.0
fixed relative q	139525.6608057634	0.2	657806.6939933792	1.433426024681861e-06	2.9452876938647807e-18	4.221858082282238e-24	8.803482353112071e-19	0.0	0.942917234380047	1.9374299607605754e-12	2.777166507615307e-18	5.790989622329706e-13	0.0
fixed relative q	150003.2362751329	0.2	707204.1972233604	1.3333027893373818e-06	2.3702169534283304e-18	3.1602210888723226e-24	6.590342126655782e-19	0.0	0.9429173287890102	1.6762273777944814e-12	2.234921618204285e-18	4.660717613108896e-13	0.0
fixed relative q	161267.6174624066	0.2	760311.1691282742	1.2401730434719883e-06	1.9074294229434734e-18	2.3655454863455628e-24	4.933540042579531e-19	0.0	0.9429174166035574	1.4502398945878217e-12	1.7985506543495067e-18	3.7510255977147993e-13	0.0
fixed relative q	173377.88895633697	0.2	817406.169492518	1.1535483012927528e-06	1.535001679168411e-18	1.7707006220749382e-24	3.693233624069778e-19	0.0	0.94291749828431	1.2547198427336338e-12	1.447381612808294e-18	3.0188719496918474e-13	0.0
fixed relative q	186397.57225881482	0.2	878788.6763398013	1.0729741969411992e-06	1.2352908720149522e-18	1.3254366535483678e-24	2.7647286341737627e-19	0.0	0.9429175742767177	1.0855596303126586e-12	1.164778722344026e-18	2.4296122168643075e-13	0.0
fixed relative q	200394.95897155572	0.2	944780.6567727441	9.980281012168269e-07	9.940989375504648e-19	9.921396652484278e-25	2.0696457382891384e-19	0.0	0.9429176449452885	9.392054471160152e-13	9.373543645437002e-19	1.9553612599077232e-13	0.0
fixed relative q	215443.46900318866	0.2	1015728.2557734818	9.283169049576866e-07	8.000000000212158e-19	7.426542134043065e-25	1.5493068651518358e-19	0.0	0.942917710677708	8.125826046403349e-13	7.543348688239833e-19	1.573674759798555e-13	0.0
fixed relative q	231622.03567563815	0.2	1092003.6118234936	8.634749570509425e-07	6.437990987200192e-19	5.55904879126643e-25	1.1597835653906298e-19	0.0	0.9429177718187652	7.030309410909709e-13	6.070501358365968e-19	1.2664878423400968e-13	0.0
fixed relative q	249015.51974979008	0.2	1174006.8088660797	8.031621465635996e-07	5.180965993768188e-19	4.161159110913366e-25	8.6818976787623e-20	0.0	0.9429178286891622	6.082489353187468e-13	4.885229128987415e-19	1.0192606988745551e-13	0.0
fixed relative q	267715.1545420944	0.2	1262167.9748499468	7.470621188113287e-07	4.1693765464935036e-19	3.114785603884013e-25	6.49906242917162e-20	0.0	0.9429178815872051	5.26245355207457e-13	3.931382637746053e-19	8.20290846465092e-14	0.0
fixed relative q	287819.0244668792	0.2	1356949.5378614212	6.948806160296973e-07	3.3553010784767836e-19	2.331535300515748e-25	4.8650264260910944e-20	0.0	0.9429179307903575	4.552974247825e-13	3.1637757485424344e-19	6.601595360567912e-14	0.0
fixed relative q	309432.5795144362	0.2	1458848.6516791931	6.463439339450148e-07	2.7001747627451546e-19	1.7452427065187833e-25	3.641818149743124e-20	0.0	0.9429179765567104	3.939146311928954e-13	2.546044969257873e-19	5.31286149741357e-14	0.0
fixed relative q	332669.1883634535	0.2	1568399.803474281	6.011974861496338e-07	2.1729625982396955e-19	1.306380436951515e-25	2.7261513703031587e-20	0.0	0.9429180191263175	3.4080741120361013e-13	2.0489268205774014e-19	4.275695273424616e-14	0.0
fixed relative q	357650.7330290209	0.2	1686177.617333312	5.592044687318819e-07	1.7486892026336508e-19	9.778753633682042e-26	2.0407059409854692e-20	0.0	0.9429180586884652	2.9486005931532986e-13	1.6488715502531453e-19	3.440992681248813e-14	0.0
fixed relative q	384508.2481652776	0.2	1812799.8683102664	5.201446182792184e-07	1.407255665704887e-19	7.319768417931459e-26	1.527600283019233e-20	0.0	0.942918095518861	2.5510728854686957e-13	1.3269275224087797e-19	2.769233591887991e-14	0.0
fixed relative q	413382.608376014	0.2	1948930.7228161828	4.838130564303377e-07	1.132487411528299e-19	5.47912461027588e-26	1.1435046936259598e-20	0.0	0.9429181297766847	2.2071395095300755e-13	1.0678434287104907e-19	2.2286114290921395e-14	0.0
fixed relative q	444425.26713836356	0.2	2095284.222343567	4.500192153344138e-07	9.113679685399662e-20	4.101332826511322e-26	8.55983056754978e-21	0.0	0.9429181616416294	1.9095749252310997e-13	8.593457961968919e-20	1.7935277934121237e-14	0.0
fixed relative q	477799.05121539667	0.2	2252628.0287983953	4.1858583806391185e-07	7.334223459134548e-20	3.070003358249742e-26	6.4075418409753345e-21	0.0	0.9429181912808341	1.6521277333517204e-13	6.915575613298569e-20	1.443380834667951e-14	0.0
fixed relative q	513679.0147245585	0.2	2421787.451085132	3.893480488666633e-07	5.902208065824934e-20	2.2980140891613482e-26	4.796416231755069e-21	0.0	0.9429182188497659	1.4293893427508274e-13	5.565301683547782e-20	1.1615900640245463e-14	0.0
fixed relative q	552253.357341725	0.2	2603649.7740650782	3.621524883590062e-07	4.749795291401738e-20	1.720150806933915e-26	3.590388703157493e-21	0.0	0.9429182444930324	1.2366803437313508e-13	4.47867025983135e-20	9.348114735781817e-15	0.0
fixed relative q	593724.4114571097	0.2	2799168.912594632	3.368565091240309e-07	3.822392409520388e-20	1.2875981973090715e-26	2.687604264264957e-21	0.0	0.9429182683451371	1.0699522004467159e-13	3.604204845820442e-20	7.523058305887235e-15	0.0
fixed relative q	638309.7034609151	0.2	3009370.4150551166	3.133274274958029e-07	3.0760659851608465e-20	9.638161439278247e-27	2.0118170047936117e-21	0.0	0.9429182905311964	9.257021970500423e-14	2.9004797890888997e-20	6.054302574730693e-15	0.0
fixed relative q	686243.0947254312	0.2	3235356.8426189194	2.914418276051165e-07	2.4754606359868628e-20	7.214529821781107e-27	1.5059514715925567e-21	0.0	0.9429183111675772	8.008998507273878e-14	2.3341578425177758e-20	4.87229039826901e-15	0.0
fixed relative q	737776.0082683298	0.2	3478313.552467577	2.7108491405601397e-07	1.9921241583267795e-20	5.400349526442544e-27	1.1272827842522045e-21	0.0	0.9429183304305419	6.929232458106103e-14	1.8784108945886963e-20	3.9210429859278264e-15	0.0
fixed relative q	793178.7475313466	0.2	3739514.9152964386	2.5214990973822884e-07	1.6031596724047114e-20	4.042366686210561e-27	8.43828537885157e-22	0.0	0.9429183483567575	5.99503950655917e-14	1.511649051618183e-20	3.155509403374331e-15	0.0
fixed relative q	852741.9141916287	0.2	4020330.999718008	2.3453749580071716e-07	1.2901409402084843e-20	3.0258649631435986e-27	6.316478461531391e-22	0.0	0.9429183649638554	5.1867936159255066e-14	1.2164978712286797e-20	2.5394334167945762e-15	0.0
fixed relative q	916777.9324426051	0.2	4322234.758625773	2.1815529073917363e-07	1.0382394681281612e-20	2.2649748243800727e-27	4.728194605383891e-22	0.0	0.9429183804109674	4.4875147169206736e-14	9.789752913347856e-21	2.0436367068937127e-15	0.0
fixed relative q	985622.6877395711	0.2	4646809.755212536	2.0291736577366787e-07	8.355220422698876e-21	1.6954196626624927e-27	3.5392823770510847e-22	0.0	0.9429183947791102	3.8825119767148145e-14	7.878292627639218e-21	1.6446371876132794e-15	0.0
fixed relative q	1059637.2886056476	0.2	4995758.469168346	1.8874379415316768e-07	6.723854221968955e-21	1.2690859967193147e-27	2.6493214925457153e-22	0.0	0.9429184081436545	3.359075167485475e-14	6.340047116213469e-21	1.3235370283934981e-15	0.0
fixed relative q	1139209.9607392682	0.2	5370911.226626261	1.7556023192120162e-07	5.411014109868713e-21	9.499590588324867e-28	1.9831415772335078e-22	0.0	0.9429184205746919	2.9062076430126973e-14	5.1021457739187195e-21	1.0651277361152758e-15	0.0
fixed relative q	1224758.0833582329	0.2	5774235.800695625	1.6329752796445304e-07	4.354507508734281e-21	7.110804277966365e-28	1.4844733734594047e-22	0.0	0.9429184321374398	2.5143953151331402e-14	4.1059460633572984e-21	8.571699298208702e-16	0.0
fixed relative q	1316730.3784615016	0.2	6207847.73294025	1.5189136129889236e-07	3.504285011757786e-21	5.322707016625144e-28	1.111196245832497e-22	0.0	0.9429184428925373	2.1754067765817068e-14	3.304255468626156e-21	6.898137095542984e-16	0.0
fixed relative q	1415609.2644919916	0.2	6674021.429940377	1.4128190369098438e-07	2.820069415197617e-21	3.984248318100614e-28	8.317806313656756e-23	0.0	0.9429184528964023	1.8821203710948323e-14	2.6590958657207404e-21	5.551321758743856e-16	0.0
fixed relative q	1521913.386745902	0.2	7175202.093142628	1.3141350584433826e-07	2.2694476847200927e-21	2.9823611577163535e-28	6.226249898171551e-23	0.0	0.9429184622015069	1.62837457776813e-14	2.139904402135365e-21	4.467460130178959e-16	0.0
fixed relative q	1636200.3378012576	0.2	7714018.544573141	1.2223440550580572e-07	1.8263354674623335e-21	2.232410574071644e-28	4.6606234827812475e-23	0.0	0.9429184708566586	1.4088385664616097e-14	1.7220856567489836e-21	3.5952135975447604e-16	0.0
fixed relative q	1759069.5822349843	0.2	8293297.015688048	1.1369645595998562e-07	1.4697414098454089e-21	1.671044084762332e-28	3.488680811955092e-23	0.0	0.9429184789072563	1.2189002048104073e-14	1.3858464921242613e-21	2.893266616647532e-16	0.0
fixed relative q	1891165.600969468	0.2	8916075.97168751	1.0575487348803548e-07	1.1827727437258867e-21	1.25083995106068e-28	2.6114289718183825e-23	0.0	0.9429184863955257	1.0545691640301287e-14	1.1152584032078912e-21	2.32836991073985e-16	0.0
fixed relative q	2033181.2717414403	0.2	9585622.049050437	9.836800246616847e-08	9.518350329722201e-22	9.363012008100459e-29	1.9547669142659513e-23	0.0	0.9429184933607523	9.123930879117163e-15	8.975029435037177e-22	1.8737656834141987e-16	0.0
fixed relative q	2185861.5034246747	0.2	10305447.189886574	9.149709687172133e-08	7.659881704233751e-22	7.008570024445765e-29	1.4632264299269404e-23	0.0	0.9429184998394602	7.893850638375929e-15	7.222644826354789e-22	1.5079202700458353e-16	0.0
fixed relative q	2350007.1432694094	0.2	11079327.06297987	8.510611705076179e-08	6.164281171668848e-22	5.246180795780593e-29	1.0952869279195475e-23	0.0	0.9429185058656376	6.829608720908793e-15	5.81241528679772e-22	1.2135042102227125e-16	0.0
fixed relative q	2526479.177553053	0.2	11911320.868146565	7.916154068122363e-08	4.960698328067899e-22	3.926965535910896e-29	8.198683003768551e-24	0.0	0.9429185114708922	5.9088469515694935e-15	4.677534653638781e-22	9.76571439541069e-17	0.0
fixed relative q	2716203.247675567	0.2	12805792.627786584	7.363218694004456e-08	3.9921163906665106e-22	2.939482820080243e-29	6.137056494838433e-24	0.0	0.9429185166846262	5.112221464486319e-15	3.7642407426888894e-22	7.858987281791178e-17	0.0
fixed relative q	2920174.505387701	0.2	13767434.077308241	6.848905293225775e-08	3.21265116499043e-22	2.2003145076165382e-29	4.593841366727828e-24	0.0	0.9429185212621333	4.422996312739327e-15	3.029268493295563e-22	6.324540817803696e-17	0.0
fixed relative q	3139462.8326189355	0.2	14801289.274492122	6.370516162466102e-08	2.585377403203723e-22	1.647018958241996e-29	3.438679700430579e-24	0.0	0.9429185254848823	3.826691882855356e-15	2.437800404151244e-22	5.089689296839691e-17	0.0
fixed relative q	3375218.45328457	0.2	15912781.05687717	5.925542030084818e-08	2.080579552477674e-22	1.2328562315675638e-29	2.5739927748180185e-24	0.0	0.9429185296806318	3.310780688999271e-15	1.9618171287541304e-22	4.0959383467662865e-17	0.0
fixed relative q	3628677.966507222	0.2	17107739.48594405	5.511648890597278e-08	1.6743440508236718e-22	9.22839703883729e-30	1.9267386044405885e-24	0.0	0.9429185335833078	2.8644241831331644e-15	1.5787701241328586e-22	3.296214210228099e-17	0.0
fixed relative q	3901170.8328986377	0.2	18392432.427293543	5.126665768330573e-08	1.3474264885426555e-22	6.907805608293565e-30	1.4422420713646903e-24	0.0	0.94291853721339	2.478245064126621e-15	1.2705134787141876e-22	2.652633984137494e-17	0.0
fixed relative q	4194126.3479239442	0.2	19773598.427220326	4.768573328018471e-08	1.084339948610465e-22	5.170754804020017e-30	1.0795764809977813e-24	0.0	0.9429185405899083	2.1441302702416063e-15	1.0224442906031215e-22	2.134711180672178e-17	0.0
fixed relative q	4509081.138925579	0.2	21258482.05812905	4.4354932828800914e-08	8.726213519998822e-23	3.870506316969284e-30	8.081064445754638e-25	0.0	0.9429185437305834	1.855060535502981e-15	8.228108909516667e-23	1.7179116353065954e-17	0.0
fixed relative q	4847687.225130562	0.2	22854871.9181875	4.125678542532226e-08	7.022410499049642e-23	2.8972209508082363e-30	6.049000684266136e-25	0.0	0.942918546651885	1.6049629251271472e-15	6.621561374941165e-23	1.3824913587193108e-17	0.0
fixed relative q	5211720.682918045	0.2	24571141.484535914	3.8375040490592216e-08	5.651276937487611e-23	2.1686798962195505e-30	4.527918605728671e-25	0.0	0.9429185493691359	1.3885832519930293e-15	5.328694056467924e-23	1.1125612869182176e-17	0.0
fixed relative q	5603090.961798618	0.2	26416293.034336995	3.569458253173324e-08	4.547858748573856e-23	1.6233392523807568e-30	3.3893272967253925e-25	0.0	0.9429185518965918	1.201375693811001e-15	4.288260538503161e-23	8.953346305957523e-18	0.0
fixed relative q	6023850.899970236	0.2	28400004.86404515	3.3201351877843853e-08	3.659884210892565e-23	1.2151310755240841e-30	2.5370459536689995e-25	0.0	0.9429185548236401	1.039407293911909e-15	3.45097284553364e-23	7.205211742450565e-18	0.0
fixed relative q	6476207.491984747	0.2	30532682.054570947	3.088227085079102e-08	2.9452876953990765e-23	9.095717515178028e-31	1.89907925010356e-25	0.0	0.9429185570103464	8.992753276286e-16	2.777166509491228e-23	5.798398293984502e-18	0.0
fixed relative q	6962533.465004367	0.2	32825511.04861804	2.8725175295755477e-08	2.370216954637909e-23	6.808489946669676e-31	1.4215357275070734e-25	0.0	0.9429185590443114	7.780358283208849e-16	2.234921619688103e-23	4.666263672928873e-18	0.0
fixed relative q	7485379.724368442	0.2	35290518.32646427	2.6718750691431813e-08	1.9074294238994106e-23	5.096413260036774e-31	1.0640754180404273e-25	0.0	0.9429185609362043	6.731417304055934e-16	1.7985506555256332e-23	3.755177304109583e-18	0.0
fixed relative q	8047488.733750887	0.2	37940633.487957336	2.4852472824293863e-08	1.535001679925561e-23	3.8148588483681878e-31	7.965022114274172e-26	0.0	0.9429185626959533	5.82389361414545e-16	1.4473816137422843e-23	3.0219798476115138e-18	0.0
fixed relative q	8651808.900090447	0.2	40789757.07160522	2.311655258641333e-08	1.2352908725489675e-23	2.8555667074902875e-31	5.962130941483992e-26	0.0	0.9429185643327871	5.038721460404363e-16	1.1647787230029239e-23	2.4319387273223295e-18	0.0
fixed relative q	9301510.038746646	0.2	43852833.46649121	2.15018846290922e-08	9.940989379743151e-24	2.137500113382942e-31	4.462887977352235e-26	0.0	0.9429185658552873	4.359405517620341e-16	9.373543650678824e-24	1.9571028325043335e-18	0.0
fixed relative q	10000000.0	0.2	47145929.2994541	1.9999999602985034e-08	8.000000003582048e-24	1.6000000009551976e-31	3.3406456928780825e-26	0.0	0.9429185672714425	3.771674345645118e-16	7.543348692416024e-24	1.5749784565095594e-18	0.0
fixed q/R	100.0	0.1	1037.9884455183444	0.0009989508531774959	9.998492680858845e-10	9.9979903049546e-13	2.2798469590015903e-07	3.3435900592835767e-07	1.036899443238933	1.0378319875331216e-06	1.0377798414947303e-09	0.00023664548009937853	0.00034706078480863486
fixed q/R	107.50942544107048	0.10750942544107046	1030.2963463413955	0.0009989575797191726	9.998694861927846e-10	9.998259867077158e-13	2.1111248919205772e-07	3.079528274804501e-07	1.0292223445347068	1.0301618784426743e-06	1.0301170610821403e-09	0.00021750842628161444	0.00031728267299860986
fixed q/R	115.58276558669078	0.11558276558669077	1022.1329937067776	0.000998963399504143	9.998869790622346e-10	9.99849309586974e-13	1.949830881794999e-07	2.818852397573988e-07	1.0210734501386693	1.0220174712773079e-06	1.0219789680637885e-09	0.00019929864764310485	0.0002881242039949828
fixed q/R	124.26236719115056	0.12426236719115057	1013.4773416450316	0.0009989684347529806	9.999021139701513e-10	9.9986948875487e-13	1.7962356373373133e-07	2.563161460020164e-07	1.012431873640749	1.0133781363717164e-06	1.0133450714552623e-09	0.00018204441186966895	0.0002597706062708234
fixed q/R	133.59375700667906	0.13359375700667908	1004.3086161838337	0.000998972791215523	9.9991520871138e-10	9.998869478782845e-13	1.650533804446429e-07	2.3140805479229248e-07	1.003276981550964	1.0042234595620952e-06	1.004195076963917e-09	0.00016576453211082314	0.00023240510328224003
fixed q/R	143.62588058302052	0.1436258805830205	994.6065250058474	0.0009989765603896335	9.99926538261765e-10	9.999020535470627e-13	1.5128449875191636e-07	2.073227597437945e-07	0.9935886052914275	9.945334594816605e-07	9.94509106824655e-10	0.000150468549590895	0.00020620456962339764
fixed q/R	154.41135899948313	0.15441135899948313	984.3514943639651	0.0009989798214414842	9.999363405448874e-10	9.99915122959231e-13	1.3832162204784759e-07	1.842176037845315e-07	0.983347280075372	9.842888310841947e-07	9.84267945522047e-10	0.00013615709536564635	0.0001813348735734524
fixed q/R	166.00676487609297	0.16600676487609295	973.5249336491529	0.0009989826428670229	9.99944821422211e-10	9.99926430571711e-13	1.2616257353931914e-07	1.6224142406017815e-07	0.9725345111137739	9.73471215927872e-07	9.734533119763593e-10	0.00012282241103387203	0.000157946071593329
fixed q/R	178.47291911159613	0.17847291911159613	962.1095273634747	0.0009989850839297555	9.999521590118612e-10	9.999362138566187e-13	1.1479878408340496e-07	1.4153031254365104e-07	0.9611330669428182	9.620634990929878e-07	9.620481581072138e-10	0.00011044900389638633	0.00013616766210897697
fixed q/R	191.87520990478345	0.19187520990478343	950.0895534507857	0.0009989871959050621	9.999585074267233e-10	9.999446782837614e-13	1.0421586972643327e-07	1.2220336611412337e-07	0.9491272988604931	9.500501317903698e-07	9.500369928661084e-10	9.901440913087224e-05	0.00011610414154155036
fixed q/R	206.28393573248042	0.20628393573248038	937.4512259726552	0.000998989023156541	9.99964000008121e-10	9.999520016310505e-13	9.439427632364699e-08	1.0435863454744118e-07	0.9365034844913245	9.374174777361331e-07	9.374062298428387e-10	8.849003006440445e-05	9.783112989733102e-05
fixed q/R	221.7746740832167	0.2217746740832167	924.1830589875124	0.0009989906040676708	9.99968752125079e-10	9.999583377159935e-13	8.530996836354369e-08	8.806950105459402e-08	0.9232501923670429	9.24154180230881e-07	9.241445554104348e-10	7.884202752434771e-05	8.139234088813865e-05
fixed q/R	238.42867788067264	0.23842867788067265	910.2762472070941	0.0009989919718478271	9.999728635962305e-10	9.999638196241983e-13	7.693513986762456e-08	7.338174277976876e-08	0.9093586631236551	9.102515455833082e-07	9.102433130703868e-10	7.003223039705417e-05	6.679765743108417e-05
fixed q/R	256.3333016762518	0.2563333016762518	895.7250575892436	0.0009989931552296409	9.99976420785311e-10	9.999685625028943e-13	6.923892683398062e-08	6.031151313857541e-08	0.8948232014993303	8.957039370958085e-07	8.956968982353382e-10	6.201904172578471e-05	5.4022533579344885e-05
fixed q/R	275.5824598462639	0.2755824598462639	880.5272245190472	0.0009989941790723286	9.999794984142308e-10	9.999726659779818e-13	6.21881029576921e-08	4.88444599224001e-08	0.8796415718092415	8.805091723146316e-07	8.805031561685046e-10	5.475831769544137e-05	4.3008876728602795e-05
fixed q/R	296.27711919708696	0.29627711919708694	864.6843396878896	0.0009989950648840245	9.999821611327808e-10	9.99976216246701e-13	5.57477430928075e-08	3.8936140250033906e-08	0.8638153880307032	8.646689146987674e-07	8.64663774248873e-10	4.8204200425294364e-05	3.366747072209563e-05
fixed q/R	318.5258285621434	0.3185258285621434	848.2022262783103	0.0009989958312732734	9.999844648755036e-10	9.999792878865865e-13	4.988184192022328e-08	3.051381583156582e-08	0.8473504881287417	8.481890493511269e-07	8.48184658217602e-10	4.230988936759613e-05	2.588188652058048e-05
fixed q/R	342.44528816856945	0.3424452881685694	831.0912856963527	0.0009989964943400284	9.999864580368137e-10	9.999819454221342e-13	4.4553878368364316e-08	2.3479613150346986e-08	0.8302572808872033	8.310800310887574e-07	8.310762806940215e-10	3.702834005592281e-05	1.9513701880774866e-05
fixed q/R	368.1609617600467	0.3681609617600467	813.3668039738591	0.0009989970680137805	9.999881824872392e-10	9.999842446796553e-13	3.9727319337549705e-08	1.771492049331056e-08	0.8125510523896246	8.133571920012739e-07	8.133539891193047e-10	3.231288276003169e-05	1.440872826429503e-05
fixed q/R	395.80773468654536	0.39580773468654523	795.0492042141283	0.0009989975643461355	9.999896744527678e-10	9.99986233959681e-13	3.536605907552823e-08	1.3085778511729065e-08	0.7942522185452474	7.950409948960182e-07	7.950382595347275e-10	2.811775712418857e-05	1.0403837792272533e-05
fixed q/R	425.53062141282095	0.42553062141282094	776.1642312029836	0.0009989979937640202	9.999909652758708e-10	9.99987955051611e-13	3.143479304466045e-08	9.448917366285544e-09	0.7753865098031738	7.761572187732758e-07	7.761548823448774e-10	2.4398561976533772e-05	7.33391168330354e-06
fixed q/R	457.48552615674055	0.4574855261567405	756.7430546746639	0.000998998365288593	9.999920820735347e-10	9.999894441109564e-13	2.789932724922032e-08	6.658016903904999e-09	0.7559850745634856	7.567370628388039e-07	7.567350665789442e-10	2.111262212594307e-05	5.0384080499366175e-06
fixed q/R	491.84006064716937	0.49184006064716934	736.8222788099273	0.000998998686724877	9.999930483071769e-10	9.999907324192847e-13	2.472682572370101e-08	4.5697308182297694e-09	0.7360844888807485	7.368171566477797e-07	7.368154502499856e-10	1.8219276077473307e-05	3.3670794750360126e-06
fixed q/R	528.7744232907843	0.5287744232907842	716.4438474204709	0.0009989989648257033	9.999938842754514e-10	9.999918470412233e-13	2.1886000216128766e-08	3.049031185923224e-09	0.7157266619287945	7.164394658472455e-07	7.164380062833171e-10	1.568009019948855e-05	2.1844596337478357e-06
fixed q/R	568.4823443592555	0.5684823443592556	695.654836959192	0.0009989992054333938	9.999946075401121e-10	9.999928113922574e-13	1.9347247052123182e-08	1.9734989261965795e-09	0.6949586293781299	6.95651085668388e-07	6.956498361694449e-10	1.345900599365396e-05	1.3728740737424221e-06
fixed q/R	611.1721021545633	0.6111721021545632	674.5071329492745	0.0009989994136026946	9.999952332955253e-10	9.99993645731407e-13	1.7082736769393663e-08	1.2363024854530344e-09	0.67383223028716	6.745039177731057e-07	6.745028469497839e-10	1.1522427801250871e-05	8.338948449209884e-07
fixed q/R	657.0676154824831	0.657067615482483	653.056989536814	0.0009989995937069122	9.99995774687718e-10	9.999943675865846e-13	1.5066462412349412e-08	7.477562204109528e-10	0.6524036672147363	6.530542301670952e-07	6.53053311249865e-10	9.839258585978471e-06	4.883274262090032e-07
fixed q/R	706.409618164559	0.706409618164559	631.3644764610307	0.00099899974952972	9.999962430903034e-10	9.999949921225267e-13	1.3274252422236406e-08	4.3550925804490717e-10	0.6307329538465324	6.31362104481707e-07	6.313613146650916e-10	8.380891430976857e-06	2.749650746994547e-07
fixed q/R	759.4569217491764	0.7594569217491763	609.4928225572863	0.0009989998843446997	9.999966483435762e-10	9.999955324595869e-13	1.1683753900286658e-08	2.435596958907415e-10	0.6088832592436536	6.094907797467524e-07	6.0949009962347e-10	7.121164142750418e-06	1.4844788650964232e-07
fixed q/R	816.4877730449796	0.8164877730449794	587.5076696653143	0.0009990000009840714	9.999969989611291e-10	9.999959999491677e-13	1.0274391709036886e-08	1.303947985840061e-10	0.5869201625737985	5.875059065319607e-07	5.875053196047713e-10	6.036283930204887e-06	7.660794425256745e-08
fixed q/R	877.8013135972488	0.8778013135972489	565.4762551852964	0.0009990001018982744	9.999973023089496e-10	9.999964044125446e-13	9.027308455292696e-09	6.660987987028932e-11	0.5649108365511657	5.654747297050636e-07	5.65474221965967e-10	5.104728579701476e-06	3.766630542739366e-08
fixed q/R	943.7191487625704	0.9437191487625705	543.4665451870904	0.000999000189207324	9.99997564759766e-10	9.99996754346664e-13	7.925289906860568e-09	3.23526914316608e-11	0.542923181469754	5.434652217154937e-07	5.43464781283085e-10	4.30712992528763e-06	1.758260543986868e-08
fixed q/R	1014.5870346119995	1.0145870346119992	521.5463426471073	0.0009990002647454852	9.999977918273488e-10	9.999970571032155e-13	6.952679867644308e-09	1.488437154408262e-11	0.5210249343814997	5.215451909827371e-07	5.215448077900525e-10	3.626144756566063e-06	7.762889541416967e-09
fixed q/R	1090.7766915109553	1.0907766915109551	499.78239684305254	0.000999000330099644	9.99997988281872e-10	9.999973190423924e-13	6.095287999145468e-09	6.459967229717391e-12	0.49928277942420074	4.997813914217448e-07	4.997810569476336e-10	3.046317645661616e-06	3.228577905595732e-09
fixed q/R	1172.6877538885456	1.1726877538885456	478.2395400503813	0.0009990003866428444	9.999981582506891e-10	9.99997545667327e-13	5.340293551896453e-09	2.633349156456785e-12	0.477761485418227	4.78238659253038e-07	4.782383662914527e-10	2.553939531992977e-06	1.2593716893759525e-09
fixed q/R	1260.7498664233685	1.2607498664233683	456.9798764344456	0.0009990004355629428	9.999983053044745e-10	9.999977417389338e-13	4.676147473321319e-09	1.0035076884656505e-12	0.45652309560151094	4.5697910199269374e-07	4.569788444545826e-10	2.1369052945476214e-06	4.585828194760491e-10
fixed q/R	1355.4249376408254	1.3554249376408254	436.06204550855523	0.000999000477887696	9.99998432532667e-10	9.999979113764369e-13	4.092474899608712e-09	3.5568814476959544e-13	0.43562619185173296	4.360613619955438e-07	4.36061134739092e-10	1.784572975915794e-06	1.5510209997137292e-10
