path	radius	relative_radius	raw_abs_weight	bad_channel_probability_ose_alpha1	bad_channel_probability_ose_alpha3	bad_channel_probability_ose_alpha4	bad_channel_probability_jacobian_linear	bad_channel_probability_jacobian_log	bad_channel_weighted_abs_ose_alpha1	bad_channel_weighted_abs_ose_alpha3	bad_channel_weighted_abs_ose_alpha4	bad_channel_weighted_abs_jacobian_linear	bad_channel_weighted_abs_jacobian_log
fixed relative q	1260.7498664233685	0.2	5943.923797606029	0.0001586105373153973	3.992112546517365e-12	6.332915627442356e-16	1.1499183395108555e-10	2.4961607637866822e-14	0.9427689473000692	2.372881276796617e-08	3.764236790618574e-12	6.835026983522184e-07	1.4836989366522104e-10
fixed relative q	1355.4249376408254	0.2	6390.278121854408	0.000147533391380951	3.212648491114353e-12	4.740428643619574e-16	8.689258053383167e-11	7.646758431525426e-15	0.9427794031846748	2.0529717365976627e-08	3.0292657449534127e-12	5.552677563368168e-07	4.8864913108082655e-11
fixed relative q	1457.2095627426393	0.2	6870.151105367249	0.00013722975139389613	2.585375544053722e-12	3.548391376579143e-16	6.56189604858985e-11	2.1668159875229873e-15	0.9427891282280483	1.7761920651770133e-08	2.4377984938080813e-12	4.5081217391524546e-07	1.4886353251808478e-11
fixed relative q	1566.6376283769464	0.2	7386.059805887246	0.00012764561868236114	2.0805782584374076e-12	2.656106030456199e-16	4.9524890650245354e-11	5.646298462953065e-16	0.9427981735473977	1.5367275447647423e-08	1.9618157991727255e-12	3.6579380422273825e-07	4.170389812926057e-12
fixed relative q	1684.2831130116663	0.2	7940.710297800291	0.00011873076227714968	1.6743431501650307e-12	1.9881964454090259e-16	3.7357768050449266e-11	1.3445257516119744e-16	0.9428065866798409	1.329547389456684e-08	1.5787691988109387e-12	2.966472134610372e-07	1.0676489481482881e-12
fixed relative q	1810.7630975998156	0.2	8537.011866194574	0.00011043845629026816	1.3474258617145382e-12	1.488240680338703e-16	2.816542890960913e-11	2.906022583145965e-17	0.9428144118342301	1.1502990570274461e-08	1.2705128347804994e-12	2.4044860081779286e-07	2.480874927574651e-13
fixed relative q	1946.7410023284917	0.2	9178.092266812313	0.00010272523556270974	1.08433951238728e-12	1.1140047548014296e-16	2.12248134024677e-11	5.65970491807488e-18	0.9428216901245794	9.95216809324073e-09	1.0224438425235147e-12	1.9480329575372315e-07	5.194529394102267e-14
fixed relative q	2092.9300664290977	0.2	9867.314131936415	9.555066831566837e-05	8.726210484453964e-13	8.338749209594862e-17	1.598735715158808e-11	9.855000337390502e-19	0.9428284597871636	8.61042600315043e-09	8.228105791850898e-13	1.5775227515417976e-07	9.724238409937144e-15
fixed relative q	2250.097089301335	0.2	10608.292608265383	8.887714462624437e-05	7.022408386888164e-13	6.241870817919927e-17	1.203724831692018e-11	1.521372525270271e-19	0.9428347563823215	7.449576298284654e-09	6.621559205948735e-13	1.2769465234423929e-07	1.6139164914242657e-15
fixed relative q	2419.0664525741126	0.2	11404.914319291465	8.26696796298819e-05	5.651275467972011e-13	4.672277580067891e-17	9.059562903843826e-12	2.063499379838918e-20	0.9428406129820781	6.445231250693457e-09	5.328692547662076e-13	1.0332353868857022e-07	2.3534033624973936e-16
fixed relative q	2600.724444200114	0.2	12261.357751644733	7.689573042741124e-05	4.547857726290825e-13	3.497377350818341e-17	6.81597196301573e-12	2.4352407655270207e-21	0.9428460603445226	5.576291058563339e-09	4.288259489088319e-13	8.357307066371608e-08	2.985935823751599e-17
fixed relative q	2796.0239072650156	0.2	13182.115172334683	7.152502574509108e-05	3.6598834931177376e-13	2.617919857478976e-17	5.12624376281259e-12	2.4746296929386234e-22	0.9428511270759939	4.824500572360459e-09	3.450972107322986e-13	6.757473568285787e-08	3.2620853621196145e-18
fixed relative q	3005.9892378955838	0.2	14172.01619185098	6.652940746174326e-05	2.9452871954855597e-13	1.9596124910616058e-17	3.854174511774061e-12	2.1410680414856446e-23	0.9428558397820769	4.1740657824072714e-09	2.7771659953078514e-13	5.462142358708134e-08	3.0343250951789223e-19
fixed relative q	3231.7217584819555	0.2	15236.25309671798	6.18826831781733e-05	2.370216606440544e-13	1.4668444054680163e-17	2.8968987536905317e-12	1.5583229434043883e-24	0.9428602232066605	3.6113220109772117e-09	2.2349212615215506e-13	4.413788260679582e-08	2.3743002772131786e-20
fixed relative q	3474.4054943980086	0.2	16380.4080843785	5.756048906150908e-05	1.9074291813604394e-13	1.0979887660635782e-17	2.1767756581301844e-12	9.417857942739766e-26	0.9428643003639235	3.1244468382736003e-09	1.798550406018461e-13	3.5656473588314e-08	1.5426835638278273e-21
fixed relative q	3735.313384520279	0.2	17610.482543261303	5.354016224951109e-05	1.535001510972188e-13	8.21886303433115e-18	1.6352362216046638e-12	4.660708558100154e-27	0.9428680926583929	2.703211731285544e-09	1.4473814399154432e-13	2.8797298934677503e-08	8.207732670165132e-23
fixed relative q	4015.8139581211503	0.2	18932.928531613477	4.980062215010837e-05	1.235290754846368e-13	6.1521311927243075e-18	1.2281215347650575e-12	1.860540394609012e-28	0.9428716199978889	2.338767157726915e-09	1.164778601889593e-13	2.325193724584229e-08	3.5225478321312365e-24
fixed relative q	4317.37851315836	0.2	20354.682620212414	4.632226001706322e-05	9.940988559685575e-14	4.60510388770421e-18	9.221536506622453e-13	5.895306128613198e-30	0.9428749008982771	2.023456670635624e-09	9.373542806732551e-14	1.8770144886300235e-08	1.199970851969148e-25
fixed relative q	4641.588833612782	0.2	21883.202276471042	4.308683622573327e-05	7.999999432172215e-14	3.4470951778252926e-18	6.922659172225298e-13	1.4572037279610647e-31	0.9428779525809012	1.7506560578587806e-09	7.543348104259879e-14	1.5148995095687377e-08	3.1888283936999658e-27
fixed relative q	4990.145486353981	0.2	23526.504980780715	4.007738471283371e-05	6.437990591681673e-14	2.5802816681455427e-18	5.195849040692922e-13	2.7579200503709512e-33	0.9428807910631472	1.5146341772141826e-09	6.070500951744329e-14	1.2224016833524674e-08	6.488421980164718e-29
