include_integrated_ct	mode	case	radius	original	local_double_uv_ct	subtracted	relative_norm
False	3d_cff_expansion	locked equal	88146582.57473113	107263823.86175649	101368569960940.81	-101368462697116.95	0.0
False	3d_cff_expansion	locked equal	93886411.46339077	114248507.52079496	107969373182899.39	-107969258934391.88	0.0
False	3d_cff_expansion	locked equal	100000000.0	121688011.8645753	114999999999999.98	-114999878311988.12	0.0
False	3d_cff_expansion	parallel, 4% radius mismatch	100.0	31.61304053470238	29.3373188454271	2.275721689275283	4.000000000000002
False	3d_cff_expansion	parallel, 4% radius mismatch	106.51168624012551	31.516420374107497	29.337195571639803	2.1792248024676937	4.260467449605024
False	3d_cff_expansion	parallel, 4% radius mismatch	113.44739305714943	31.419669466073188	29.337086909637147	2.0825825564360407	4.537895722285981
False	3d_cff_expansion	parallel, 4% radius mismatch	120.8347313406328	31.323666442999667	29.336991127506266	1.9866753154934003	4.833389253625318
False	3d_cff_expansion	parallel, 4% radius mismatch	128.70310991463342	31.22911140573358	29.336906698606658	1.892204707126922	5.148124396585336
False	3d_cff_expansion	parallel, 4% radius mismatch	137.0838526135582	31.13655379987832	29.33683227724236	1.7997215226359593	5.4833541045423475
False	3d_cff_expansion	parallel, 4% radius mismatch	146.01032298162906	31.046416664355178	29.33676667721759	1.7096499871375883	5.840412919265172
False	3d_cff_expansion	parallel, 4% radius mismatch	155.5180570923866	30.959017555564273	29.336708852932304	1.622308702631969	6.220722283695459
False	3d_cff_expansion	parallel, 4% radius mismatch	165.6449050169821	30.87458648354728	29.336657882718903	1.5379286008283763	6.625796200679307
False	3d_cff_expansion	parallel, 4% radius mismatch	176.4311815044419	30.793281201582	29.336612954154223	1.4566682474277783	7.057247260177688
False	3d_cff_expansion	parallel, 4% radius mismatch	187.9198264737575	30.71520017806289	29.336573351110424	1.3786268269524662	7.516793058950307
False	3d_cff_expansion	parallel, 4% radius mismatch	200.15657595671672	30.64039355670493	29.33653844234231	1.3038551143626194	8.00626303826868
False	3d_cff_expansion	parallel, 4% radius mismatch	213.1901441719966	30.56887238307893	29.336507671426347	1.2323647116525827	8.527605766879889
False	3d_cff_expansion	parallel, 4% radius mismatch	227.07241745534824	30.500616345622127	29.33648054789237	1.164135797729756	9.082896698213949
False	3d_cff_expansion	parallel, 4% radius mismatch	241.85866081790826	30.435580249687064	29.336456639406073	1.0991236102809907	9.674346432716348
False	3d_cff_expansion	parallel, 4% radius mismatch	257.6077379549398	30.373699415186273	29.33643556487844	1.0372638503078342	10.304309518197627
False	3d_cff_expansion	parallel, 4% radius mismatch	274.38234558085026	30.314894162654074	29.336416988391704	0.9784771742623697	10.975293823234042
False	3d_cff_expansion	parallel, 4% radius mismatch	292.24926302337207	30.25907352939571	29.336400613845104	0.9226729155506064	11.689970520934887
False	3d_cff_expansion	parallel, 4% radius mismatch	311.2796180705332	30.20613833688867	29.33638618023522	0.8697521566534512	12.451184722821338
False	3d_cff_expansion	parallel, 4% radius mismatch	331.54917012874705	30.15598371265086	29.336373457496265	0.8196102551545934	13.261966805149893
False	3d_cff_expansion	parallel, 4% radius mismatch	353.138611819271	30.108501154215645	29.336362242832706	0.7721389113829389	14.125544472770855
False	3d_cff_expansion	parallel, 4% radius mismatch	376.1338902136767	30.06358020944163	29.336352357486835	0.7272278519547939	15.04535560854715
False	3d_cff_expansion	parallel, 4% radius mismatch	400.62654898716903	30.021109835890247	29.3363436438901	0.6847661920001471	16.02506195948679
False	3d_cff_expansion	parallel, 4% radius mismatch	426.7140928518562	29.98097949219796	29.336335963150386	0.644643529047574	17.068563714074294
False	3d_cff_expansion	parallel, 4% radius mismatch	454.50037572076695	29.943080006041793	29.336329192839493	0.6067508132023001	18.180015028830663
False	3d_cff_expansion	parallel, 4% radius mismatch	484.0960141478949	29.907304256221295	29.336323225040537	0.5709810311807573	19.363840565915826
False	3d_cff_expansion	parallel, 4% radius mismatch	515.6188276901594	29.873547700412114	29.336317964628883	0.5372297357832316	20.624753107606395
