include_integrated_ct	mode	case	radius	original	local_double_uv_ct	subtracted	relative_norm
False	3d_cff_expansion	generic directions	643012.1483616162	0.5248972046013336	0.5248973181074673	-1.1350613371430285e-07	1126693.6869700078
False	3d_cff_expansion	generic directions	684883.0819488135	0.5248972115405518	0.524897318107379	-1.0656682725151967e-07	1200060.444752794
False	3d_cff_expansion	generic directions	729480.5193570234	0.5248972180555388	0.5248973181073011	-1.0005176231953072e-07	1278204.6156069534
False	3d_cff_expansion	generic directions	776982.0019603893	0.5248972241722298	0.5248973181072325	-9.393500266519084e-08	1361437.289682078
False	3d_cff_expansion	generic directions	827576.6320702956	0.5248972299149748	0.5248973181071721	-8.81921973228117e-08	1450089.8143422434
False	3d_cff_expansion	generic directions	881465.8257473112	0.5248972353066343	0.5248973181071185	-8.2800484135781e-08	1544515.1132522288
False	3d_cff_expansion	generic directions	938864.1146339076	0.5248972403686728	0.5248973181070715	-7.773839871827448e-08	1645089.0913585331
False	3d_cff_expansion	generic directions	1000000.0	0.5248972451212413	0.5248973181070301	-7.298578885706064e-08	1752212.1313583325
False	3d_cff_expansion	generic directions	1065116.8624012552	0.5248972495832593	0.5248973181069938	-6.852373446442073e-08	1866310.6876138032
False	3d_cff_expansion	generic directions	1134473.9305714942	0.5248972537724891	0.5248973181069614	-6.433447230502765e-08	1987838.9838571427
False	3d_cff_expansion	generic directions	1208347.3134063268	0.5248972577056084	0.5248973181069329	-6.040132449758318e-08	2117280.821444815
False	3d_cff_expansion	generic directions	1287031.0991463328	0.5248972613982742	0.524897318106908	-5.670863378881563e-08	2255151.505359653
False	3d_cff_expansion	generic directions	1370838.5261355806	0.5248972648651867	0.5248973181068859	-5.324169916054444e-08	2401999.895628141
False	3d_cff_expansion	generic directions	1460103.2298162908	0.5248972681201475	0.5248973181068664	-4.998671887523898e-08	2558410.592319588
False	3d_cff_expansion	generic directions	1555180.5709238662	0.5248972711761144	0.5248973181068493	-4.6930734853845024e-08	2725006.262825576
False	3d_cff_expansion	generic directions	1656449.0501698211	0.5248972740452529	0.5248973181068343	-4.406158138348104e-08	2902450.120684548
False	3d_cff_expansion	generic directions	1764311.815044419	0.5248972767389847	0.5248973181068209	-4.136783626762508e-08	3091448.565819669
False	3d_cff_expansion	generic directions	1879198.2647375714	0.5248972792680331	0.5248973181068091	-3.883877597310459e-08	3292753.9967007
False	3d_cff_expansion	generic directions	2001565.759567165	0.5248972816424667	0.5248973181067987	-3.6464331998331545e-08	3507167.805625042
False	3d_cff_expansion	generic directions	2131901.4417199637	0.5248972838717378	0.5248973181067896	-3.423505179345199e-08	3735543.5690420396
False	3d_cff_expansion	generic directions	2270724.17455348	0.5248972859647206	0.5248973181067816	-3.214206101276318e-08	3978790.4456212437
False	3d_cff_expansion	generic directions	2418586.6081790826	0.5248972879297477	0.5248973181067745	-3.0177026877353796e-08	4237876.795592191
False	3d_cff_expansion	generic directions	2576077.379549398	0.5248972897746411	0.5248973181067681	-2.8332126977836936e-08	4513834.035764239
False	3d_cff_expansion	generic directions	2743823.455808502	0.5248972915067458	0.5248973181067627	-2.6600016855837794e-08	4807760.745573201
False	3d_cff_expansion	generic directions	2922492.630233721	0.5248972931329571	0.5248973181067578	-2.497380069410582e-08	5120827.040500848
False	3d_cff_expansion	generic directions	3112796.180705332	0.5248972946597487	0.5248973181067537	-2.3447005004229027e-08	5454279.2302777665
False	3d_cff_expansion	generic directions	3315491.701287467	0.5248972960931986	0.5248973181067498	-2.2013551204125292e-08	5809444.780413778
False	3d_cff_expansion	generic directions	3531386.1181927063	0.5248972974390136	0.5248973181067466	-2.0667732969492647e-08	6187737.59680767
False	3d_cff_expansion	generic directions	3761338.902136763	0.5248972987025511	0.5248973181067436	-1.9404192475036552e-08	6590663.654474068
False	3d_cff_expansion	generic directions	4006265.4898716905	0.5248972998888414	0.5248973181067411	-1.8217899744321642e-08	7019826.99279541
False	3d_cff_expansion	generic directions	4267140.928518563	0.5248973010026066	0.5248973181067387	-1.7104132110645764e-08	7476936.101165884
False	3d_cff_expansion	generic directions	4545003.757207669	0.5248973020482811	0.5248973181067368	-1.6058455676315475e-08	7963810.720448479
False	3d_cff_expansion	generic directions	4840960.141478949	0.5248973030300275	0.524897318106735	-1.507670754907764e-08	8482389.087321565
False	3d_cff_expansion	generic directions	5156188.276901583	0.5248973039517538	0.5248973181067333	-1.4154979521840971e-08	9034735.650354572
False	3d_cff_expansion	generic directions	5491943.079443549	0.5248973048171299	0.5248973181067322	-1.3289602307509085e-08	9623049.288530424
False	3d_cff_expansion	generic directions	5849561.181263199	0.5248973056296005	0.5248973181067309	-1.247713043994736e-08	10249672.064932154
False	3d_cff_expansion	generic directions	6230466.251811239	0.5248973063924	0.5248973181067299	-1.1714329950507363e-08	10917098.550442332
False	3d_cff_expansion	generic directions	6636174.665426095	0.5248973071085647	0.5248973181067288	-1.0998164046149839e-08	11627985.754572427
False	3d_cff_expansion	generic directions	7068301.537985341	0.5248973077809466	0.5248973181067279	-1.0325781341080642e-08	12385163.702956675
False	3d_cff_expansion	generic directions	7528567.156644912	0.5248973084122218	0.5248973181067274	-9.694505531676612e-09	13191646.703619123
False	3d_cff_expansion	generic directions	8018803.828262768	0.5248973090049033	0.5248973181067266	-9.1018232950546e-09	14050645.346864661
False	3d_cff_expansion	generic directions	8540963.173770411	0.5248973095613508	0.524897318106726	-8.545375185242676e-09	14965579.286565281
False	3d_cff_expansion	generic directions	9097123.897530988	0.5248973100837797	0.5248973181067258	-8.022946085262106e-09	15940090.853723593
False	3d_cff_expansion	generic directions	9689500.062613683	0.524897310574269	0.5248973181067251	-7.532456103298557e-09	16978059.556509018
False	3d_cff_expansion	generic directions	10320449.904927852	0.5248973110347719	0.5248973181067245	-7.071952579096319e-09	18083617.52449053
False	3d_cff_expansion	generic directions	10992485.221306084	0.5248973114671218	0.5248973181067245	-6.639602645464038e-09	19261165.958549704
False	3d_cff_expansion	generic directions	11708281.368909704	0.5248973118730396	0.5248973181067242	-6.2336846795574274e-09	20515392.651960324
False	3d_cff_expansion	generic directions	12470687.915764175	0.5248973122541409	0.5248973181067238	-5.8525828627864485e-09	21851290.65238575
False	3d_cff_expansion	generic directions	13282739.984823985	0.5248973126119437	0.5248973181067237	-5.494779964365648e-09	23274178.13908698
False	3d_cff_expansion	generic directions	14147670.33672739	0.5248973129478718	0.5248973181067234	-5.158851568154432e-09	24789719.59447216
False	3d_cff_expansion	generic directions	15068922.239342386	0.5248973132632626	0.5248973181067232	-4.843460632564245e-09	26403948.3542711
False	3d_cff_expansion	generic directions	16050163.175336856	0.5248973135593716	0.524897318106723	-4.5473513843319324e-09	28123290.626106013
False	3d_cff_expansion	generic directions	17095299.44234296	0.5248973138373778	0.5248973181067229	-4.26934509967225e-09	29954591.07207667
False	3d_cff_expansion	generic directions	18208491.70383826	0.5248973140983881	0.5248973181067229	-4.008334775207345e-09	31905140.057202954
False	3d_cff_expansion	generic directions	19394171.55265149	0.5248973143434409	0.5248973181067225	-3.763281575253075e-09	33982702.67220061
False	3d_cff_expansion	generic directions	20657059.153031833	0.5248973145735125	0.5248973181067227	-3.533210168882306e-09	36195549.64612906
False	3d_cff_expansion	generic directions	22002182.031514395	0.5248973147895184	0.5248973181067226	-3.3172041780105133e-09	38552490.27197384
False	3d_cff_expansion	generic directions	23434895.091387887	0.5248973149923185	0.5248973181067225	-3.1144039569497295e-09	41062907.47623969
False	3d_cff_expansion	generic directions	24960901.93044159	0.5248973151827203	0.5248973181067224	-2.9240020404941447e-09	43736795.17216537
False	3d_cff_expansion	generic directions	26586277.546857376	0.5248973153614815	0.5248973181067221	-2.7452405904071497e-09	46584798.04526315
False	3d_cff_expansion	generic directions	28317492.523637667	0.5248973155293143	0.5248973181067221	-2.5774078427076574e-09	49618253.9295668
False	3d_cff_expansion	generic directions	30161438.78784795	0.5248973156868865	0.5248973181067221	-2.4198356651794484e-09	52849238.943288945
False	3d_cff_expansion	generic directions	32125457.047220122	0.5248973158348251	0.5248973181067221	-2.2718970038582142e-09	56290615.563570134
False	3d_cff_expansion	generic directions	34217366.01334139	0.5248973159737195	0.524897318106722	-2.133002552362484e-09	59956083.831705086
False	3d_cff_expansion	generic directions	36445493.52776552	0.5248973161041225	0.524897318106722	-2.002599530648297e-09	63860235.89269234
False	3d_cff_expansion	generic directions	38818709.71495879	0.5248973162265533	0.524897318106722	-1.8801686874070356e-09	68018614.08622836
False	3d_cff_expansion	generic directions	41346462.29406202	0.5248973163414989	0.524897318106722	-1.7652230788200995e-09	72447772.82040533
False	3d_cff_expansion	generic directions	44038814.19004314	0.5248973164494175	0.5248973181067221	-1.6573046268675284e-09	77165344.47442906
False	3d_cff_expansion	generic directions	46906483.59397062	0.524897316550738	0.5248973181067218	-1.5559837862610948e-09	82190109.59271592
False	3d_cff_expansion	generic directions	49960886.63188594	0.5248973166458647	0.524897318106722	-1.4608573239982547e-09	87542071.64980887
False	3d_cff_expansion	generic directions	53214182.81213916	0.5248973167351754	0.5248973181067219	-1.3715465430053086e-09	93242536.68375032
False	3d_cff_expansion	generic directions	56679323.432112455	0.5248973168190261	0.5248973181067219	-1.287695838847469e-09	99314198.11493005
False	3d_cff_expansion	generic directions	60370103.13703756	0.5248973168977505	0.5248973181067219	-1.2089713674612312e-09	105781227.08807094
False	3d_cff_expansion	generic directions	64301214.83616161	0.5248973169716621	0.5248973181067218	-1.1350597128867435e-09	112669368.69700077
False	3d_cff_expansion	generic directions	68488308.19488135	0.524897317041055	0.5248973181067219	-1.065666888067085e-09	120006044.4752794
False	3d_cff_expansion	generic directions	72948051.93570219	0.5248973171062054	0.5248973181067219	-1.0005165584914266e-09	127820461.56069507
False	3d_cff_expansion	generic directions	77698200.19603893	0.5248973171673726	0.5248973181067217	-9.393490429943085e-10	136143728.9682078
False	3d_cff_expansion	generic directions	82757663.20702957	0.524897317224801	0.524897318106722	-8.819209806887329e-10	145008981.43422434
False	3d_cff_expansion	generic directions	88146582.57473113	0.5248973172787179	0.524897318106722	-8.280041097208368e-10	154451511.32522288
False	3d_cff_expansion	generic directions	93886411.46339077	0.5248973173293388	0.5248973181067219	-7.773831578461454e-10	164508909.13585332
False	3d_cff_expansion	generic directions	100000000.0	0.5248973173768645	0.5248973181067219	-7.298573967418065e-10	175221213.13583323
True	3d_cff_expansion	locked equal	100.0	162.58208077432505	153646517.86615527	-153646355.2840745	0.0
True	3d_cff_expansion	locked equal	106.51168624012551	173.1680450172657	163650674.1448607	-163650500.9768157	0.0
True	3d_cff_expansion	locked equal	113.44739305714943	184.4433872669004	174306319.9955878	-174306135.55220053	0.0
True	3d_cff_expansion	locked equal	120.8347313406328	196.45299440243375	185655875.30037284	-185655678.84737843	0.0
True	3d_cff_expansion	locked equal	128.70310991463342	209.24467639460826	197744522.37874871	-197744313.13407233	0.0
True	3d_cff_expansion	locked equal	137.0838526135582	222.86935663611774	210620385.85753822	-210620162.9881816	0.0
True	3d_cff_expansion	locked equal	146.01032298162906	237.3812746664808	224334724.25390396	-224334486.87262928	0.0
True	3d_cff_expansion	locked equal	155.5180570923866	252.8382020984156	238942134.03434068	-238941881.1961386	0.0
True	3d_cff_expansion	locked equal	165.6449050169821	269.30167260531323	254500766.96196425	-254500497.66029164	0.0
True	3d_cff_expansion	locked equal	176.4311815044419	286.8372268853882	271072561.5973541	-271072274.76012725	0.0
True	3d_cff_expansion	locked equal	187.9198264737575	305.51467357769997	288723489.8745473	-288723184.3598737	0.0
True	3d_cff_expansion	locked equal	200.15657595671672	325.4083671687476	307523819.7337984	-307523494.3254312	0.0
True	3d_cff_expansion	locked equal	213.1901441719966	346.59750399598005	327548394.8566425	-327548048.25913846	0.0
True	3d_cff_expansion	locked equal	227.07241745534824	369.1664375265983	348876932.61687404	-348876563.45043653	0.0
True	3d_cff_expansion	locked equal	241.85866081790826	393.2050141667758	371594341.4335857	-371593948.22857153	0.0
True	3d_cff_expansion	locked equal	257.6077379549398	418.80893093814285	395791058.7896391	-395790639.9807082	0.0
True	3d_cff_expansion	locked equal	274.38234558085026	446.0801164454312	421563411.2612069	-421562965.1810905	0.0
True	3d_cff_expansion	locked equal	292.24926302337207	475.1271366519122	449013997.9916632	-449013522.86452657	0.0
True	3d_cff_expansion	locked equal	311.2796180705332	506.065627078006	478252099.1364198	-478251593.0707927	0.0
True	3d_cff_expansion	locked equal	331.54917012874705	539.0187531436321	509394110.9047146	-509393571.8859614	0.0
True	3d_cff_expansion	locked equal	353.138611819271	574.1177004869213	542564008.9302512	-542563434.8125508	0.0
True	3d_cff_expansion	locked equal	376.1338902136767	611.5021972112266	577893841.815348	-577893230.3131508	0.0
True	3d_cff_expansion	locked equal	400.62654898716903	651.3210701394959	615524256.8133926	-615523605.4923224	0.0
True	3d_cff_expansion	locked equal	426.7140928518562	693.7328372904385	655605059.7423314	-655604366.0094941	0.0
True	3d_cff_expansion	locked equal	454.50037572076695	738.906338935114	698295811.3581855	-698295072.4518466	0.0
True	3d_cff_expansion	locked equal	484.0960141478949	787.0214097461786	743766462.5627617	-743765675.5413519	0.0
True	3d_cff_expansion	locked equal	515.6188276901594	838.2695947155837	792198030.9742861	-792197192.7046914	0.0
True	3d_cff_expansion	locked equal	549.1943079443554	892.8549116907934	843783321.554389	-843782428.6994773	0.0
True	3d_cff_expansion	locked equal	584.9561181263206	950.9946635651497	898727694.1602279	-898726743.1655643	0.0
True	3d_cff_expansion	locked equal	623.0466251811245	1012.9203033556984	957249881.077362	-957248868.1570586	0.0
True	3d_cff_expansion	locked equal	663.6174665426095	1078.8783556123367	1019582857.7879589	-1019581778.9096032	0.0
True	3d_cff_expansion	locked equal	706.8301537985341	1149.1313978263872	1085974770.4408412	-1085973621.3094435	0.0
True	3d_cff_expansion	locked equal	752.8567156644913	1223.9591057455566	1156689923.715603	-1156688699.7564974	0.0
True	3d_cff_expansion	locked equal	801.8803828262768	1303.6593667566663	1232009833.0134704	-1232008529.3541036	0.0
True	3d_cff_expansion	locked equal	854.0963173770411	1388.5494657685008	1312234345.1636512	-1312232956.6141856	0.0
True	3d_cff_expansion	locked equal	909.7123897530997	1478.9673483157376	1397682832.1066713	-1397681353.139323	0.0
True	3d_cff_expansion	locked equal	968.9500062613694	1575.272965912371	1488695462.3067458	-1488693887.0337799	0.0
True	3d_cff_expansion	locked equal	1032.0449904927862	1677.849709010409	1585634554.9546092	-1585632877.1049001	0.0
True	3d_cff_expansion	locked equal	1099.2485221306085	1787.105933268466	1688886022.3519018	-1688884235.2459686	0.0
True	3d_cff_expansion	locked equal	1170.8281368909702	1903.4765852062662	1798860906.219183	-1798859002.7425978	0.0
True	3d_cff_expansion	locked equal	1247.0687915764174	2027.42493371674	1915997014.0435727	-1915994986.618639	0.0
True	3d_cff_expansion	locked equal	1328.2739984823986	2159.444414328854	2040760661.9803073	-2040758502.535893	0.0
True	3d_cff_expansion	locked equal	1414.767033672742	2300.0605935631193	2173648531.246648	-2173646231.186054	0.0
True	3d_cff_expansion	locked equal	1506.89222393424	2449.8332611998376	2315189645.3983912	-2315187195.56513	0.0
True	3d_cff_expansion	locked equal	1605.0163175336872	2609.358658789373	2465947476.360515	-2465944867.0018563	0.0
True	3d_cff_expansion	locked equal	1709.5299442342975	2779.27185327605	2626522187.5959463	-2626519408.324093	0.0
True	3d_cff_expansion	locked equal	1820.8491703838258	2960.2492651850894	2797553023.342538	-2797550063.0932727	0.0
True	3d_cff_expansion	locked equal	1939.417155265149	3153.0113614371894	2979720853.4297085	-2979717700.418347	0.0
True	3d_cff_expansion	locked equal	2065.7059153031832	3358.325523510778	3173750883.8055773	-3173747525.480054	0.0
True	3d_cff_expansion	locked equal	2200.2182031514394	3577.0091023700634	3380415543.5652037	-3380411966.5561013	0.0
True	3d_cff_expansion	locked equal	2343.4895091387884	3809.9326723204513	3600537559.9730697	-3600533750.040397	0.0
True	3d_cff_expansion	locked equal	2496.0901930441614	4058.0234967448596	3834993233.7214255	-3834989175.697929	0.0
True	3d_cff_expansion	locked equal	2658.6277546857405	4322.269219517964	4084715927.4632354	-4084711605.194016	0.0
True	3d_cff_expansion	locked equal	2831.7492523637693	4603.721796793758	4350699781.507437	-4350695177.78564	0.0
True	3d_cff_expansion	locked equal	3016.143878784795	4903.501684818862	4634003671.468703	-4633998767.967018	0.0
True	3d_cff_expansion	locked equal	3212.5457047220125	5222.802300443115	4935755423.626951	-4935750200.824651	0.0
True	3d_cff_expansion	locked equal	3421.736601334139	5562.894772084629	5257156304.777838	-5257150741.883065	0.0
True	3d_cff_expansion	locked equal	3644.549352776552	5925.133000062838	5599485804.448305	-5599479879.315305	0.0
True	3d_cff_expansion	locked equal	3881.8709714958864	6310.959046444581	5964106728.515	-5964100417.555954	0.0
True	3d_cff_expansion	locked equal	4134.646229406207	6721.908875860065	6352470624.503167	-6352463902.594292	0.0
True	3d_cff_expansion	locked equal	4403.881419004319	7159.618470142816	6766123560.164037	-6766116400.545567	0.0
True	3d_cff_expansion	locked equal	4690.648359397067	7625.830341135726	7206712278.334988	-7206704652.504646	0.0
True	3d_cff_expansion	locked equal	4996.088663188593	8122.40046759074	7675990752.585011	-7675982630.184543	0.0
True	3d_cff_expansion	locked equal	5321.418281213916	8651.305683777633	8175827169.743201	-8175818518.437517	0.0
True	3d_cff_expansion	locked equal	5667.932343211246	9214.65154921582	8708211367.107601	-8708202152.456053	0.0
True	3d_cff_expansion	locked equal	6037.010313703756	9814.680730858461	9275262753.9418	-9275252939.261068	0.0
True	3d_cff_expansion	locked equal	6430.121483616162	10453.781931098105	9879238748.79454	-9879228295.01261	0.0
True	3d_cff_expansion	locked equal	6848.830819488142	11134.499397136038	10522543766.231112	-10522532631.731714	0.0
True	3d_cff_expansion	locked equal	7294.805193570227	11859.543049572014	11207738788.752554	-11207726929.209505	0.0
True	3d_cff_expansion	locked equal	7769.820019603901	12631.79927053586	11937551562.008123	-11937538930.208853	0.0
True	3d_cff_expansion	locked equal	8275.766320702956	13454.342394308478	12714887453.888102	-12714873999.545708	0.0
True	3d_cff_expansion	locked equal	8814.658257473113	14330.446946176073	13542841020.726706	-13542826690.279758	0.0
True	3d_cff_expansion	locked equal	9388.641146339076	15263.600678240005	14424708326.659676	-14424693063.058998	0.0
True	3d_cff_expansion	locked equal	10000.0	16257.51845407791	15364000065.18	-15363983807.661547	0.0
True	3d_cff_expansion	locked equal	10651.168624012551	17316.157037530236	16364455535.12805	-16364438218.971012	0.0
True	3d_cff_expansion	locked equal	11344.739305714942	18443.730844486236	17430057526.75438	-17430039083.023537	0.0
True	3d_cff_expansion	locked equal	12083.473134063268	19644.728720376814	18565048177.116245	-18565028532.387524	0.0
True	3d_cff_expansion	locked equal	12870.310991463355	20923.93181016531	19773945857.92799	-19773924933.99618	0.0
True	3d_cff_expansion	locked equal	13708.385261355807	22286.43259197529	21061563163.0946	-21061540876.66201	0.0
True	3d_cff_expansion	locked equal	14601.032298162907	23737.655150129667	22433026067.53817	-22433002329.88302	0.0
True	3d_cff_expansion	locked equal	15551.805709238663	25283.37676830533	23893794333.585815	-23893769050.209045	0.0
True	3d_cff_expansion	locked equal	16564.490501698212	26929.750928766975	25449683246.158363	-25449656316.407436	0.0
True	3d_cff_expansion	locked equal	17643.11815044419	28683.331809238705	27106886763.286045	-27106858079.954235	0.0
True	3d_cff_expansion	locked equal	18791.982647375713	30551.1003749349	28872002174.113056	-28871971623.01268	0.0
True	3d_cff_expansion	locked equal	20015.65759567169	32540.49216962278	30752056362.554493	-30752023822.062325	0.0
True	3d_cff_expansion	locked equal	21319.014417199636	34659.42691635069	32754533781.15917	-32754499121.73225	0.0
True	3d_cff_expansion	locked equal	22707.2417455348	36916.34004568456	34887406246.54416	-34887369330.20412	0.0
True	3d_cff_expansion	locked equal	24185.866081790828	39320.216276962565	37159164675.01305	-37159125354.79677	0.0
True	3d_cff_expansion	locked equal	25760.773795493984	41880.62538625679	39578852884.69899	-39578811004.0736	0.0
True	3d_cff_expansion	locked equal	27438.234558085023	44607.76030343197	42156103598.79701	-42156058991.03671	0.0
True	3d_cff_expansion	locked equal	29224.926302337208	47512.47768996513	44901176793.21377	-44901129280.73608	0.0
True	3d_cff_expansion	locked equal	31127.96180705332	50606.341159065734	47825000541.2961	-47824949934.95494	0.0
True	3d_cff_expansion	locked equal	33154.91701287467	53901.66731015407	50939214518.23986	-50939160616.57255	0.0
True	3d_cff_expansion	locked equal	35313.86118192713	57411.57476096136	54256216338.37019	-54256158926.79543	0.0
True	3d_cff_expansion	locked equal	37613.38902136763	61150.03637244431	57789210909.758156	-57789149759.72179	0.0
True	3d_cff_expansion	locked equal	40062.65489871691	65131.93487442546	61552263002.65818	-61552197870.723305	0.0
True	3d_cff_expansion	locked equal	42671.409285185626	69373.1221133974	65560353241.03407	-65560283867.91196	0.0
True	3d_cff_expansion	locked equal	45450.0375720767	73890.4821583603	69829437740.07965	-69829363849.59749	0.0
True	3d_cff_expansion	locked equal	48409.60141478949	78701.99851591275	74376511627.14684	-74376432925.14832	0.0
True	3d_cff_expansion	locked equal	51561.882769015836	83826.8257221783	79219676698.95705	-79219592872.13132	0.0
True	3d_cff_expansion	locked equal	54919.4307944356	89285.36559657479	84378213484.43916	-84378124199.07356	0.0
True	3d_cff_expansion	locked equal	58495.61181263199	95099.34846098695	89872658000.07051	-89872562900.72205	0.0
True	3d_cff_expansion	locked equal	62304.66251811238	101291.91964768142	95724883503.28935	-95724782211.3697	0.0
True	3d_cff_expansion	locked equal	66361.74665426095	107887.73164034089	101958187569.42844	-101958079681.6968	0.0
True	3d_cff_expansion	locked equal	70683.0153798534	114913.04221503633	108597384838.82822	-108597269925.786	0.0
True	3d_cff_expansion	locked equal	75285.67156644912	122395.81897183054	115668905803.35011	-115668783407.53114	0.0
True	3d_cff_expansion	locked equal	80188.03828262768	130365.85067315157	123200902025.55759	-123200771659.70691	0.0
True	3d_cff_expansion	locked equal	85409.63173770411	138854.8658321718	131223358209.44008	-131223219354.57425	0.0
True	3d_cff_expansion	locked equal	90971.23897530988	147896.65902329024	139768211568.831	-139768063672.17197	0.0
True	3d_cff_expansion	locked equal	96895.00062613703	157527.2254175583	148869478968.7238	-148869321441.49838	0.0
True	3d_cff_expansion	locked equal	103204.49904927851	167784.9040786259	158563392345.6271	-158563224560.72302	0.0
True	3d_cff_expansion	locked equal	109924.85221306085	178710.53058967786	168888542946.07617	-168888364235.5456	0.0
True	3d_cff_expansion	locked equal	117082.81368909703	190347.59961894908	179886034957.4957	-179885844609.8961	0.0
True	3d_cff_expansion	locked equal	124706.87915764176	202742.43807100167	191599649143.02747	-191599446400.5894	0.0
True	3d_cff_expansion	locked equal	132827.39984823985	215944.38951306776	204076017131.74283	-204075801187.3533	0.0
True	3d_cff_expansion	locked equal	141476.7033672739	230006.01061065728	217364807058.0868	-217364577052.07617	0.0
True	3d_cff_expansion	locked equal	150689.22239342416	244983.28035443797	231518921289.5823	-231518676306.30194	0.0
True	3d_cff_expansion	locked equal	160501.63175336857	260935.82291130768	246594707029.9365	-246594446094.1136	0.0
True	3d_cff_expansion	locked equal	170952.9944234296	277927.14498683903	262652180635.96997	-262651902708.82498	0.0
True	3d_cff_expansion	locked equal	182084.91703838258	296024.88864401134	279755266541.35065	-279754970516.462	0.0
True	3d_cff_expansion	locked equal	193941.7155265149	315301.1005847121	297972051738.29834	-297971736437.19775	0.0
True	3d_cff_expansion	locked equal	206570.59153031834	335832.51896600204	317375056830.3364	-317374720997.81744	0.0
True	3d_cff_expansion	locked equal	220021.82031514394	357700.87889295665	338041524735.14966	-338041167034.27075	0.0
True	3d_cff_expansion	locked equal	234348.95091387886	380993.2378042414	360053728186.8647	-360053347193.6269	0.0
True	3d_cff_expansion	locked equal	249609.01930441588	405802.3220457765	383499297261.91583	-383498891459.5938	0.0
True	3d_cff_expansion	locked equal	265862.7754685743	432226.89601219335	408471568232.36926	-408471136005.47327	0.0
True	3d_cff_expansion	locked equal	283174.92523637664	460372.1553256123	435069955135.4708	-435069494763.3155	0.0
True	3d_cff_expansion	locked equal	301614.3878784795	490350.145617012	463400345538.6569	-463399855188.5113	0.0
True	3d_cff_expansion	locked equal	321254.5704722012	522280.2085773017	493575522075.5189	-493574999795.31036	0.0
True	3d_cff_expansion	locked equal	342173.66013341385	556289.4570538575	525715611430.8819	-525715055141.42487	0.0
True	3d_cff_expansion	locked equal	364454.9352776552	592513.2810838481	559948562562.3779	-559947970049.0968	0.0
True	3d_cff_expansion	locked equal	388187.0971495878	631095.886878861	596410656062.3058	-596410024966.419	0.0
True	3d_cff_expansion	locked equal	413464.62294062105	672190.8709065269	635247046687.5466	-635246374496.6758	0.0
True	3d_cff_expansion	locked equal	440388.1419004314	715961.8313545149	676612341217.3029	-676611625255.4716	0.0
True	3d_cff_expansion	locked equal	469064.8359397062	762583.0194111798	720671213939.1542	-720670451356.1348	0.0
True	3d_cff_expansion	locked equal	499608.86631885933	812240.0329555256	767599062213.6001	-767598249973.5671	0.0
True	3d_cff_expansion	locked equal	532141.8281213916	865130.5554181073	817582704726.931	-817581839596.3756	0.0
True	3d_cff_expansion	locked equal	566793.2343211246	921465.1427542263	870821125212.1262	-870820203746.9835	0.0
True	3d_cff_expansion	locked equal	603701.0313703755	981468.0616623521	927526264598.5247	-927525283130.463	0.0
True	3d_cff_expansion	locked equal	643012.1483616162	1045378.1823847018	987923864743.8008	-987922819365.6184	0.0
True	3d_cff_expansion	locked equal	684883.0819488135	1113449.9296441828	1052254367107.1088	-1052253253657.1791	0.0
True	3d_cff_expansion	locked equal	729480.5193570234	1185954.2955033856	1120773869941.0244	-1120772683986.729	0.0
True	3d_cff_expansion	locked equal	776982.0019603893	1263179.918177735	1193755147812.781	-1193753884632.8628	0.0
True	3d_cff_expansion	locked equal	827576.6320702956	1345434.2310976312	1271488737513.5898	-1271487392079.3586	0.0
True	3d_cff_expansion	locked equal	881465.8257473112	1433044.6867938489	1354284094678.9084	-1354282661634.2217	0.0
True	3d_cff_expansion	locked equal	938864.1146339076	1526360.060478555	1442470825724.23	-1442469299364.1694	0.0
True	3d_cff_expansion	locked equal	1000000.0	1625751.838511416	1536400000000.652	-1536398374248.8135	0.0
True	3d_cff_expansion	locked equal	1065116.8624012552	1731615.6972782647	1636445547393.901	-1636443815778.2036	0.0
True	3d_cff_expansion	locked equal	1134473.9305714942	1844373.0783697045	1743005746930.6184	-1743003902557.54	0.0
True	3d_cff_expansion	locked equal	1208347.3134063268	1964472.866330403	1856504812318.0198	-1856502847845.1536	0.0
True	3d_cff_expansion	locked equal	1287031.0991463328	2092393.1756581669	1977394580728.9321	-1977392488335.7566	0.0
True	3d_cff_expansion	locked equal	1370838.5261355806	2228643.2541667568	2106156311555.1812	-2106154082911.927	0.0
True	3d_cff_expansion	locked equal	1460103.2298162908	2373765.510289756	2243302602290.1953	-2243300228524.685	0.0
True	3d_cff_expansion	locked equal	1555180.5709238662	2528337.6723960796	2389379429167.847	-2389376900830.175	0.0
True	3d_cff_expansion	locked equal	1656449.0501698211	2692975.0887133493	2544968320681.307	-2544965627706.2183	0.0
True	3d_cff_expansion	locked equal	1764311.815044419	2868333.1770150512	2710688672634.6147	-2710685804301.4375	0.0
True	3d_cff_expansion	locked equal	1879198.2647375714	3055110.0338236396	2887200213943.1514	-2887197158833.1177	0.0
True	3d_cff_expansion	locked equal	2001565.759567165	3254049.213516781	3075205632999.3184	-3075202378950.105	0.0
True	3d_cff_expansion	locked equal	2131901.4417199637	3465942.6884002225	3275453375058.8584	-3275449909116.17	0.0
True	3d_cff_expansion	locked equal	2270724.17455348	3691634.001531375	3488740621784.254	-3488736930150.2524	0.0
True	3d_cff_expansion	locked equal	2418586.6081790826	3932021.6248448496	3715916464806.612	-3715912532784.987	0.0
