include_integrated_ct	mode	delta	abs_subtracted	measure_weighted_delta2_abs_subtracted
False	3d_cff_expansion	8.489268952511044e-05	13544357271.223604	97.61105051530737
False	3d_cff_expansion	8.994455871402163e-05	12783647591.289196	103.42001124785078
False	3d_cff_expansion	9.529705899902193e-05	12065647732.085314	109.57453525886889
False	3d_cff_expansion	0.0001009680806010482	11387963132.882118	116.09519713955994
False	3d_cff_expansion	0.00010697657836811517	10748330863.526846	123.00377285470482
False	3d_cff_expansion	0.00011334263513008393	10144615064.882421	130.32333446899113
False	3d_cff_expansion	0.00012008752882360164	9574799370.77761	138.07832131659478
False	3d_cff_expansion	0.0001272338036115737	9036982584.138325	146.2946574064855
False	3d_cff_expansion	0.00013480534523487416	8529368278.28758	154.99978386533058
False	3d_cff_expansion	0.00014282746084815284	8050258833.747267	164.22273288380367
False	3d_cff_expansion	0.00015132696360658268	7598056438.269132	173.99435207741257
False	3d_cff_expansion	0.0001603322622862701	7171249125.361605	184.34724470398265
False	3d_cff_expansion	0.00016987345623787494	6768411391.141942	195.31598750680953
False	3d_cff_expansion	0.00017998243599081504	6388197113.439267	206.9371955991561
False	3d_cff_expansion	0.00019069298984431538	6029336462.444327	219.24968398802505
False	3d_cff_expansion	0.00020204091680157044	5690629968.71373	232.2945430909656
False	3d_cff_expansion	0.00021406414622449164	5370946236.831489	246.1153330570333
False	3d_cff_expansion	0.00022680286460897883	5069216970.097078	260.75818603429394
False	3d_cff_expansion	0.000240299649904443	4784433489.368865	276.2719530004353
False	3d_cff_expansion	0.00025459961382653484	4515644541.025697	292.70842934341346
False	3d_cff_expansion	0.00026975055263874566	4261951886.338789	310.1224660777387
False	3d_cff_expansion	0.00028580310690685354	4022507919.338178	328.57218740718184
False	3d_cff_expansion	0.00030281093076017573	3796512136.669283	348.119129449883
False	3d_cff_expansion	0.0003208308712253716	3583209078.8661747	368.82848193710663
False	3d_cff_expansion	0.0003399231582322001	3381886430.1009884	390.76937959893905
False	3d_cff_expansion	0.00036015160592630627	3191870923.3790402	414.01495774757603
False	3d_cff_expansion	0.00038158382596190565	3012527709.3418665	438.6427610625479
False	3d_cff_expansion	0.00040429145348728406	2843257389.900092	464.73491091429526
False	3d_cff_expansion	0.00042835038657843596	2683494243.3584285	492.3784018034355
False	3d_cff_expansion	0.0004538410399211335	2532704298.015724	521.6653833084958
False	3d_cff_expansion	0.0004808486135893327	2390383532.204348	552.6934587138678
False	3d_cff_expansion	0.0005094633778182846	2256056387.1953707	585.5660530725258
False	3d_cff_expansion	0.000539780974724171	2129273740.1337473	620.3926508189645
False	3d_cff_expansion	0.000571902737978743	2009612019.8540652	657.2893131021823
False	3d_cff_expansion	0.0006059360315074416	1896671275.4107049	696.3789316885752
False	3d_cff_expansion	0.0006419946083430621	1790073912.9358213	737.7916318229866
False	3d_cff_expansion	0.0006801989908343965	1689463721.6344702	781.665307184154
