point_index	source	scan_row_index	x0	x1	x2	x3	x4	x5	dx2_from_root	signed_side_fraction	t	total_re	total_im	total_abs	dominant_re	dominant_im	dominant_abs	other_re	other_im	other_abs	scan_re	scan_im	scan_abs	is_nan
79	saved_scan_row	35	0.5387589249438893	0.24174091659991892	0.9441186968455808	0.7527842995682404	0.5585112730395129	0.25621170988207465	5.733255035167417e-07	-3.727593720314938e-07	-3.5192922374426703e-07	-1.0454183046910754	-2.675063657112059	2.8720837385746445	-1.045352940580133	-2.6751207958922536	2.8721131668154607	-6.536411094248962e-05	5.71387801944212e-05	8.681766641305485e-05	-1.0454183046910754	-2.675063657112059	2.8720837385746445	False
80	root_log_probe		0.5387589249438893	0.24174091659991892	0.9441188058350135	0.7527842995682404	0.5585112730395129	0.25621170988207465	6.823149362178427e-07			-0.8784378116737872	-2.2477548019722797	2.413307820972632	-0.8783724476135307	-2.247811940632417	2.4133372489513887	-6.536406025647867e-05	5.7138660137123765e-05	8.681754923676613e-05				False
81	saved_scan_row	36	0.5387589249438893	0.24174091659991892	0.9441188182159201	0.7527842995682404	0.5585112730395129	0.25621170988207465	6.946958428510897e-07	-2.442053094548655e-07	-2.3055888446828415e-07	-0.8627832675032542	-2.2076942821741414	2.370297240902075	-0.8627179034487554	-2.20775142082064	2.370326668851062	-6.536405449875105e-05	5.713864649870004e-05	8.681753592575121e-05	-0.8627832675032542	-2.207694282174142	2.3702972409020755	False
82	saved_scan_row	37	0.5387589249438893	0.24174091659991892	0.9441188977290953	0.7527842995682404	0.5585112730395129	0.25621170988207465	7.742090180062888e-07	-1.5998587196060574e-07	-1.510457092528546e-07	-0.774179174762402	-1.9809533453293022	2.126859081135172	-0.7741138107448805	-1.9810104838882137	2.126888508892973	-6.536401752144094e-05	5.713855891142927e-05	8.681745044066954e-05	-0.7741791747624018	-1.9809533453293027	2.1268590811351724	False
83	saved_scan_row	38	0.5387589249438893	0.24174091659991892	0.9441189498204471	0.7527842995682404	0.5585112730395129	0.25621170988207465	8.263003697939197e-07	-1.0481131341546874e-07	-9.895435752265015e-08	-0.7253772321799995	-1.8560674869337115	1.9927766169386725	-0.7253118681867032	-1.8561246254352417	1.9928060445712226	-6.536399329626352e-05	5.713850153021838e-05	8.681739443655718e-05	-0.7253772321799995	-1.856067486933711	1.992776616938672	False
84	saved_scan_row	39	0.5387589249438893	0.24174091659991892	0.9441189839469791	0.7527842995682404	0.5585112730395129	0.25621170988207465	8.60426901838629e-07	-6.866488450042998e-08	-6.482782543877771e-08	-0.6966093468514477	-1.7824494737360186	1.913737366657873	-0.6965439828740216	-1.7825066121999569	1.9137667942083676	-6.536397742606948e-05	5.713846393828881e-05	8.681735774707066e-05	-0.6966093468514477	-1.7824494737360186	1.913737366657873	False
85	saved_scan_row	40	0.5387589249438893	0.24174091659991892	0.9441190063042448	0.7527842995682404	0.5585112730395129	0.25621170988207465	8.827841675440595e-07	-4.498432668969444e-08	-4.247055972404932e-08	-0.6789685627700467	-1.737306097349615	1.865269627994348	-0.6789031988030176	-1.7373632357889262	1.865299055491086	-6.53639670290529e-05	5.713843931109963e-05	8.681733371097807e-05	-0.6789685627700466	-1.737306097349615	1.865269627994348	False
86	saved_scan_row	41	0.5387589249438893	0.24174091659991892	0.9441190209511281	0.7527842995682404	0.5585112730395129	0.25621170988207465	8.974310508058636e-07	-2.9470517025518096e-08	-2.78236765010338e-08	-0.6678881161851234	-1.708950851438803	1.8348262992378115	-0.6678227522249058	-1.7090079898619797	1.8348557266993317	-6.53639602176126e-05	5.7138423176672504e-05	8.681731796390711e-05	-0.6678881161851234	-1.7089508514388028	1.8348262992378113	False
87	saved_scan_row	42	0.5387589249438893	0.24174091659991892	0.9441190305467195	0.7527842995682404	0.5585112730395129	0.25621170988207465	9.070266422384066e-07	-1.9306977288832496e-08	-1.8228085032649272e-08	-0.6608230149023187	-1.6908710129848687	1.8154150598629135	-0.6607576509465636	-1.6909281513974757	1.815444487301362	-6.536395575507115e-05	5.713841260690522e-05	8.681730764765654e-05	-0.6608230149023187	-1.6908710129848685	1.8154150598629135	False
88	saved_scan_row	43	0.5387589249438893	0.24174091659991892	0.9441190368330655	0.7527842995682404	0.5585112730395129	0.25621170988207465	9.133129882377133e-07	-1.2648552168552958e-08	-1.1941739041752697e-08	-0.6562749529339579	-1.6792323651618315	1.8029193409732636	-0.6562095889811261	-1.6792895035675135	1.8029487683965966	-6.53639528317429e-05	5.7138405682000126e-05	8.681730088911503e-05	-0.6562749529339579	-1.6792323651618315	1.8029193409732636	False
89	saved_scan_row	44	0.5387589249438893	0.24174091659991892	0.9441190409514303	0.7527842995682404	0.5585112730395129	0.25621170988207465	9.174313529980438e-07	-8.28642772854686e-09	-7.823374264816817e-09	-0.6533291795283727	-1.6716940291690396	1.7948258812438143	-0.6532638155774562	-1.6717511675701853	1.794855308657245	-6.536395091649716e-05	5.713840114562885e-05	8.681729646155224e-05	-0.6533291795283726	-1.6716940291690396	1.7948258812438143	False
90	max_weight_location	t0	0.5387589249438893	0.24174091659991892	0.9441190487748046	0.7527842995682404	0.5585112730395129	0.25621170988207465	9.252547272797784e-07	0.0	0.0	-0.6478055190454123	-1.6575587910169582	1.7796497228902366	-0.6477401550981339	-1.657615929409486	1.7796791502848566	-6.536394727840733e-05	5.7138392527855686e-05	8.681728805072022e-05	-0.6478055190454123	-1.6575587910169582	1.7796497228902366	False
91	root_log_probe		0.5387589249438893	0.24174091659991892	0.9441190587381907	0.7527842995682404	0.5585112730395129	0.25621170988207465	9.352181133959192e-07			-0.6409047028517281	-1.63989936378752	1.760689853860746	-0.6408393389090832	-1.639956502169073	1.7607192812314094	-6.536394264489154e-05	5.7138381552857e-05	8.681727733904433e-05				False
92	root_log_probe		0.5387589249438893	0.24174091659991892	0.9441194053810965	0.7527842995682404	0.5585112730395129	0.25621170988207465	1.2818610192200097e-06			-0.46760561058308503	-1.196420995223904	1.2845536987068065	-0.46754024680164175	-1.196478133223617	1.284583125243988	-6.536378144328392e-05	5.713799971296396e-05	8.681690466587747e-05				False
93	root_log_probe		0.5387589249438893	0.24174091659991892	0.9441198805087937	0.7527842995682404	0.5585112730395129	0.25621170988207465	1.7569887164059494e-06			-0.34117030054553044	-0.8728686661116198	0.9371749475171677	-0.341104936985033	-0.8729258035879701	0.9372043729119421	-6.536356049741121e-05	5.713747635027744e-05	8.681639386992096e-05				False
94	root_log_probe		0.5387589249438893	0.24174091659991892	0.9441205317447626	0.7527842995682404	0.5585112730395129	0.25621170988207465	2.408224685335192e-06			-0.24892581003034311	-0.6368118267889677	0.6837348620902438	-0.2488604467726748	-0.6368689635479815	0.6837642859191868	-6.536325766831608e-05	5.7136759013753924e-05	8.681569376334252e-05				False
95	root_log_probe		0.5387589249438893	0.24174091659991892	0.9441214243643461	0.7527842995682404	0.5585112730395129	0.25621170988207465	3.300844268805392e-06			-0.18162621182859626	-0.4645898299765141	0.4988304230305249	-0.1815608489859806	-0.4646469657523322	0.4988598447132812	-6.536284261565717e-05	5.7135775818117907e-05	8.681473419378415e-05				False
96	root_log_probe		0.5387589249438893	0.24174091659991892	0.9441226478374939	0.7527842995682404	0.5585112730395129	0.25621170988207465	4.524317416598755e-06			-0.13252587302134328	-0.33894036799171945	0.36392812487417264	-0.13246051074758142	-0.3389975024199629	0.36395754361529986	-6.536227376185977e-05	5.713442824345494e-05	8.681341902048786e-05				False
97	root_log_probe		0.5387589249438893	0.24174091659991892	0.9441243247966052	0.7527842995682404	0.5585112730395129	0.25621170988207465	6.201276527950661e-06			-0.09670332307260635	-0.24726922784032404	0.26550631580065087	-0.09663796157847124	-0.2473263604215962	0.26553573050991724	-6.536149413510772e-05	5.713258127215681e-05	8.681161649452983e-05				False
98	root_log_probe		0.5387589249438893	0.24174091659991892	0.9441266233283433	0.7527842995682404	0.5585112730395129	0.25621170988207465	8.499808266004827e-06			-0.07056796235402255	-0.18038794130213456	0.19369988817245376	-0.07050260192834494	-0.1804450713520126	0.19372929735561317	-6.53604256776047e-05	5.7130049878034717e-05	8.680914608394914e-05				False
99	root_log_probe		0.5387589249438893	0.24174091659991892	0.9441297738214681	0.7527842995682404	0.5585112730395129	0.25621170988207465	1.1650301390830897e-05			-0.05150016615709749	-0.1315927986922561	0.14131147080781972	-0.051434807195640316	-0.13164992527277813	0.14134087241693663	-6.535896145717229e-05	5.7126580522037784e-05	8.680576043616576e-05				False
100	root_log_probe		0.5387589249438893	0.24174091659991892	0.9441340920593962	0.7527842995682404	0.5585112730395129	0.25621170988207465	1.59685393189557e-05			-0.03758871252228254	-0.09599291764894523	0.10309001672247406	-0.03752335556726658	-0.09605003947476279	0.10311940795083632	-6.535695501595773e-05	5.712182581756042e-05	8.680112069374239e-05				False
101	root_log_probe		0.5387589249438893	0.24174091659991892	0.9441400108721228	0.7527842995682404	0.5585112730395129	0.25621170988207465	2.1887352045557584e-05			-0.027439214905774986	-0.07002001577551534	0.07520447542433044	-0.02737386069995912	-0.07007713108537261	0.0752338524254691	-6.535420581586793e-05	5.71153098572752e-05	8.67947627332167e-05				False
102	root_log_probe		0.5387589249438893	0.24174091659991892	0.9441481235200773	0.7527842995682404	0.5585112730395129	0.25621170988207465	2.999999999997449e-05			-0.02003435877822709	-0.05107075136145373	0.05485979562738229	-0.019969008338853574	-0.051127857742240754	0.05488915313017693	-6.535043937351548e-05	5.710638078702118e-05	8.678605102724622e-05				False
