point_index	source	x2	dx2_from_root	event_graph_id	event_graph_name	term_key	edge_ids	weighted_re	weighted_im	weighted_abs	pole_scaled_re	pole_scaled_im	pole_scaled_abs	raw_re	raw_im	raw_abs
28	root_log_probe	0.9441180687478216	-5.477225573091715e-08	5	GL06_isr_p2_ct	threshold_counterterm:8:0	9,10,13	-3.640807230296334e-10	-7.742147016448301e-10	8.555484656784641e-10	1.99415224684763e-17	4.240548562912636e-17	4.686031935233463e-17	-6.713760223137962e-30	-1.4276756607211572e-29	1.577657616706961e-29
28	root_log_probe	0.9441180687478216	-5.477225573091715e-08	5	GL06_isr_p2_ct	threshold_counterterm:13:0	11,15	1.1155643346604616e-19	-6.817704591413101e-18	6.8186172156547216e-18	-6.110197502231325e-27	3.734210593787264e-25	3.734710458670747e-25	2.0571348557185692e-39	-1.2572056415963775e-37	1.2573739323062255e-37
28	root_log_probe	0.9441180687478216	-5.477225573091715e-08	5	GL06_isr_p2_ct	threshold_counterterm:17:0	9,13,14	-3.518766944580625e-08	-3.1483894551736164e-08	4.721660404108039e-08	1.92730802946068e-15	1.7244439237929225e-15	2.5861599112835112e-15	-6.488714192400479e-28	-5.80572673971843e-28	8.706886633403527e-28
28	root_log_probe	0.9441180687478216	-5.477225573091715e-08	5	GL06_isr_p2_ct	threshold_counterterm:19:0	11,13	6.425299978289071e-08	-1.2346383236371087e-08	6.542844305131752e-08	-3.5192817355870545e-15	6.762392599744257e-16	3.583663414882512e-15	1.1848450271412824e-27	-2.2767109442709733e-28	1.2065205616064147e-27
28	root_log_probe	0.9441180687478216	-5.477225573091715e-08	5	GL06_isr_p2_ct	threshold_counterterm:21:0	13,16	-9.461829295814195e-28	-4.310035782984955e-27	4.4126715929062764e-27	5.182457338726188e-35	2.360703821150557e-34	2.416919769432161e-34	-1.7447903485730115e-47	-7.9478382044825965e-47	8.137101786576513e-47
28	root_log_probe	0.9441180687478216	-5.477225573091715e-08	5	GL06_isr_p2_ct	threshold_counterterm:23:0	10,14	2.8888087585772856e-08	-8.363597156406535e-07	8.368584680523213e-07	-1.582265720825084e-15	4.5809308228107026e-14	4.583662602274531e-14	5.327051971935945e-28	-1.5422729729764264e-26	1.543192687723965e-26
28	root_log_probe	0.9441180687478216	-5.477225573091715e-08	5	GL06_isr_p2_ct	threshold_counterterm:25:0	9,14,15	-9.301114834736024e-06	-3.384392024862387e-05	3.5098741786054946e-05	5.094430403107887e-13	1.853707854794392e-12	1.9224372609392294e-12	-1.7151541089201405e-25	-6.240922718167927e-25	6.472315659135468e-25
28	root_log_probe	0.9441180687478216	-5.477225573091715e-08	5	GL06_isr_p2_ct	threshold_counterterm:35:0	13,16	-3.882526963493436e-74	-2.2569189445553147e-73	2.2900705837408618e-73	2.126547597266437e-81	1.2361654159513533e-80	1.254323316545052e-80	-7.159498826484488e-94	-4.161827770147746e-93	4.222960409811734e-93
28	root_log_probe	0.9441180687478216	-5.477225573091715e-08	5	GL06_isr_p2_ct	threshold_counterterm:36:0	9,14,16	-2.1215295836885265e-21	-9.80349920027291e-18	9.803499429828074e-18	1.1620096089849417e-28	5.369597652551897e-25	5.3695977782844375e-25	-3.9121656353168577e-41	-1.8077953271093665e-37	1.8077953694400429e-37
28	root_log_probe	0.9441180687478216	-5.477225573091715e-08	5	GL06_isr_p2_ct	threshold_counterterm:37:0	9,10,16	-2.799858149856683e-07	-3.1989026639004935e-08	2.818073001511846e-07	1.533545465942428e-14	1.7521111476546995e-15	1.543522151072001e-14	-5.163024320682439e-27	-5.89887464622431e-28	5.196613065918708e-27
