profile,precision_mode,point_id,soft_family,ray_sign,lambda_GeV,radial_measure_power,total_re,total_im,cut0_re,cut0_im,cut1_re,cut1_im,cut2_re,cut2_im,cut3_re,cut3_im,cut4_re,cut4_im,cut5_re,cut5_im,finite,is_nan,final_status,final_precision,estimated_relative_accuracy,precision_history_json,cut_sum_residual_re,cut_sum_residual_im,source_result,source_result_sha256
ct-off,arb,16,both,-1,1.0,5,0.0,-4.794986249565818e-35,0.0,-9.20473801770628e-27,0.0,3.892414745201909e-26,0.0,2.26359752801875e-27,0.0,-1.3445073258615642e-26,0.0,-4.200885013459494e-26,0.0,2.3470916382929158e-26,True,False,Stable,Arb,1.1815616852724619e-289,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":1.1815616852724619e-289}]",0.0,-3.864433518102004e-42,evaluation/ct-off-arb-point-00016.json,81bc7a3fd6cbc43d51319fdcd63c549b6302c95fdff1b35481796432a06d947f
ct-off,arb,17,both,-1,0.1,5,5.4e-323,-4.778391774256812e-33,-5e-324,-9.23736386798492e-22,5e-324,3.8926017306535634e-21,-5e-324,2.259918019906295e-22,-2.5e-323,-1.3514311932685972e-21,1.04e-322,-4.173665262652455e-21,-2e-323,2.3302393100705727e-21,True,False,Stable,Arb,4.393739454161857e-285,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":4.393739454161857e-285}]",0.0,5.42579382461861e-38,evaluation/ct-off-arb-point-00017.json,cb9489554c12f787bd9e8681bd4db3f98681c667c2d3374f57d47038533b4b06
ct-off,arb,18,both,-1,0.01,5,9.045117e-318,-4.7787783062292e-31,7.134e-319,-9.240599297233822e-17,6.517867e-318,3.892619928115032e-16,-3.0217e-319,2.2595272247399735e-17,-1.2727e-318,-1.3521244025338504e-16,6.495526e-318,-4.1709399394282064e-16,-3.106803e-318,2.328551621096405e-16,True,False,Stable,Arb,7.122923332096603e-282,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":7.122923332096603e-282}]",5e-324,6.410180236924703e-33,evaluation/ct-off-arb-point-00018.json,f1141c1d3b01d561224320e453eaedffa34e7eeab44d63d2ddafb9595b8924a7
ct-off,arb,19,both,-1,0.001,5,1.153609066874e-312,-4.7788373498467907e-29,3.17712526e-314,-9.240922567937993e-12,7.7293581128e-313,3.892621743822766e-11,8.15396887e-315,2.259487916206647e-12,-1.023377337e-313,-1.3521937323388764e-11,2.7152522132e-313,-4.170667374510771e-11,1.71560546494e-313,2.3283828282000155e-11,True,False,Stable,Arb,2.5075704067328437e-277,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":2.5075704067328437e-277}]",-5e-324,-1.1639019769210061e-27,evaluation/ct-off-arb-point-00019.json,e0563777319a11c1cee4d2d675c13ee5effd54b1bfb2460320dc9ca363cb7687
ct-off,arb,20,both,1,1.0,5,-0.0,-6.781777416889893e-35,0.0,-2.7626916623201835e-26,0.0,-2.642772385291955e-26,0.0,2.260995253874582e-26,0.0,1.443441430554975e-25,0.0,7.025037377026949e-26,0.0,-1.831498289562092e-25,True,False,Stable,Arb,3.891021520339248e-289,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":3.891021520339248e-289}]",0.0,6.711529397283963e-42,evaluation/ct-off-arb-point-00020.json,c2d874645a1921f7a5cce08d77ce164242210f32b4049208acfb4632661161e4
ct-off,arb,21,both,1,0.1,5,-2.8e-322,-4.9794565993624866e-33,-5.4e-323,-2.7979219670893278e-21,2e-323,-2.6448242822529388e-21,0.0,2.288756984374613e-21,-1.7e-322,1.45477227210483e-20,-1e-323,7.097417967234125e-21,-8e-323,-1.8491151423319752e-20,True,False,Stable,Arb,4.1117041218954665e-285,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":4.1117041218954665e-285}]",-1e-323,6.2676656767138545e-37,evaluation/ct-off-arb-point-00021.json,1860b1b97d4a7a4078bfefb09347c0b2d7b61ba6687b543f9b51a1420bfc63a8
ct-off,arb,22,both,1,0.01,5,3.4257124e-317,-4.798908445010854e-31,2.79092e-318,-2.8014709908515437e-16,-1.11254e-318,-2.6450302826395194e-16,2.236156e-318,2.291552893245844e-16,1.20204e-317,1.4559133358920437e-15,7.54172e-318,7.1047171636569165e-16,1.078047e-317,-1.8508902142332137e-15,True,False,Stable,Arb,3.8562606890704964e-281,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":3.8562606890704964e-281}]",-5e-324,2.3337181161951924e-31,evaluation/ct-off-arb-point-00022.json,e97b9a97177d3df6cdf0afdefcac9c3143f776401667b16d9a89b5523f1e9517
ct-off,arb,23,both,1,0.001,5,2.63978306777e-313,-4.7808506000854574e-29,5.60606439014e-313,-2.8018261546097857e-11,5.15549327277e-313,-2.6450508902616188e-11,2.6990005183e-313,2.2918326827594506e-11,-3.6164319939e-313,1.456027522459129e-10,-2.1676333414e-313,7.105447698868782e-11,-5.03670977814e-313,-1.8510678561348118e-10,True,False,Stable,Arb,8.825189400205195e-277,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":8.825189400205195e-277}]",0.0,-6.414540029569674e-27,evaluation/ct-off-arb-point-00023.json,8f2ea7a5bf18a12828d119cbab96f527bd2a539c56ab11e4b1b53757b0607ad7
default,normal,0,q13,-1,1.0,2,9.216240868706269e-32,2.530618726510278e-30,3.168093837046179e-32,-2.739527785180897e-32,-2.2228035816594517e-33,2.614004350390117e-30,6.799890855124237e-52,7.195480167956856e-35,4.435010296802188e-32,-3.975662588236234e-32,1.8354167153079033e-32,-1.6232643760238902e-32,3.777159445634114e-39,-7.303118710790654e-35,True,False,Stable,Double,2.351825196102476e-15,"[{""precision"":""Double"",""status"":{""Stable"":2},""estimated_relative_accuracy"":2.351825196102476e-15}]",1.0947644252537633e-47,3.503246160812043e-46,evaluation/default-normal-point-00000.json,4d32d689eba001fd52931c1a0030f7a9c4aebc0cf2d5c95bdf91823bd560f469
default,normal,1,q13,-1,0.1,2,9.308111057248513e-29,2.4964773833143532e-27,3.059126393469801e-29,-2.7323571842296906e-29,-2.940564463055073e-33,2.5798023235131442e-27,-6.365675547169434e-50,7.279342825503065e-33,4.4561550357093166e-29,-3.994846285895523e-29,1.79312368414068e-29,-1.6052894675384584e-29,3.7501890449992234e-39,-7.290164980094971e-33,True,False,Stable,Double,2.5890297464697764e-13,"[{""precision"":""Double"",""status"":{""Stable"":2},""estimated_relative_accuracy"":2.5890297464697764e-13}]",-2.2420775429197073e-44,-3.587324068671532e-43,evaluation/default-normal-point-00001.json,6a33d8ff9edbc9f69ee53db58aaf94d8b1ee2b27274888a0e7c469e701cb32a7
default,normal,2,q13,-1,0.01,2,9.295354438764687e-26,2.4915039438073815e-24,3.0481733047000333e-26,-2.7316269494264965e-26,-3.0090969043820394e-33,2.5748229280765758e-24,8.605862034084085e-48,7.287769619323866e-31,4.458281449836184e-26,-3.9967736914639274e-26,1.7888999851377826e-26,-1.603497775201045e-26,3.747484800609616e-39,-7.288852416001181e-31,True,False,Stable,Double,1.568974114544641e-12,"[{""precision"":""Double"",""status"":{""Stable"":2},""estimated_relative_accuracy"":1.568974114544641e-12}]",-2.2958874039497803e-41,0.0,evaluation/default-normal-point-00002.json,a4384e907f6b070bbc08217808117a0cc7970b49b37c946992eb8780cc0e6052
default,normal,3,q13,-1,0.001,2,9.294049331671719e-23,2.491008080991155e-21,3.047077443890864e-23,-2.7315537943141034e-23,-3.0159416593979396e-33,2.574326470820483e-21,-1.7365530814335127e-45,7.288612704405984e-29,4.458494213876495e-23,-3.99696652474907e-23,1.7884776742059544e-23,-1.603318663761334e-23,3.7472151233242755e-39,-7.288720989980663e-29,True,False,Stable,Double,3.0708438171257625e-12,"[{""precision"":""Double"",""status"":{""Stable"":2},""estimated_relative_accuracy"":3.0708438171257625e-12}]",0.0,0.0,evaluation/default-normal-point-00003.json,a6c8d9d8faa02c7fccdbf41aad9f7e2863946144869d18aacfafce07b91ed83d
default,normal,4,q13,1,1.0,2,-4.7767423326815334e-32,-1.2091877839370921e-30,1.823935870611129e-32,-1.597240755821041e-32,-3.6009031530189744e-33,-1.2492963384094966e-30,-2.5542201003033606e-51,1.0380265270380896e-34,-9.289525894718352e-32,8.32899692869061e-32,3.0489376350220324e-32,-2.7207938042720595e-32,3.717055548400918e-39,-1.0487186627472062e-34,True,False,Stable,Double,4.9792822727927583e-14,"[{""precision"":""Double"",""status"":{""Stable"":2},""estimated_relative_accuracy"":4.9792822727927583e-14}]",0.0,-1.7516230804060213e-46,evaluation/default-normal-point-00004.json,5553dc1f0cfadd07b952c62f0a9f1532b94967c69b2c03b634664bedfc1d0cd6
default,normal,5,q13,1,0.1,2,-4.454583547040604e-29,-1.193506918950499e-27,1.7920120444061155e-29,-1.6026955303724548e-29,-3.090509816571168e-33,-1.2334906149975974e-27,8.986463619712098e-50,1.0532831853033256e-32,-9.293437058209651e-29,8.33152857827041e-29,3.04715051737017e-29,-2.730462361699563e-29,3.744177943384763e-39,-1.0543646738834539e-32,True,False,Stable,Double,2.401385332262262e-13,"[{""precision"":""Double"",""status"":{""Stable"":2},""estimated_relative_accuracy"":2.401385332262262e-13}]",-5.605193857299268e-45,-1.793662034335766e-43,evaluation/default-normal-point-00005.json,e81d8c7c2368db8186590f2467c55ccda1a8b33f746c9aab04733de17579d3b1
default,normal,6,q13,1,0.01,2,-4.4580932553776035e-26,-1.1948238205099287e-24,1.788789187244632e-26,-1.6032384655058897e-26,-3.024104712202716e-33,-1.2347950811535664e-24,-1.4894810975526409e-47,1.0548213034325026e-30,-9.293857265524022e-26,8.331801794231225e-26,3.046975125311884e-26,-2.7314372535343454e-26,3.7468836849491185e-39,-1.0549295758058101e-30,True,False,Stable,Double,1.3308004722570136e-11,"[{""precision"":""Double"",""status"":{""Stable"":2},""estimated_relative_accuracy"":1.3308004722570136e-11}]",1.1479437019748901e-41,-1.8367099231598242e-40,evaluation/default-normal-point-00006.json,bc8b19debe6bda93b60613ec1975d19d35567d1372b772480f027e5f5dfebbf3
default,normal,7,q13,1,0.001,2,-4.458475355164423e-23,-1.1949574923972767e-21,1.7884665978599238e-23,-1.6032927357611042e-23,-3.017415504435699e-33,-1.2349275099877503e-21,6.975534934148052e-47,1.0549752406788443e-28,-9.293899572329259e-23,8.331829319240728e-23,3.046957619606654e-23,-2.731534824323981e-23,3.7471541657020274e-39,-1.0549860690519677e-28,True,False,Stable,Double,1.3321857670515406e-10,"[{""precision"":""Double"",""status"":{""Stable"":2},""estimated_relative_accuracy"":1.3321857670515406e-10}]",0.0,0.0,evaluation/default-normal-point-00007.json,953643c0633bc4319d50a6feaf646581eb49fbb2d74de6fc0be9823c80943c93
default,normal,8,q14,-1,1.0,2,-8.100299440620757e-36,-2.6405991450972387e-35,6.504343821764933e-42,-1.458769662886152e-35,-6.953702900401017e-36,-2.7252072530424003e-35,-1.4583240699213792e-52,1.4180761738348316e-35,1.1214405157500834e-34,-7.206256822731526e-35,3.6837610698083694e-40,7.077887543622966e-38,-1.1329102299567886e-34,7.324480532184386e-35,True,False,Stable,Double,1.3501880852064838e-08,"[{""precision"":""Double"",""status"":{""Stable"":2},""estimated_relative_accuracy"":1.3501880852064838e-08}]",2.1382117680737565e-50,5.345529420184391e-51,evaluation/default-normal-point-00008.json,9bcfca4caa6677fddb215a07153af94d48b87a076d05275d101c2e55aae7e018
default,normal,9,q14,-1,0.1,2,-7.836107371965822e-35,-6.289770824641325e-35,6.072867614806202e-42,-1.4625085439000536e-33,-6.670454448212054e-35,-7.111738908259148e-35,3.005583990147741e-66,1.4583440263002155e-33,1.122639073914906e-32,-7.217785298645382e-33,3.6076776987841545e-40,7.068142353998273e-37,-1.1238047635227235e-32,7.229462682845999e-33,True,False,Stable,Quad,1.600074640172143e-21,"[{""precision"":""Double"",""status"":{""Unstable"":2},""estimated_relative_accuracy"":2.5214972336908845e-06},{""precision"":""Quad"",""status"":{""Stable"":2},""estimated_relative_accuracy"":1.600074640172143e-21}]",-5.559350596991767e-49,6.628456481028645e-49,evaluation/default-normal-point-00009.json,0316b47f1ccc57edfe7c59e4663acbea4c6417a3195b87514d1f73b3c93ee767
default,normal,10,q14,-1,0.01,2,-7.810137444778454e-34,-4.402233060622404e-34,6.031044312871964e-42,-1.4628904484601162e-31,-6.642585633567233e-34,-5.2217671096096184e-34,-1.7152701421862847e-64,1.4624730197139758e-31,1.1227695916118302e-30,-7.218818294011712e-31,3.6000953822747573e-40,7.067171340320243e-36,-1.1228863471589918e-30,7.219984585093437e-31,True,False,Stable,Quad,7.360993500755455e-19,"[{""precision"":""Double"",""status"":{""Unstable"":2},""estimated_relative_accuracy"":0.02493231712560888},{""precision"":""Quad"",""status"":{""Stable"":2},""estimated_relative_accuracy"":7.360993500755455e-19}]",1.1546343547598285e-46,1.3855612257117942e-47,evaluation/default-normal-point-00010.json,3c248b50e43c718b0035a2b8e811c5ddf22294a264ff9ceec1143189e2357d8b
default,normal,11,q14,-1,0.001,2,-7.807545146840793e-33,-4.2146596720111746e-33,6.026875027730673e-42,-1.4629287195762796e-29,-6.639803516406605e-33,-5.033950086424035e-33,-2.5553228762557803e-62,1.462886966905856e-29,1.122782750103873e-28,-7.218920398909705e-29,3.599337417213098e-40,7.067074273051038e-35,-1.1227944275238369e-28,7.219037013547297e-29,True,False,Stable,Quad,3.2421057313572396e-15,"[{""precision"":""Double"",""status"":{""Unstable"":2},""estimated_relative_accuracy"":0.7141843321874342},{""precision"":""Quad"",""status"":{""Stable"":2},""estimated_relative_accuracy"":3.2421057313572396e-15}]",1.0044463601703279e-44,-2.0506306140534554e-45,evaluation/default-normal-point-00011.json,0e1b0d67ee5579b4686b63c3e5686dc6958692ef98ea6e2c2b50793efd2bd466
default,normal,12,q14,1,1.0,2,-7.744572831744021e-36,-2.508043030822349e-35,5.5777146379109296e-42,-4.463345448777127e-35,-6.598994391995735e-36,-2.590857919544677e-35,5.4853341709467266e-52,4.421966914963451e-35,5.725426760508405e-34,-3.681463727439348e-34,3.515345256466569e-40,7.028279726956711e-38,-5.736886116028291e-34,3.693180241720253e-34,True,False,Stable,Double,4.697448891702303e-09,"[{""precision"":""Double"",""status"":{""Stable"":2},""estimated_relative_accuracy"":4.697448891702303e-09}]",-8.018294130276587e-51,0.0,evaluation/default-normal-point-00012.json,e137697b60ec1fd69eae7d65b0dc4198b01ee3fd274da23bb4e23a277a4b87a3
default,normal,13,q14,1,0.1,2,-7.800635457599791e-35,-6.410999059723506e-35,5.98024855168065e-42,-4.48659945013427e-33,-6.635097687978983e-35,-7.231152421234122e-35,6.95240282693729e-67,4.4824278574508484e-33,5.792389927348685e-32,-3.7242622321284543e-32,3.590834704846953e-40,7.063158928121604e-37,-5.793555501624677e-32,3.7254289131690254e-32,True,False,Stable,Quad,4.8592675810649254e-21,"[{""precision"":""Double"",""status"":{""Unstable"":2},""estimated_relative_accuracy"":3.0022658569052026e-05},{""precision"":""Quad"",""status"":{""Stable"":2},""estimated_relative_accuracy"":4.8592675810649254e-21}]",3.634960005725386e-48,-4.2978056538282506e-48,evaluation/default-normal-point-00013.json,94f781b03f10584f01e59d6667bdc3b1359b6fcf0582a1c274e52dc14eb1e5a7
default,normal,14,q14,1,0.01,2,-7.806591207350989e-34,-4.416899229931383e-34,6.021782450417828e-42,-4.488938611925938e-31,-6.639051045924153e-34,-5.236251584826076e-34,-3.558260626112263e-64,4.488521112197967e-31,5.799149348263097e-30,-3.728563425137401e-30,3.5984110814683307e-40,7.066672769887661e-36,-5.799266102645102e-30,3.728680043672918e-30,True,False,Stable,Quad,3.481395597345454e-18,"[{""precision"":""Double"",""status"":{""Unstable"":2},""estimated_relative_accuracy"":0.002946200099235224},{""precision"":""Quad"",""status"":{""Stable"":2},""estimated_relative_accuracy"":3.481395597345454e-18}]",5.366056253157899e-46,9.85287982728387e-47,evaluation/default-normal-point-00014.json,d40bb2c6df20b21db25e6b30008aea95d2c3a02dfcf96e1574fe3c41091d544f
default,normal,15,q14,1,0.001,2,-7.807190532548327e-33,-4.2161517334788234e-33,6.025948841529122e-42,-4.48917266540612e-29,-6.639450068437217e-33,-5.0354239762565894e-33,-6.769477048811669e-63,4.4891309120256467e-29,5.799825925525806e-28,-3.7289937600802756e-28,3.5991689871310435e-40,7.067024413727919e-35,-5.799837602934107e-28,3.7290054214383093e-28,True,False,Stable,Quad,1.402993483710345e-15,"[{""precision"":""Double"",""status"":{""Unstable"":2},""estimated_relative_accuracy"":0.3263249262841345},{""precision"":""Quad"",""status"":{""Stable"":2},""estimated_relative_accuracy"":1.402993483710345e-15}]",-4.690655025552906e-44,3.7098829460786905e-45,evaluation/default-normal-point-00015.json,a56ffc3275f5e8f161ddb9ac50a015a47fffadcef5e8f1f3be617c302f4286c0
default,normal,16,both,-1,1.0,5,1.880037096394618e-30,-7.6295810454952495e-31,6.145530425736388e-31,-9.204986695771853e-27,6.984639039248852e-35,3.8924147471689455e-26,3.6118786591872413e-44,2.263597528018842e-27,8.998664516344857e-31,-1.3445440893611113e-26,3.6407846018259844e-31,-4.200899763472465e-26,1.4692956134665579e-33,2.3470917266294766e-26,True,False,Stable,Double,5.505175328010425e-09,"[{""precision"":""Double"",""status"":{""Stable"":2},""estimated_relative_accuracy"":5.505175328010425e-09}]",0.0,-1.3970945689318426e-42,evaluation/default-normal-point-00016.json,b4b9f3f45e813967bbc9fd684cabdac3fc5852ddf95e97e340a72d18ae08d4e6
default,normal,17,both,-1,0.1,5,1.884111640331039e-27,-7.585465765024932e-28,6.175155159193589e-28,-9.237366353391609e-22,6.747416088358585e-34,3.8926017306537876e-21,4.305227328292039e-56,2.259918019906295e-22,9.03656336447504e-28,-1.351431557322806e-21,3.62792158226135e-28,-4.173665408687747e-21,1.4695499643194353e-31,2.330239310158721e-21,True,False,Stable,Quad,1.8098301861696022e-22,"[{""precision"":""Double"",""status"":{""Unstable"":2},""estimated_relative_accuracy"":1.010094841033635e-06},{""precision"":""Quad"",""status"":{""Stable"":2},""estimated_relative_accuracy"":1.8098301861696022e-22}]",-3.587324068671532e-43,4.468145755351951e-37,evaluation/default-normal-point-00017.json,2d75a7e983e0114ba9a711ed98c9af6eb2a55fc8d896f80cd6c952c58546bdad
default,normal,18,both,-1,0.01,5,1.884514486181594e-24,-7.5810505580835785e-25,6.178097514747888e-25,-9.240599322086435e-17,6.72423686642977e-33,3.892619928115032e-16,-1.5754252967998808e-50,2.2595272247399735e-17,9.040287738659598e-25,-1.3521244061708298e-16,3.6266125843786176e-25,-4.1709399408870996e-16,1.4695678746725527e-29,2.328551621096493e-16,True,False,Stable,Quad,1.3793408382118727e-19,"[{""precision"":""Double"",""status"":{""Unstable"":2},""estimated_relative_accuracy"":0.0018618755461476085},{""precision"":""Quad"",""status"":{""Stable"":2},""estimated_relative_accuracy"":1.3793408382118727e-19}]",0.0,2.2285533702109015e-32,evaluation/default-normal-point-00018.json,a3bd27a4f0255cd8843c78180b64cda254d03f72ea27d7d3c1a9812fd39d377b
default,normal,19,both,-1,0.001,5,1.8845547219418995e-21,-7.580608970006427e-22,6.178391546710162e-22,-9.240922568186519e-12,6.721924275866048e-32,3.892621743822766e-11,3.86689520306535e-47,2.259487916206647e-12,9.040659517993305e-22,-1.3521937323752426e-11,3.626481458347431e-22,-4.1706673745253584e-11,1.4695695902985635e-27,2.3283828282000158e-11,True,False,Stable,Quad,7.919679671330062e-17,"[{""precision"":""Double"",""status"":{""Unstable"":2},""estimated_relative_accuracy"":0.34535167444933745},{""precision"":""Quad"",""status"":{""Stable"":2},""estimated_relative_accuracy"":7.919679671330062e-17}]",0.0,3.5269372700667886e-28,evaluation/default-normal-point-00019.json,f4fff0bd8bbeb266531cda54b9983c2e21bd95a0873e06d9b077a35f652034f2
default,normal,20,both,1,1.0,5,-9.085595356872757e-31,3.622100026794198e-31,3.5955582617569063e-31,-2.7627059132761453e-26,6.882483284822452e-35,-2.642772383415058e-26,-4.023396825512366e-43,2.2609952538755674e-26,-1.8897340847334115e-30,1.4434488717618972e-25,6.140092115169515e-31,7.025012992108909e-26,7.540686521047878e-33,-1.831498244591198e-25,True,False,Stable,Double,2.1005556643606904e-09,"[{""precision"":""Double"",""status"":{""Stable"":2},""estimated_relative_accuracy"":2.1005556643606904e-09}]",1.7516230804060213e-46,-1.725659647296703e-41,evaluation/default-normal-point-00020.json,a0973a937906443c18223817930ea82bee564336066f044b0f46857e74fa29f3
default,normal,21,both,1,0.1,5,-9.045286565986289e-28,3.6351444839815966e-28,3.6234277454931215e-28,-2.797922112622624e-21,6.738319079404091e-34,-2.644824282252716e-21,-2.7329550413838343e-55,2.288756984374613e-21,-1.88509533498122e-27,1.4547723477698792e-20,6.1746460707563585e-28,7.097417719181456e-21,7.586229257352207e-31,-1.8491151422865073e-20,True,False,Stable,Quad,7.737310315915679e-22,"[{""precision"":""Double"",""status"":{""Unstable"":2},""estimated_relative_accuracy"":4.339837157351797e-06},{""precision"":""Quad"",""status"":{""Stable"":2},""estimated_relative_accuracy"":7.737310315915679e-22}]",0.0,6.145334103410581e-37,evaluation/default-normal-point-00021.json,c32580a2e29506f730a6fa7cdbfb053058f656c6489bddedecbccfce229ff515
default,normal,22,both,1,0.01,5,-9.041160337119062e-25,3.636439918106048e-25,3.626163493560505e-25,-2.8014709923099345e-16,6.723338366797456e-33,-2.6450302826395194e-16,3.656297825320357e-49,2.291552893245844e-16,-1.8846129928310314e-24,1.455913336649959e-15,6.178046953685427e-25,7.104717161172144e-16,7.590767119361565e-29,-1.8508902142331684e-15,True,False,Stable,Quad,9.349623828729001e-19,"[{""precision"":""Double"",""status"":{""Unstable"":2},""estimated_relative_accuracy"":0.006388065536406821},{""precision"":""Quad"",""status"":{""Stable"":2},""estimated_relative_accuracy"":9.349623828729001e-19}]",0.0,2.9986099848719893e-32,evaluation/default-normal-point-00022.json,466a82dbc95b906054ddc72a5784bc5b22c3f05cb1cfd189171ecc0fec94c715
default,normal,23,both,1,0.001,5,-9.040746780598952e-22,3.636569405455811e-22,3.626436552199065e-22,-2.8018261546243725e-11,6.721834537938913e-32,-2.6450508902616188e-11,-4.3259072654099285e-44,2.2918326827594506e-11,-1.884564573975965e-21,1.4560275224667095e-10,6.178386494082054e-22,7.105447698843931e-11,7.59122073987186e-27,-1.8510678561348118e-10,True,False,Stable,Quad,1.1266999063466097e-16,"[{""precision"":""Double"",""status"":{""Unstable"":2},""estimated_relative_accuracy"":0.17919320084729126},{""precision"":""Quad"",""status"":{""Stable"":2},""estimated_relative_accuracy"":1.1266999063466097e-16}]",1.88079096131566e-37,1.172329365041375e-26,evaluation/default-normal-point-00023.json,f0980c6a85aaf0ceb6a3475d1465f48f959b220b654aa4a2d9abbc68376e0204
default,arb,0,q13,-1,1.0,2,9.216240868706082e-32,2.5306187265105206e-30,3.168093837045985e-32,-2.739527785181128e-32,-2.222803581659231e-33,2.614004350390331e-30,0.0,7.195480167956406e-35,4.435010296802019e-32,-3.975662588232967e-32,1.8354167153080563e-32,-1.6232643760241182e-32,3.77715944563205e-39,-7.303118710790559e-35,True,False,Stable,Arb,4.651684113527235e-301,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":4.651684113527235e-301}]",0.0,0.0,evaluation/default-arb-point-00000.json,6ba2f208b1510adb58b92b288602cd009aa342200a16653c085fd9ac5d74ca3d
default,arb,1,q13,-1,0.1,2,9.308111057254241e-29,2.496477383312953e-27,3.0591263934640516e-29,-2.732357184337048e-29,-2.940564463139097e-33,2.5798023235124483e-27,0.0,7.279342825508582e-33,4.456155035719608e-29,-3.994846285878447e-29,1.7931236841418773e-29,-1.6052894675185818e-29,3.750189044838066e-39,-7.290164980093959e-33,True,False,Stable,Arb,1.4472868056930645e-298,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":1.4472868056930645e-298}]",0.0,0.0,evaluation/default-arb-point-00001.json,27a9e7ddc7edfbca848824c5737b14af5ad6d100c09f1a915783e4175a481682
default,arb,2,q13,-1,0.01,2,9.295354438756679e-26,2.4915039438137247e-24,3.0481733047516856e-26,-2.7316269494732907e-26,-3.0090969750715e-33,2.5748229280837356e-24,0.0,7.28776961929815e-31,4.45828144976341e-26,-3.9967736916946055e-26,1.7888999851509062e-26,-1.6034977750052165e-26,3.747484809478576e-39,-7.2888524159697136e-31,True,False,Stable,Arb,6.022895489268686e-298,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":6.022895489268686e-298}]",0.0,0.0,evaluation/default-arb-point-00002.json,30a9af4e4984397d3e7835a21593dbe78b9ccad6ccfdc1736517fa887e2214a9
default,arb,3,q13,-1,0.001,2,9.294049330513858e-23,2.4910080812114988e-21,3.047077444067108e-23,-2.731553794471941e-23,-3.015861103950701e-33,2.574326471014362e-21,0.0,7.288612704193979e-29,4.4584942125291023e-23,-3.9969665220669795e-23,1.7884776742192333e-23,-1.6033186636391005e-23,3.747214317192338e-39,-7.288720989671457e-29,True,False,Stable,Arb,4.7129137452551e-296,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":4.7129137452551e-296}]",0.0,0.0,evaluation/default-arb-point-00003.json,60317ffb09ba1b9d8f2759ba9172f18f88dc69202fa0bfd44df02d3720705e12
default,arb,4,q13,1,1.0,2,-4.776742332684844e-32,-1.2091877839372829e-30,1.8239358706110692e-32,-1.5972407558233565e-32,-3.6009031530189936e-33,-1.249296338409397e-30,0.0,1.0380265270379173e-34,-9.289525894721366e-32,8.328996928666029e-32,3.0489376350217975e-32,-2.720793804274154e-32,3.717055548400578e-39,-1.0487186627471812e-34,True,False,Stable,Arb,5.487555838249943e-299,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":5.487555838249943e-299}]",0.0,1.7516230804060213e-46,evaluation/default-arb-point-00004.json,9e069f0cd06edf2324edf354c3a215f9f804e3edb7658c2dc0f4c4b8e3a8e0f7
default,arb,5,q13,1,0.1,2,-4.454583547029268e-29,-1.1935069189488914e-27,1.7920120444086123e-29,-1.6026955303747255e-29,-3.090509816588391e-33,-1.2334906149961445e-27,0.0,1.0532831853041909e-32,-9.29343705821372e-29,8.331528578277569e-29,3.047150517383081e-29,-2.730462361688956e-29,3.744177943377927e-39,-1.05436467388342e-32,True,False,Stable,Arb,8.217160458436095e-298,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":8.217160458436095e-298}]",5.605193857299268e-45,0.0,evaluation/default-arb-point-00005.json,a1adbfe674fdeb19b6a6da86165576298da15e1d0e96455e9cfdbfa511bf05a2
default,arb,6,q13,1,0.01,2,-4.4580932553564366e-26,-1.1948238205265445e-24,1.7887891872621507e-26,-1.6032384655215276e-26,-3.0241047440598973e-33,-1.23479508116102e-24,0.0,1.0548213034268382e-30,-9.293857265626687e-26,8.331801792414137e-26,3.046975125418199e-26,-2.731437252617809e-26,3.746883698620781e-39,-1.0549295758154635e-30,True,False,Stable,Arb,3.304835967079634e-297,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":3.304835967079634e-297}]",-5.739718509874451e-42,1.8367099231598242e-40,evaluation/default-arb-point-00006.json,6ea00e8a8ab0060d34dc9c90b21c9fb0d0d70b1cafbf86363e343dce6d810a42
