profile,precision_mode,point_id,soft_family,ray_sign,lambda_GeV,radial_measure_power,total_re,total_im,cut0_re,cut0_im,cut1_re,cut1_im,cut2_re,cut2_im,cut3_re,cut3_im,cut4_re,cut4_im,cut5_re,cut5_im,finite,is_nan,final_status,final_precision,estimated_relative_accuracy,precision_history_json,cut_sum_residual_re,cut_sum_residual_im,source_result,source_result_sha256
ct-off,normal,0,q13,-1,1.0,2,-3.9812762807877027e-47,-5.199752343068259e-34,3.327755101515177e-47,-9.07225983111657e-31,-3.322145369348256e-47,2.6340088635025622e-30,6.799890855124237e-52,7.195480167956856e-35,-3.143744491523887e-47,-1.2290088718612696e-30,-8.434159676573745e-48,-4.982929048625301e-31,2.0644731808657283e-51,-7.303370309212437e-35,True,False,Stable,Double,1.1426835400286244e-10,"[{""precision"":""Double"",""status"":{""Stable"":2},""estimated_relative_accuracy"":1.1426835400286244e-10}]",0.0,-2.2382800788196083e-46,evaluation/ct-off-normal-point-00000.json,c345cbc1ed8d5523f026b1bcd58600ebe590ddf5b943b6793aec852facf53a12
ct-off,normal,1,q13,-1,0.1,2,8.650597446963992e-44,-2.8804350483051537e-33,2.5098187912506733e-44,-8.498250709557762e-28,8.406936917283426e-44,2.579827724307842e-27,-6.365675547169434e-50,7.279342825503065e-33,-5.0950699323292177e-45,-1.2343464438752675e-27,-1.7566610179806805e-44,-4.9565907908719355e-28,1.6115319043199363e-49,-7.290167478282766e-33,True,False,Stable,Double,5.325525211275665e-07,"[{""precision"":""Double"",""status"":{""Stable"":2},""estimated_relative_accuracy"":5.325525211275665e-07}]",9.956824444577827e-60,1.644695386308189e-43,evaluation/ct-off-normal-point-00001.json,1f3d82743a800914dc9fed64af60bd56fd786c37e08618e08a72d1fea92d67d1
ct-off,normal,2,q13,-1,0.01,2,5.347398295107279e-57,-2.6684991065798204e-32,4.1047824617321715e-57,-8.44542956037323e-25,2.341654963990587e-57,2.5748229539724346e-24,1.6945130398260586e-63,7.28776961929815e-31,-4.993436811461814e-58,-1.2348826170388074e-24,-5.996971011101784e-58,-4.953974074730129e-25,-4.287215946276562e-65,-7.28885244093365e-31,True,False,Stable,Quad,1.3934768881047007e-20,"[{""precision"":""Double"",""status"":{""Unstable"":2},""estimated_relative_accuracy"":0.0006760191198402108},{""precision"":""Quad"",""status"":{""Stable"":2},""estimated_relative_accuracy"":1.3934768881047007e-20}]",0.0,1.0351927095771373e-40,evaluation/ct-off-normal-point-00002.json,4040cda53949423219c892a366f4d2f4c5c768f08a1081cbe88b111a4330f39a
ct-off,normal,3,q13,-1,0.001,2,-7.265475746606908e-55,-2.647484749713018e-31,-4.467998085567792e-55,-8.440189551109183e-22,1.9909308715089603e-54,2.5743264710402983e-21,1.8371144917250996e-61,7.288612704193979e-29,-2.3665034314844984e-54,-1.2349362588975335e-21,9.582472305902425e-56,-4.953712572955123e-22,-1.1289884716014265e-61,-7.288720989921079e-29,True,False,Stable,Quad,1.2546011371842586e-17,"[{""precision"":""Double"",""status"":{""Unstable"":2},""estimated_relative_accuracy"":0.43744789736335254},{""precision"":""Quad"",""status"":{""Stable"":2},""estimated_relative_accuracy"":1.2546011371842586e-17}]",-2.897817305224548e-70,-2.102173893647431e-37,evaluation/ct-off-normal-point-00003.json,a3a1d92d71c2aee240c34784a0ae5066178e3da5a53894c680fa02cc46e746c7
ct-off,normal,4,q13,1,1.0,2,-1.304639178911835e-46,-4.695961541568511e-34,1.1620514471853416e-47,-5.148675316728999e-31,-3.4829900310846034e-47,-1.2196494087403686e-30,-2.5542201003033606e-51,1.0380265270380896e-34,-9.553332536364604e-47,2.572015578813885e-30,-1.1718988981785548e-47,-8.379671628651266e-31,3.365133409833958e-52,-1.048743423506453e-34,True,False,Stable,Double,2.8205101948608423e-10,"[{""precision"":""Double"",""status"":{""Stable"":2},""estimated_relative_accuracy"":2.8205101948608423e-10}]",-1.9446922743316068e-62,6.235025515703074e-47,evaluation/ct-off-normal-point-00004.json,df6f61617c2d2c9f9da6803455454947e2a83ab1f79fd90b3bc781fbbf3bd962
ct-off,normal,5,q13,1,0.1,2,-7.187719807052987e-44,-2.8621463214257696e-33,-2.494516171712435e-45,-4.972203637804506e-28,1.7073109250297711e-44,-1.2334641553848378e-27,8.986463619712098e-50,1.0532831853033256e-32,-8.094324444255278e-44,2.5740394289759114e-27,-5.512643401615854e-45,-8.433577611395642e-28,6.830417290992735e-51,-1.0543649233031801e-32,True,False,Stable,Double,2.423579133473978e-07,"[{""precision"":""Double"",""status"":{""Stable"":2},""estimated_relative_accuracy"":2.423579133473978e-07}]",0.0,2.6746121250598114e-43,evaluation/ct-off-normal-point-00005.json,4e9c04f93c7f8bbcaf429dcff254c97ccd5867de876536604b8e6d27723e2d28
ct-off,normal,6,q13,1,0.01,2,4.196494456080453e-57,-2.6669855729592395e-32,1.3188301355801907e-57,-4.955526257392402e-25,8.373916604802771e-58,-1.2347950551663357e-24,1.4518693102367894e-63,1.0548213034268382e-30,-3.372846336757431e-58,2.5742480953314318e-24,2.377553532325891e-57,-8.439004409874368e-25,2.309500527027909e-63,-1.0549295783114582e-30,True,False,Stable,Quad,2.1871952074643814e-21,"[{""precision"":""Double"",""status"":{""Unstable"":2},""estimated_relative_accuracy"":0.00016381706960020453},{""precision"":""Quad"",""status"":{""Stable"":2},""estimated_relative_accuracy"":2.1871952074643814e-21}]",0.0,-7.614545831316318e-41,evaluation/ct-off-normal-point-00006.json,45b754f5a1548d46920d68b98878dd3d90f01b0f0d075329a60f2d34626bf93d
ct-off,normal,7,q13,1,0.001,2,9.120368806325655e-54,-2.647336546907633e-31,-4.2782721661691496e-55,-4.95386770068927e-22,-9.474025400743195e-56,-1.2349275095249766e-21,-3.0115972456956592e-61,1.0549752405284374e-28,1.0495415955343996e-53,2.5742690247554622e-21,-8.524796129118547e-55,-8.439547454252093e-22,2.3567758601543675e-61,-1.0549860690283521e-28,True,False,Stable,Quad,1.5029026092943142e-18,"[{""precision"":""Double"",""status"":{""Unstable"":2},""estimated_relative_accuracy"":0.574390472553496},{""precision"":""Quad"",""status"":{""Stable"":2},""estimated_relative_accuracy"":1.5029026092943142e-18}]",0.0,1.171488432627976e-37,evaluation/ct-off-normal-point-00007.json,8316cf9923bba61297729f8498dd281f33452fc346d28a857fc040600dc92081
ct-off,normal,8,q14,-1,1.0,2,6.925611551589119e-52,-2.1418086990470973e-36,4.335273737931995e-52,-1.4587677530843418e-35,-5.93766310334099e-54,-7.2653146330258366e-37,-1.4583240699213792e-52,1.4180761738348316e-35,5.787574226350486e-52,4.154625634612664e-35,-2.388858629652044e-55,7.071013099096501e-38,-1.6771468531089203e-52,-4.2625327920367023e-35,True,False,Stable,Double,1.7804424138474261e-12,"[{""precision"":""Double"",""status"":{""Stable"":2},""estimated_relative_accuracy"":1.7804424138474261e-12}]",0.0,-7.016007363992014e-51,evaluation/ct-off-normal-point-00008.json,1aa99b775a27d3fb848d366e575b38e440b298a1b9a778c043d31c71244a6515
ct-off,normal,9,q14,-1,0.1,2,-1.380907531846727e-49,-2.1221789508297575e-35,-1.8394075342679935e-50,-1.4625085252184503e-33,-1.365541106534548e-53,-7.080055972219455e-36,2.8678512859000875e-50,1.4583440263009449e-33,-9.660806511604747e-50,4.1578706844292166e-33,3.3196928307333037e-54,7.067412708099699e-37,-5.175678986671156e-50,-4.168554660318599e-33,True,False,Stable,Double,1.0234679545352411e-10,"[{""precision"":""Double"",""status"":{""Stable"":2},""estimated_relative_accuracy"":1.0234679545352411e-10}]",0.0,4.142785300642903e-49,evaluation/ct-off-normal-point-00009.json,e676e5c2ecf8b02cab3403aa14d1854044db033d2a9d1f56eefb731f2ca94c1b
ct-off,normal,10,q14,-1,0.01,2,7.7712669824171645e-50,-2.1202457514037753e-34,1.2745652376523105e-50,-1.462890448279649e-31,-4.773532503096621e-52,-7.061460300454935e-35,1.8515552614321558e-48,1.462473019709199e-31,-5.808417184134287e-48,4.158186082886025e-31,8.0743454804070795e-53,7.067097954666205e-36,4.0222255499452864e-48,-4.15925342501648e-31,True,False,Stable,Double,4.232920523302137e-09,"[{""precision"":""Double"",""status"":{""Stable"":2},""estimated_relative_accuracy"":4.232920523302137e-09}]",1.1204769939996563e-63,-4.960651301931115e-48,evaluation/ct-off-normal-point-00010.json,99f3fb150eaff665303ae34c3c9e5b495c2c4bd2e49d18104e0fffeddd35c654
ct-off,normal,11,q14,-1,0.001,2,-8.714923461828018e-46,-2.1200542530223e-33,8.454168668614345e-48,-1.4629287196769004e-29,-1.2498888140738117e-50,-7.059599950222555e-34,-1.5981723358628339e-46,1.4628869668885412e-29,-4.8206072913416106e-46,4.1582175364142636e-29,1.0320201124865666e-51,7.067066930287813e-35,-2.3805708526294366e-46,-4.1583242601186353e-29,True,False,Stable,Double,3.995633653715518e-07,"[{""precision"":""Double"",""status"":{""Stable"":2},""estimated_relative_accuracy"":3.995633653715518e-07}]",-1.5557538194652854e-61,-5.72527583019429e-45,evaluation/ct-off-normal-point-00011.json,781e5b6cf88c229d0ff9dec7871c41c07f2e3d9f65fd9a130d84705fee239053
ct-off,normal,12,q14,1,1.0,2,-9.639041852068649e-51,-2.110903533078635e-36,1.5238393470851158e-52,-4.463343629401189e-35,1.065745023703146e-53,-7.054990161536684e-37,5.4853341709467266e-52,4.421966914963451e-35,-5.682610430298946e-51,2.1198355367219597e-34,-4.918979459953314e-55,7.020469837696678e-38,-4.667514325863924e-51,-2.130453957431205e-34,True,False,Stable,Double,2.225722759262747e-11,"[{""precision"":""Double"",""status"":{""Stable"":2},""estimated_relative_accuracy"":2.225722759262747e-11}]",0.0,5.679625008945916e-51,evaluation/ct-off-normal-point-00012.json,2edea8487a5599269028e4b82d0ed582a8856a492649366dd7453a5678bcd015
ct-off,normal,13,q14,1,0.1,2,-4.2455208886309115e-49,-2.1191187562939306e-35,1.4865250985626615e-50,-4.486599431555884e-33,1.4234576692704134e-52,-7.058993795531487e-36,-6.540230628450703e-51,4.4824278574631994e-33,-2.3109581846505834e-49,2.1451535239678233e-32,-1.3025032277613617e-54,7.062419927735461e-37,-2.0192233401890805e-49,-2.1462202101345726e-32,True,False,Stable,Double,8.265864462839308e-10,"[{""precision"":""Double"",""status"":{""Stable"":2},""estimated_relative_accuracy"":8.265864462839308e-10}]",-7.596454196607839e-65,3.071006651895933e-48,evaluation/ct-off-normal-point-00013.json,72e160fb2a75ac6717cc1945d4415efde5f6036b77db24fbdd2d8abe26cd35c0
ct-off,normal,14,q14,1,0.01,2,3.587257305118559e-47,-2.119940961734506e-34,7.213981750434973e-48,-4.488938611943404e-31,-1.574982013978014e-51,-7.059353702557922e-35,-1.1980810188358733e-48,4.48852111224526e-31,2.8544475590554115e-47,2.1477044059578625e-30,-1.5568309426796595e-53,7.066599290688725e-36,1.3137872793557697e-48,-2.1478111231464864e-30,True,False,Stable,Double,1.7508392124035546e-07,"[{""precision"":""Double"",""status"":{""Stable"":2},""estimated_relative_accuracy"":1.7508392124035546e-07}]",-9.723461371658034e-63,2.9434623199303332e-46,evaluation/ct-off-normal-point-00014.json,35fb679039b2fa3d7c3996ad6d43c997466d1f0528da0b975893553e6a8421ff
ct-off,normal,15,q14,1,0.001,2,-2.9839853907687305e-61,-2.120022146366299e-33,2.752117982853452e-62,-4.489172665404257e-29,1.3431763734429386e-67,-7.059389286541129e-34,-6.769477048811669e-63,4.4891309120256467e-29,-1.1684411848436872e-61,2.1479596861474043e-28,1.6591681627375638e-68,7.067017070018028e-35,-2.0230627428154617e-61,-2.147970358343428e-28,True,False,Stable,Quad,2.322163655725755e-22,"[{""precision"":""Double"",""status"":{""Unstable"":2},""estimated_relative_accuracy"":7.080834340683599e-06},{""precision"":""Quad"",""status"":{""Stable"":2},""estimated_relative_accuracy"":2.322163655725755e-22}]",-3.454467422037778e-77,-4.4206929605629855e-44,evaluation/ct-off-normal-point-00015.json,ea2d0de16daff3e11f24ac7f0a1d355f14a3611e6173c9481e58566490845c9f
ct-off,normal,16,both,-1,1.0,5,1.0148795758942023e-58,-4.794986249565818e-35,1.1161656284390832e-59,-9.20473801770628e-27,8.383146808393253e-59,3.892414745201909e-26,-2.1055949026665574e-60,2.26359752801875e-27,-2.1387339922080673e-59,-1.3445073258615642e-26,5.113927164738573e-59,-4.200885013459494e-26,-2.115150360154164e-59,2.3470916382929158e-26,True,False,Stable,Quad,4.5502998391287835e-21,"[{""precision"":""Double"",""status"":{""Unstable"":2},""estimated_relative_accuracy"":0.0006200469306307895},{""precision"":""Quad"",""status"":{""Stable"":2},""estimated_relative_accuracy"":4.5502998391287835e-21}]",-1.7686873200833423e-74,-3.864433518102004e-42,evaluation/ct-off-normal-point-00016.json,731a214220da3b86b4f683789613f90077484b2758e3f78f6666361e06abcac8
ct-off,normal,17,both,-1,0.1,5,1.5145434514045444e-53,-4.778391774256814e-33,5.950069743889005e-55,-9.23736386798492e-22,3.869062913092205e-55,3.8926017306535634e-21,4.305227328292039e-56,2.259918019906295e-22,-2.960916832197256e-54,-1.3514311932685972e-21,1.0597053754534036e-53,-4.173665262652455e-21,6.484332052727622e-54,2.3302393100705727e-21,True,False,Stable,Quad,2.0597700489545048e-16,"[{""precision"":""Double"",""status"":{""Unstable"":2},""estimated_relative_accuracy"":0.88369595636699},{""precision"":""Quad"",""status"":{""Stable"":2},""estimated_relative_accuracy"":2.0597700489545048e-16}]",0.0,5.425793824823878e-38,evaluation/ct-off-normal-point-00017.json,0532b2bdeb03febbbad77ef8479423834902e1264e3266297b0d82407e3701a3
ct-off,normal,18,both,-1,0.01,5,1.4868620447676264e-49,-4.778778306226756e-31,1.3706112151335935e-49,-9.240599297233822e-17,-5.153443078736524e-50,3.892619928115032e-16,-1.5754252967998808e-50,2.2595272247399735e-17,4.394874280411253e-49,-1.3521244025338504e-16,-2.274792741040355e-49,-4.1709399394282064e-16,-1.330943872183224e-49,2.328551621096405e-16,True,False,Stable,Quad,1.5709690827668687e-12,"[{""precision"":""Double"",""status"":{""Unstable"":2},""estimated_relative_accuracy"":0.6790839583558388},{""precision"":""Quad"",""status"":{""Stable"":2},""estimated_relative_accuracy"":1.5709690827668687e-12}]",3.7982270983039195e-65,6.410180236680264e-33,evaluation/ct-off-normal-point-00018.json,ab3d0aee97580016841b96e83c750e7350469dac5ae3bdf7ad8be0f55fd29363
ct-off,normal,19,both,-1,0.001,5,1.153609066874e-312,-4.7788373498467907e-29,3.17712526e-314,-9.240922567937993e-12,7.7293581128e-313,3.892621743822766e-11,8.15396887e-315,2.259487916206647e-12,-1.023377337e-313,-1.3521937323388764e-11,2.7152522132e-313,-4.170667374510771e-11,1.71560546494e-313,2.3283828282000155e-11,True,False,Stable,Arb,2.5075704067328437e-277,"[{""precision"":""Double"",""status"":{""Unstable"":2},""estimated_relative_accuracy"":0.3668458204202505},{""precision"":""Quad"",""status"":{""Unstable"":2},""estimated_relative_accuracy"":9.02052065397391e-09},{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":2.5075704067328437e-277}]",-5e-324,-1.1639019769210061e-27,evaluation/ct-off-normal-point-00019.json,d06ba1f09ccfe722346a0ab88b2842f7fad918ce1bb36eca6d5a7d60592a1c3e
ct-off,normal,20,both,1,1.0,5,-7.9714105774764e-58,-6.781777416889893e-35,3.860390163269797e-61,-2.7626916623201835e-26,5.26528037996353e-59,-2.642772385291955e-26,-8.771462443316296e-60,2.260995253874582e-26,-2.634656508885563e-58,1.443441430554975e-25,-2.9862131287130398e-58,7.025037377026949e-26,-2.7932147436042562e-58,-1.831498289562092e-25,True,False,Stable,Quad,1.3591606240903872e-20,"[{""precision"":""Double"",""status"":{""Unstable"":2},""estimated_relative_accuracy"":8.140785955260471e-05},{""precision"":""Quad"",""status"":{""Stable"":2},""estimated_relative_accuracy"":1.3591606240903872e-20}]",0.0,6.711529397283963e-42,evaluation/ct-off-normal-point-00020.json,6dd46283f55a3f1e0db00d332be3c8046fd12780cdf65366cee46090f82c172b
ct-off,normal,21,both,1,0.1,5,-2.206255738857105e-53,-4.979456599362484e-33,-2.240290981913653e-54,-2.7979219670893278e-21,-5.19782670532481e-54,-2.6448242822529388e-21,-2.7329550413838343e-55,2.288756984374613e-21,-1.9348191517709397e-53,1.45477227210483e-20,2.072753779973127e-54,7.097417967234125e-21,2.924293540542069e-54,-1.8491151423319752e-20,True,False,Stable,Quad,4.0623097154502354e-16,"[{""precision"":""Double"",""status"":{""Unstable"":2},""estimated_relative_accuracy"":0.1914953194296492},{""precision"":""Quad"",""status"":{""Stable"":2},""estimated_relative_accuracy"":4.0623097154502354e-16}]",0.0,6.267665676686485e-37,evaluation/ct-off-normal-point-00021.json,c5c2f3e43127a827e6e1b4c8b7ba9e2ae6f428ab1fb015492a4693e61909ed3d
ct-off,normal,22,both,1,0.01,5,1.4532236519417696e-48,-4.798908444994201e-31,1.6686449135802558e-49,-2.8014709908515437e-16,4.9010678611506444e-49,-2.6450302826395194e-16,3.656297825320357e-49,2.291552893245844e-16,1.4910688357484285e-48,1.4559133358920437e-15,3.330502258920419e-49,7.1047171636569165e-16,-1.3934964697038265e-48,-1.8508902142332137e-15,True,False,Stable,Quad,5.087998559187261e-12,"[{""precision"":""Double"",""status"":{""Unstable"":2},""estimated_relative_accuracy"":0.9097800846531836},{""precision"":""Quad"",""status"":{""Stable"":2},""estimated_relative_accuracy"":5.087998559187261e-12}]",0.0,2.333718116178539e-31,evaluation/ct-off-normal-point-00022.json,12786ddac0868e50d31adfaf4befbe583807f018c20ab02d5c95892d86404583
ct-off,normal,23,both,1,0.001,5,2.63978306777e-313,-4.7808506000854574e-29,5.60606439014e-313,-2.8018261546097857e-11,5.15549327277e-313,-2.6450508902616188e-11,2.6990005183e-313,2.2918326827594506e-11,-3.6164319939e-313,1.456027522459129e-10,-2.1676333414e-313,7.105447698868782e-11,-5.03670977814e-313,-1.8510678561348118e-10,True,False,Stable,Arb,8.825189400205195e-277,"[{""precision"":""Double"",""status"":{""Unstable"":2},""estimated_relative_accuracy"":0.18292777681840433},{""precision"":""Quad"",""status"":{""Unstable"":2},""estimated_relative_accuracy"":6.1539273113255485e-09},{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":8.825189400205195e-277}]",0.0,-6.414540029569674e-27,evaluation/ct-off-normal-point-00023.json,86272d466747c2fad6328251a908ca0c66533ea1e60ab2134857db0d7457902a
ct-off,arb,0,q13,-1,1.0,2,0.0,-5.1997523422955585e-34,0.0,-9.072259831116086e-31,0.0,2.6340088635027745e-30,0.0,7.195480167956406e-35,0.0,-1.2290088718614108e-30,0.0,-4.9829290486257225e-31,0.0,-7.303370309212342e-35,True,False,Stable,Arb,7.202692150736031e-296,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":7.202692150736031e-296}]",0.0,-1.631883221393891e-46,evaluation/ct-off-arb-point-00000.json,04c03fab64d63b2b773cda930c1ad776609cb2a1ba1df1257cdfb00b3552fd42
ct-off,arb,1,q13,-1,0.1,2,-0.0,-2.8804367724349864e-33,0.0,-8.498250709553077e-28,0.0,2.5798277243071455e-27,0.0,7.279342825508582e-33,0.0,-1.2343464438773985e-27,0.0,-4.9565907908655895e-28,0.0,-7.290167478281753e-33,True,False,Stable,Arb,2.195864251749329e-292,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":2.195864251749329e-292}]",0.0,5.351892738406179e-44,evaluation/ct-off-arb-point-00001.json,7040b63a69ffd3598cf1273bffeae4db8823878ac8aa28c01082b1daaebe6c05
ct-off,arb,2,q13,-1,0.01,2,-0.0,-2.6684991065798204e-32,0.0,-8.44542956037323e-25,0.0,2.5748229539724346e-24,0.0,7.28776961929815e-31,0.0,-1.2348826170388074e-24,0.0,-4.953974074730129e-25,0.0,-7.28885244093365e-31,True,False,Stable,Arb,5.675463252866147e-289,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":5.675463252866147e-289}]",0.0,1.0351927095771373e-40,evaluation/ct-off-arb-point-00002.json,50c677751b7c94be387e406b626e510d3f80f5b9882cfa7c08bfea23c736cf1c
ct-off,arb,3,q13,-1,0.001,2,-5e-323,-2.647484749713018e-31,-1e-323,-8.440189551109183e-22,-4.4e-323,2.5743264710402983e-21,0.0,7.288612704193979e-29,1e-323,-1.2349362588975335e-21,-5e-324,-4.953712572955123e-22,0.0,-7.288720989921079e-29,True,False,Stable,Arb,3.791783443011247e-286,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":3.791783443011247e-286}]",0.0,-2.102173893647431e-37,evaluation/ct-off-arb-point-00003.json,04653142a21f36dc6dab4c49105586f5bc0bb8186a5472e97921fe878eac6170
ct-off,arb,4,q13,1,1.0,2,0.0,-4.695961541800018e-34,0.0,-5.148675316729084e-31,0.0,-1.219649408740269e-30,0.0,1.0380265270379173e-34,0.0,2.5720155788138102e-30,0.0,-8.37967162865166e-31,0.0,-1.048743423506428e-34,True,False,Stable,Arb,2.807087722107068e-295,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":2.807087722107068e-295}]",0.0,-1.0691058840368783e-47,evaluation/ct-off-arb-point-00004.json,b7f0690ecbd6832fae75b356d5a6957185224b187975d4732e004a55917fad2b
ct-off,arb,5,q13,1,0.1,2,-0.0,-2.8621480915545207e-33,0.0,-4.972203637811432e-28,0.0,-1.233464155383385e-27,0.0,1.0532831853041909e-32,0.0,2.5740394289759132e-27,0.0,-8.433577611420966e-28,0.0,-1.0543649233031462e-32,True,False,Stable,Arb,1.268005986536856e-292,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":1.268005986536856e-292}]",0.0,6.077653129572846e-44,evaluation/ct-off-arb-point-00005.json,20d00530611fd9e7f4f533660c6431223c332a69822952038a7caff25c184365
ct-off,arb,6,q13,1,0.01,2,0.0,-2.6669855729592395e-32,0.0,-4.955526257392402e-25,0.0,-1.2347950551663357e-24,0.0,1.0548213034268382e-30,0.0,2.5742480953314318e-24,0.0,-8.439004409874368e-25,0.0,-1.0549295783114582e-30,True,False,Stable,Arb,7.914946490388992e-289,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":7.914946490388992e-289}]",0.0,-7.614545831316318e-41,evaluation/ct-off-arb-point-00006.json,f45a9f55e2504b9349799045fb1f519bd52e1274fb57bb7e676993b38f160683
ct-off,arb,7,q13,1,0.001,2,5e-324,-2.647336546907633e-31,1e-323,-4.95386770068927e-22,5e-324,-1.2349275095249766e-21,0.0,1.0549752405284374e-28,5e-324,2.5742690247554622e-21,-1e-323,-8.439547454252093e-22,0.0,-1.0549860690283521e-28,True,False,Stable,Arb,5.794859587288155e-287,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":5.794859587288155e-287}]",5e-324,1.171488432627976e-37,evaluation/ct-off-arb-point-00007.json,d1a1a041273b4e0c0d945d0778af2326919137e288aac0db86e75cc8702392ef
ct-off,arb,8,q14,-1,1.0,2,-0.0,-2.1418086990427915e-36,0.0,-1.4587677530842256e-35,0.0,-7.265314633025788e-37,0.0,1.4180761738348994e-35,0.0,4.154625634612697e-35,0.0,7.071013099096536e-38,0.0,-4.2625327920364884e-35,True,False,Stable,Arb,2.7365703588764067e-298,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":2.7365703588764067e-298}]",0.0,3.675051476376769e-51,evaluation/ct-off-arb-point-00008.json,44f8732305c2dae739dece0dbfe57ee1a0d8d1aa91bcb4c06dad79298e4b489e
ct-off,arb,9,q14,-1,0.1,2,-0.0,-2.1221789508961335e-35,0.0,-1.462508525218087e-33,0.0,-7.080055972219175e-36,0.0,1.4583440263002155e-33,0.0,4.157870684429677e-33,0.0,7.0674127081007884e-37,0.0,-4.1685546603193576e-33,True,False,Stable,Arb,7.368868235077628e-297,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":7.368868235077628e-297}]",0.0,1.790752355761771e-49,evaluation/ct-off-arb-point-00009.json,ee13e0dca24f6bc55f523939d3298383ad98cdb601de7c839b0159bef770a57d
ct-off,arb,10,q14,-1,0.01,2,-0.0,-2.1202457415499495e-34,0.0,-1.4628904482737043e-31,0.0,-7.06146030045741e-35,0.0,1.4624730197139758e-31,0.0,4.158186082913124e-31,0.0,7.06709795467209e-36,0.0,-4.159253425044447e-31,True,False,Stable,Arb,9.65399234281167e-294,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":9.65399234281167e-294}]",0.0,1.2957563314526964e-47,evaluation/ct-off-arb-point-00010.json,a57c8c72c14c750846c450cfb64bdf484f3427bcc3486fbf9d48ae9e5c77a34a
ct-off,arb,11,q14,-1,0.001,2,-0.0,-2.120052715329619e-33,0.0,-1.462928719574416e-29,0.0,-7.059599950217449e-34,0.0,1.462886966905856e-29,0.0,4.158217536526509e-29,0.0,7.067066930276596e-35,0.0,-4.15832426019691e-29,True,False,Stable,Arb,4.2336418803893675e-293,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":4.2336418803893675e-293}]",0.0,4.652748807328494e-47,evaluation/ct-off-arb-point-00011.json,479c4ac49858a4af80e737752ce21f895885027e175f981d6ef35d4c8ac5e8ea
ct-off,arb,12,q14,1,1.0,2,0.0,-2.110903532946944e-36,0.0,-4.4633436293992826e-35,0.0,-7.0549901615366815e-37,0.0,4.4219669149626206e-35,0.0,2.119835536722616e-34,0.0,7.020469837696705e-38,0.0,-2.1304539574306527e-34,True,False,Stable,Arb,1.01911977927551e-298,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":1.01911977927551e-298}]",0.0,-2.940041181101415e-50,evaluation/ct-off-arb-point-00012.json,cf8b280ec2f475ebb4ac754ceb41038e6caa8b92242ef3b109892e0a37a51426
ct-off,arb,13,q14,1,0.1,2,0.0,-2.119118752014216e-35,0.0,-4.486599431542746e-33,0.0,-7.058993795532162e-36,0.0,4.4824278574508484e-33,0.0,2.1451535239695448e-32,0.0,7.062419927735895e-37,0.0,-2.1462202101320932e-32,True,False,Stable,Arb,1.3162502390374047e-294,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":1.3162502390374047e-294}]",0.0,1.0022867662845734e-48,evaluation/ct-off-arb-point-00013.json,5340228ab9fd8bdfd8dd248d415431d605c4c511409e5bc3e6efd36c87aa96e1
ct-off,arb,14,q14,1,0.01,2,-0.0,-2.1199400219198083e-34,0.0,-4.488938611739617e-31,0.0,-7.059353702560416e-35,0.0,4.488521112197967e-31,0.0,2.1477044060009e-30,0.0,7.066599290694622e-36,0.0,-2.147811123111192e-30,True,False,Stable,Arb,1.502427040345922e-293,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":1.502427040345922e-293}]",0.0,1.2752294984791884e-46,evaluation/ct-off-arb-point-00014.json,b9dcd199d196e565acce0532548f980e4ffc82ec7135ae654847b2fbee6c9c5a
ct-off,arb,15,q14,1,0.001,2,-0.0,-2.120022146366299e-33,0.0,-4.489172665404257e-29,0.0,-7.059389286541129e-34,0.0,4.4891309120256467e-29,0.0,2.1479596861474043e-28,0.0,7.067017070018028e-35,0.0,-2.147970358343428e-28,True,False,Stable,Arb,3.4209749522187104e-291,"[{""precision"":""Arb"",""status"":{""Stable"":2},""estimated_relative_accuracy"":3.4209749522187104e-291}]",0.0,-4.4206929605629855e-44,evaluation/ct-off-arb-point-00015.json,aa951aa6014d365a9063a53375c0538aa7c95b980027a9f50a31e81bce1f884d
