run,slot,iteration,samples_total,samples_new,phase,result,error,absolute_result,absolute_error,absolute_estimator_variance,absolute_error_sqrt_n,chi_sq_per_dof_reported,absolute_chi_sq_per_dof_reported,max_weight_impact,absolute_max_weight_impact,largest_weight,absolute_to_signed_ratio,evaluation_count,f64_percent,quad_percent,arb_percent,nan_percent,nan_or_unstable_percent,average_evaluation_seconds,snapshot
GL638-full-explicit-release-power2,epem_a_tth@NNLO,1,7500,7500,re,-0.00048476915469882056,0.0007383485319854969,0.0010769612906657389,0.0007382650104419369,5.450352256428333e-07,0.06393562537679012,0.0,0.0,1.4390809617733709,0.6477689285849798,-5.23216546036532,2.2215961560814197,7500,97.96000000000001,2.013333333333333,0.02666666666666667,0.0,0.013333333333333334,0.052887945,/common/dev/gl638_integration_validation/runs/GL638-full-explicit-release-power2/workspace/results/integration_result_iter_0001.json
GL638-full-explicit-release-power2,epem_a_tth@NNLO,1,7500,7500,im,-0.0003343464173794019,0.0009446158061184479,0.0015908374618492968,0.0009444450476260047,8.919764479852863e-07,0.08179134037225241,0.0,0.0,2.456156465869967,0.5162105712121275,-6.159053361651575,4.758051467451745,7500,97.96000000000001,2.013333333333333,0.02666666666666667,0.0,0.013333333333333334,0.052887945,/common/dev/gl638_integration_validation/runs/GL638-full-explicit-release-power2/workspace/results/integration_result_iter_0001.json
GL638-full-explicit-release-power2,epem_a_tth@NNLO,2,15000,7500,re,-0.00043891678571755566,0.0004182469473142684,0.0009148144792182644,0.00041819559646389775,1.7488755690179522e-07,0.05121829120077054,0.006008961119882875,0.07516286333709377,0.7947087968412362,0.3812915499425529,-5.23216546036532,2.0842549407690014,15000,97.29333333333334,2.6733333333333333,0.03333333333333333,0.0,0.02,0.052374452,/common/dev/gl638_integration_validation/runs/GL638-full-explicit-release-power2/workspace/results/integration_result_iter_0002.json
GL638-full-explicit-release-power2,epem_a_tth@NNLO,2,15000,7500,im,0.00035349574962864036,0.000688978420201301,0.0017794960153208166,0.0006888312373352753,4.744884735288464e-07,0.0843642525180701,0.4983520649381782,0.03750339240063666,1.333710782042998,0.2649407970723061,7.0719163902913476,5.033995506849062,15000,97.29333333333334,2.6733333333333333,0.03333333333333333,0.0,0.02,0.052374452,/common/dev/gl638_integration_validation/runs/GL638-full-explicit-release-power2/workspace/results/integration_result_iter_0002.json
GL638-full-explicit-release-power2,epem_a_tth@NNLO,3,22500,7500,re,-0.00044510610556538447,0.00038231254945737505,0.0011455835162101342,0.00038224777487685924,1.4611336139831006e-07,0.05733716623152889,0.004888806409479067,0.32767600023334126,0.5356696706237025,0.208129601715632,-5.3646714216181905,2.573731301112993,22500,97.28888888888889,2.6844444444444444,0.02666666666666667,0.0,0.017777777777777778,0.051893966,/common/dev/gl638_integration_validation/runs/GL638-full-explicit-release-power2/workspace/results/integration_result_iter_0003.json
GL638-full-explicit-release-power2,epem_a_tth@NNLO,3,22500,7500,im,0.00014056515691232988,0.0005668302976942878,0.001962727307728153,0.0005666800187987943,3.2112624370580184e-07,0.08500200281981915,0.4133928540979411,0.09661617126379518,2.236026352676379,0.16013808636914983,7.0719163902913476,13.963113981029458,22500,97.28888888888889,2.6844444444444444,0.02666666666666667,0.0,0.017777777777777778,0.051893966,/common/dev/gl638_integration_validation/runs/GL638-full-explicit-release-power2/workspace/results/integration_result_iter_0003.json
GL638-full-explicit-release-power2,epem_a_tth@NNLO,4,30000,7500,re,-0.0004287195370084034,0.00029939936520441104,0.0010665012894088648,0.00029934627330215676,8.960819133988953e-08,0.05184829544157345,0.005579898160612051,0.2630327867730324,0.4171080748230544,0.1676719779867525,-5.3646714216181905,2.4876433130407123,30000,97.50333333333333,2.4766666666666666,0.02,0.0,0.013333333333333334,0.051560631,/common/dev/gl638_integration_validation/runs/GL638-full-explicit-release-power2/workspace/results/integration_result_iter_0004.json
GL638-full-explicit-release-power2,epem_a_tth@NNLO,4,30000,7500,im,-8.570953277343807e-05,0.00044938221427962547,0.0017770394204766555,0.00044926534873898763,2.0183935357756418e-07,0.07781504100960768,0.606084813502709,0.27403750133398896,2.7503422164972915,0.1326535267742203,7.0719163902913476,20.73327625264306,30000,97.50333333333333,2.4766666666666666,0.02,0.0,0.013333333333333334,0.051560631,/common/dev/gl638_integration_validation/runs/GL638-full-explicit-release-power2/workspace/results/integration_result_iter_0004.json
GL638-full-explicit-release-power2,epem_a_tth@NNLO,5,37500,7500,re,-0.00041087499381512474,0.0002541134616162544,0.0010332557006718856,0.0002540662959935873,6.454968275990111e-08,0.04919972666078838,0.007766175260134722,0.21044268256928592,0.34817865951914007,0.1384535352512066,-5.3646714216181905,2.514769008154349,37500,97.61866666666667,2.36,0.021333333333333333,0.0,0.016,0.051407545,/common/dev/gl638_integration_validation/runs/GL638-full-explicit-release-power2/workspace/results/integration_result_iter_0005.json
GL638-full-explicit-release-power2,epem_a_tth@NNLO,5,37500,7500,im,-0.00038491964877438996,0.0004998396596194249,0.0019030193020545896,0.0004997469969992162,2.497470610097346e-07,0.0967755898347566,0.5866254228278471,0.260686846047886,0.9001815846257103,0.18207780604915938,-12.993659227023834,4.9439391003133535,37500,97.61866666666667,2.36,0.021333333333333333,0.0,0.016,0.051407545,/common/dev/gl638_integration_validation/runs/GL638-full-explicit-release-power2/workspace/results/integration_result_iter_0005.json
